,sub_ind,sub_ID,fit_to,comb_index,comb,feature_names,asymm_LR,bounded_weights,gaze,LR_up,LR_down,inv_temp,gaze_bias,feature_weight_1,feature_weight_2,feature_weight_3,feature_weight_4,feature_weight_5,feature_weight_6,feature_weight_7,feature_weight_8,feature_weight_9,feature_weight_10,feature_weight_11,feature_weight_12,feature_weight_13,feature_weight_14,feature_weight_15,feature_weight_16,cost_type,SSE,LL,BIC
72,273,8041,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,2.9189999999999996,2.9189999999999996,0.264,0.0,3.67,3.67,-2.767,3.208,3.208,-0.0,-2.985,-0.76,3.208,9.511000000000001,-0.0,-0.0,3.4360000000000004,10.252,3.911,-0.18899999999999997,SSE,7.959,-24.111,123.08200000000001
73,274,8042,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,4.985,4.985,1.26,0.0,2.148,10.129,-0.0,-0.0,1.1,2.907,0.159,-0.872,1.743,2.148,-0.72,-0.872,2.148,2.336,-0.11900000000000001,-0.535,SSE,6.834,-19.232,113.323
74,275,8043,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,4.78,4.78,0.152,0.0,7.21,0.0,-0.32799999999999996,-3.353,0.657,0.0,-3.353,0.0,-3.353,0.0,-3.005,-3.005,3.353,7.656000000000001,-3.353,-3.353,SSE,3.165,5.399,64.061
75,276,8044,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,4.49,4.49,0.212,0.0,4.569,7.309,-0.708,-2.408,13.879000000000001,11.842,0.0,-3.179,4.569,5.83,-3.179,0.708,9.736,3.716,-9.736,-4.569,SSE,6.766,-18.910999999999998,112.682
76,277,8045,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,6.486000000000001,6.486000000000001,0.16699999999999998,0.0,10.405999999999999,11.015999999999998,-0.6,-11.674000000000001,10.405999999999999,11.015999999999998,-4.385,-11.674000000000001,10.405999999999999,4.385,-5.444,-11.015,11.674000000000001,10.405999999999999,-9.837,-5.083,SSE,1.9040000000000001,21.655,31.549
77,278,8046,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,7.143,7.143,0.212,0.0,1.911,5.827999999999999,-4.868,-6.5329999999999995,0.47200000000000003,2.407,-3.9930000000000003,-6.91,2.157,2.917,-4.277,-8.174,-2.917,4.868,-2.407,-6.172999999999999,SSE,1.1159999999999999,38.749,-2.638
78,279,8047,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,4.725,4.725,0.226,0.0,0.0,13.036,3.491,0.221,4.018,4.292,-0.221,3.752,4.292,-0.44299999999999995,11.123,0.221,-0.665,13.036,-0.444,-0.0,SSE,8.914,-27.735,130.329
79,280,8048,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,5.622999999999999,5.622999999999999,0.122,0.0,10.1,13.390999999999998,0.8170000000000001,-5.0569999999999995,8.437000000000001,7.917000000000001,-3.31,-6.919,12.664000000000001,16.862000000000002,-3.3110000000000004,-6.9270000000000005,14.988,16.865,-14.164000000000001,-3.739,SSE,3.176,5.2860000000000005,64.288
80,281,8049,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,2.773,2.773,0.654,0.0,3.36,1.3880000000000001,-1.295,-3.359,1.3869999999999998,3.5839999999999996,0.0,-1.295,1.295,3.359,1.295,-0.0,1.3869999999999998,3.359,-0.0,1.296,SSE,5.667000000000001,-13.244000000000002,101.34700000000001
81,282,8050,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,4.882,4.882,0.316,0.0,0.7959999999999999,0.317,-2.316,-2.498,6.544,0.636,2.137,-2.498,3.695,1.788,0.0,-3.071,7.959,2.498,-0.0,-2.6839999999999997,SSE,6.89,-19.494,113.848
82,283,8051,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,5.029,5.029,0.19,0.0,3.8480000000000003,8.152999999999999,0.7959999999999999,-2.968,9.658,8.621,-3.84,-0.789,9.126,4.777,3.2510000000000003,-3.8480000000000003,6.136,1.591,-2.131,-3.553,SSE,3.5780000000000003,1.479,71.902
83,284,8052,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,6.507000000000001,6.507000000000001,0.16399999999999998,0.0,-0.306,0.0,0.0,-0.612,11.889000000000001,5.545,4.466,0.306,0.306,-5.545,0.306,-0.306,4.817,5.922999999999999,-13.425,-0.306,SSE,7.892,-23.838,122.537
84,285,8053,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,3.648,3.648,1.396,0.0,0.74,1.242,-0.036000000000000004,-0.07200000000000001,0.29,1.679,0.524,-0.07200000000000001,-0.036000000000000004,0.607,-0.565,-0.036000000000000004,0.65,0.6940000000000001,-0.0,-0.483,SSE,5.725,-13.567,101.993
85,286,8054,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,4.317,4.317,0.225,0.0,4.591,-3.5039999999999996,-11.165,-4.882,8.16,5.496,-0.222,-0.892,4.033,3.248,-2.997,-2.997,14.422,10.419,-2.509,-2.7510000000000003,SSE,8.126,-24.775,124.41
86,287,8055,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,5.353,5.353,0.14300000000000002,0.0,10.833,11.456,-5.92,-5.106,9.686,10.833,-5.92,-11.456,10.834000000000001,10.834000000000001,-6.341,-11.456,4.712,12.119000000000002,-5.92,-10.834000000000001,SSE,1.7890000000000001,23.649,27.563000000000002
87,288,8056,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,4.758,4.758,0.18899999999999997,0.0,1.062,1.33,-3.8689999999999998,0.795,6.1739999999999995,0.53,-0.265,0.265,6.934,7.337999999999999,-5.815,-1.6,1.6,1.062,0.53,-0.53,SSE,5.731,-13.602,102.06299999999999
88,289,8057,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,4.936,4.936,0.6829999999999999,0.0,1.9169999999999998,3.025,0.293,-0.073,1.92,1.24,-0.147,-2.147,2.4019999999999997,0.442,-0.44299999999999995,0.147,1.811,1.419,-1.2409999999999999,-0.07400000000000001,SSE,7.098,-20.445999999999998,115.75299999999999
89,290,8058,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,2.398,2.398,1.213,0.0,-0.040999999999999995,-0.698,-0.748,-0.799,3.02,0.9059999999999999,-0.748,-0.124,0.748,0.65,-0.748,-0.698,0.748,0.083,-2.427,-0.124,SSE,9.589,-30.073,135.005
90,291,8059,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,6.099,6.099,0.469,0.0,2.489,2.488,-0.107,-1.5590000000000002,2.795,0.755,-1.682,-1.808,2.958,2.639,0.321,1.439,2.068,2.204,-1.682,0.107,SSE,7.943,-24.046,122.95100000000001
91,292,8060,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,6.164,6.164,0.773,0.0,0.26,0.946,0.13,1.175,-0.0,0.946,-0.8009999999999999,1.097,-0.8009999999999999,1.02,0.8009999999999999,0.065,-0.593,0.873,-0.593,0.13,SSE,6.9510000000000005,-19.777,114.414
92,293,8061,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,4.39,4.39,0.738,0.0,2.101,2.637,-2.222,-0.765,1.23,2.101,-2.222,-0.6920000000000001,2.222,2.351,0.99,0.914,3.177,1.23,-0.068,0.204,SSE,3.4610000000000003,2.536,69.788
93,294,8062,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,5.955,5.955,0.299,0.0,8.413,6.516,0.8420000000000001,0.0,8.413,3.679,-2.259,-2.448,10.867,7.851,-1.89,-3.0389999999999997,9.068,9.068,-0.672,-2.8369999999999997,SSE,4.205,-3.693,82.245
94,295,8063,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,5.407,5.407,0.5720000000000001,0.0,-1.278,-1.376,-1.6909999999999998,-3.029,2.421,0.17800000000000002,-1.083,-1.083,3.029,3.612,0.8909999999999999,-0.001,4.39,3.609,0.08900000000000001,4.388999999999999,SSE,4.018,-2.233,79.32600000000001
95,296,8065,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,3.262,3.262,0.389,0.0,0.386,-1.88,-2.335,-7.571000000000001,6.462999999999999,-0.91,0.387,-2.028,6.968,7.571000000000001,3.0,-1.88,9.424,8.347000000000001,2.4930000000000003,0.516,SSE,6.402,-17.146,109.15100000000001
96,297,8066,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,4.71,4.71,0.28,0.0,7.382999999999999,5.542999999999999,0.898,-1.081,5.2410000000000005,10.525,-1.081,0.898,3.927,10.525,-3.2439999999999998,4.421,2.818,0.898,-0.898,-2.213,SSE,6.865,-19.378,113.615
97,298,8067,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,4.787,4.787,0.127,0.0,1.979,2.785,-5.312,-1.98,0.7879999999999999,1.581,-3.6060000000000003,2.381,4.876,1.581,1.979,-6.21,1.1840000000000002,7.636,-2.785,-5.757000000000001,SSE,1.202,36.384,2.092
98,299,8068,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,4.728,4.728,0.322,0.0,1.261,-0.156,-2.0980000000000003,-0.624,-1.925,1.261,-2.452,-1.925,6.834,5.711,0.782,-0.0,11.395,7.814,3.847,-0.624,SSE,6.507000000000001,-17.663,110.186
99,300,8069,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,6.93,6.93,0.695,0.0,1.305,0.21600000000000003,1.218,1.218,2.969,0.21600000000000003,0.361,-0.14400000000000002,3.16,3.157,1.3940000000000001,-1.051,3.372,3.37,0.0,-1.3940000000000001,SSE,5.672999999999999,-13.275,101.411
100,301,8070,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,5.784,5.784,0.166,0.0,9.318,6.602,1.206,-3.07,5.825,8.33,-2.7510000000000003,-0.301,9.318,5.454,-0.601,-2.125,7.432,4.3919999999999995,-0.301,-3.72,SSE,1.9469999999999998,20.949,32.961999999999996
101,302,8071,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,6.744,6.744,0.38,0.0,3.451,-1.925,-0.264,0.263,-0.264,3.259,0.0,1.925,-0.264,1.206,-0.132,1.777,1.4869999999999999,1.4869999999999999,-0.132,3.258,SSE,3.998,-2.0780000000000003,79.016
102,303,8072,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,5.744,5.744,0.542,0.0,-3.384,-2.025,-4.99,-4.0489999999999995,-2.15,-1.561,-8.057,-5.426,8.068999999999999,5.979,0.941,0.092,13.842,13.665,2.025,0.652,SSE,2.6180000000000003,11.477,51.906000000000006
103,304,8073,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,4.937,4.937,0.7959999999999999,0.0,3.699,2.76,-0.778,-2.7569999999999997,1.379,1.064,-0.847,-0.252,1.381,0.252,-0.7090000000000001,-1.38,0.509,0.99,-0.0,-1.064,SSE,7.176,-20.794,116.448
104,305,8074,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,2.405,2.405,0.884,0.0,0.9590000000000001,0.113,0.8270000000000001,-1.754,0.639,0.8270000000000001,-0.9590000000000001,0.0,1.2429999999999999,2.201,-0.057,0.055999999999999994,8.567,1.319,-0.0,0.113,SSE,6.278,-16.515,107.89
105,306,8075,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,2.41,2.41,0.369,0.0,5.9479999999999995,4.967,0.408,0.271,1.2409999999999999,1.675,-0.406,0.138,1.979,1.827,-1.24,-0.8190000000000001,3.759,1.975,-1.53,-1.382,SSE,4.573,-6.374,87.60700000000001
106,307,8076,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,6.3420000000000005,6.3420000000000005,0.848,0.0,1.143,0.9990000000000001,-0.177,-2.166,1.07,1.459,0.059000000000000004,-0.9990000000000001,1.143,2.963,-0.059000000000000004,-2.591,3.827,1.296,-1.07,-1.218,SSE,6.72,-18.695,112.249
107,308,8077,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,6.666,6.666,0.539,0.0,3.608,3.217,0.18600000000000003,-0.09300000000000001,3.83,3.608,-1.251,-1.355,1.462,4.074,0.0,0.18600000000000003,1.355,0.18600000000000003,0.09300000000000001,-0.09300000000000001,SSE,5.349,-11.390999999999998,97.64299999999999
108,309,8078,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,6.519,6.519,0.147,0.0,5.77,6.181,-0.341,4.216,15.967,6.602,0.341,-5.369,14.065999999999999,0.341,0.341,-6.602,12.505,6.602,-5.77,-5.77,SSE,6.2139999999999995,-16.191,107.243
109,310,8079,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,4.8580000000000005,4.8580000000000005,2.349,0.0,0.527,0.218,0.021,-0.107,0.624,0.46799999999999997,-0.195,-0.624,1.153,0.624,-0.043,-0.264,3.455,3.5389999999999997,0.17300000000000001,-0.17300000000000001,SSE,2.326,15.261,44.339
110,311,8080,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,3.7430000000000003,3.7430000000000003,0.256,0.0,3.787,4.831,-9.814,-0.195,3.545,0.784,-4.0360000000000005,-0.5870000000000001,11.503,4.0360000000000005,-9.814,-3.787,4.831,11.503,-3.787,-3.545,SSE,8.104,-24.686,124.23200000000001
111,312,8081,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,5.0280000000000005,5.0280000000000005,0.122,0.0,6.471,7.449,-4.633,-1.6469999999999998,8.478,10.151,9.573,3.758,3.3280000000000003,12.035,0.41,-4.633,3.758,5.999,-12.725999999999999,-6.471,SSE,3.633,0.985,72.889
112,313,8083,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,6.105,6.105,0.306,0.0,6.742999999999999,2.766,-2.963,-2.963,8.202,2.386,-0.163,-0.491,6.353,2.574,-2.963,-3.165,8.841000000000001,8.841000000000001,-3.165,-6.742999999999999,SSE,5.066,-9.655,94.17
113,314,8084,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,5.369,5.369,1.258,0.0,0.873,2.912,-0.927,0.08,7.095,0.927,0.0,-0.11900000000000001,3.471,3.472,-0.04,-1.166,10.029,1.9969999999999999,-0.04,-1.041,SSE,7.319,-21.429000000000002,117.71700000000001
114,315,8085,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,3.21,3.21,0.409,0.0,3.5810000000000004,4.005,0.36700000000000005,-1.248,3.786,4.753,-0.991,-0.991,0.49,2.6830000000000003,-0.613,-3.199,3.386,0.8640000000000001,0.36700000000000005,-1.6480000000000001,SSE,3.5380000000000003,1.839,71.182
115,316,8086,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,5.125,5.125,0.326,0.0,8.314,0.462,-1.9,-0.461,3.7969999999999997,5.034,0.154,-0.772,4.022,5.638,-0.307,0.7709999999999999,7.1979999999999995,5.638,-2.786,-1.901,SSE,5.572,-12.703,100.265
116,317,8087,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,5.5920000000000005,5.5920000000000005,0.634,0.0,2.4459999999999997,0.002,0.156,-1.53,1.3359999999999999,4.274,-0.557,-0.318,3.698,1.733,1.063,0.313,11.081,3.7,-0.08199999999999999,-1.335,SSE,6.904,-19.558,113.976
117,318,8088,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,5.02,5.02,0.315,0.0,3.707,3.2769999999999997,-0.001,-7.446000000000001,9.337,1.4509999999999998,-0.8,0.161,1.288,4.163,-1.6219999999999999,2.142,3.488,3.0780000000000003,-0.16,0.318,SSE,8.318999999999999,-25.526999999999997,125.913
118,319,8089,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,5.043,5.043,0.38299999999999995,0.0,7.684,2.53,0.655,0.392,6.117999999999999,11.405,-1.9069999999999998,1.615,11.385,7.684,-3.227,-2.057,2.696,3.0439999999999996,-0.789,-2.369,SSE,6.612,-18.176,111.211
119,320,8090,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,4.603,4.603,0.19699999999999998,0.0,13.747,1.276,1.0190000000000001,-0.508,4.607,9.878,-0.508,-2.866,6.278,5.244,-2.593,-1.0190000000000001,4.003,5.244,-2.866,-2.866,SSE,5.189,-10.423,95.70700000000001
120,321,8091,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,4.22,4.22,1.558,0.0,14.020999999999999,5.226,-5.939,-0.705,5.694,6.7620000000000005,0.0,-0.705,5.648,9.486,-0.705,-10.176,6.146,4.8839999999999995,-0.705,-0.705,SSE,4.75,-7.5920000000000005,90.045
121,322,8092,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,5.005,5.005,0.41100000000000003,0.0,2.513,5.026,-0.0,-2.359,6.591,2.21,-2.209,-6.587000000000001,7.16,2.513,-0.243,-1.9180000000000001,8.908,2.6719999999999997,-0.366,-2.209,SSE,6.811,-19.125999999999998,113.11200000000001
122,323,8093,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,3.41,3.41,0.40700000000000003,0.0,0.12300000000000001,0.0,-2.541,-2.8689999999999998,5.081,1.939,-2.385,-1.798,7.982,2.702,-0.618,-2.702,9.012,3.222,-0.12300000000000001,1.5230000000000001,SSE,7.343999999999999,-21.538,117.935
123,324,8094,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,3.612,3.612,0.345,0.0,3.795,2.6289999999999996,-2.9930000000000003,-2.8080000000000003,4.016,2.455,-2.8080000000000003,-2.6289999999999996,4.016,7.845,-5.025,-2.9930000000000003,9.401,7.278,-1.635,-3.1830000000000003,SSE,7.0920000000000005,-20.421,115.70200000000001
124,325,8095,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,4.641,4.641,0.17,0.0,-11.450999999999999,-11.450999999999999,-5.341,-0.294,0.294,-0.589,-5.704,-8.629,10.207,4.301,4.64,4.64,-0.294,-0.294,-0.294,-4.301,SSE,5.452000000000001,-12.002,98.865
125,326,8096,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,4.531000000000001,4.531000000000001,0.5579999999999999,0.0,1.31,0.09,-3.702,-3.2910000000000004,1.209,-1.31,-0.18,-3.2910000000000004,2.9389999999999996,-0.09,-3.109,-1.413,1.31,1.5190000000000001,-1.5190000000000001,-2.9389999999999996,SSE,4.6819999999999995,-7.13,89.12
126,327,8098,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,4.041,4.041,0.677,0.0,2.872,1.431,1.525,-0.996,3.2430000000000003,2.56,0.29600000000000004,-2.56,2.42,1.251,-0.996,-0.996,3.2430000000000003,1.34,-0.914,-0.6759999999999999,SSE,5.372999999999999,-11.537,97.934
127,328,8099,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,3.5069999999999997,3.5069999999999997,0.311,0.0,0.483,0.0,0.483,-2.915,0.645,2.533,-2.722,-0.321,2.533,-0.483,-0.161,-2.915,2.722,0.645,-2.166,-2.722,SSE,9.693999999999999,-30.421,135.702
128,329,8100,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,5.716,5.716,0.149,0.0,13.05,-0.6709999999999999,6.087000000000001,-1.008,8.294,1.008,9.297,-0.335,0.335,-4.152,3.786,2.372,-0.335,-5.682,1.3459999999999999,11.633,SSE,4.727,-7.44,89.741
129,330,8101,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,4.518,4.518,0.289,0.0,5.682,6.742999999999999,-4.2860000000000005,-4.539,6.3629999999999995,5.081,2.3369999999999997,2.3369999999999997,5.082,6.742999999999999,-2.9360000000000004,1.405,2.9360000000000004,4.539,-5.081,-5.372999999999999,SSE,1.6219999999999999,26.794,21.273000000000003
130,331,8102,joint,65535,1111111111111111,S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,2.863,2.863,0.489,0.0,2.385,3.978,1.732,-1.494,1.855,0.307,-1.6119999999999999,-1.379,1.982,1.265,0.307,-0.41,2.1109999999999998,1.855,-1.855,0.0,SSE,7.218999999999999,-20.988000000000003,116.837
