,BIC,LL,LR_down,LR_up,SSE,asymm_LR,best_model,bounded_weights,comb,comb_index,cost_type,feature_names,feature_weight_1,feature_weight_2,feature_weight_3,feature_weight_4,feature_weight_5,fit_to,gaze,gaze_bias,inv_temp,model_descr,sub_ID,sub_ind
137,73.134,-24.09,0.239,0.239,7.954,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,2.846,-0.59,-0.407,0.162,,joint,0,0.0,0.193,All Motives,8109,338
139,66.804,-20.926,0.01,0.01,7.205,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,-19.997,5.92,7.695,-14.268,,joint,0,0.0,0.022,All Motives,8111,340
140,23.631,0.6609999999999999,0.885,0.885,3.67,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,0.327,3.003,0.003,-0.406,,joint,0,0.0,0.395,All Motives,8112,341
141,24.186,0.383,1.5490000000000002,1.5490000000000002,3.702,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,2.017,4.66,-1.524,-0.94,,joint,0,0.0,0.211,All Motives,8113,342
142,52.499,-13.773,0.282,0.282,5.7620000000000005,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,1.134,1.296,-0.28,-0.383,,joint,0,0.0,0.928,All Motives,8114,343
143,-6.232,15.593,0.257,0.257,2.302,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,0.941,3.4360000000000004,-0.916,0.765,,joint,0,0.0,0.328,All Motives,9001,344
144,4.52,10.217,1.026,1.026,2.7230000000000003,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,1.665,1.7990000000000002,-0.273,-0.129,,joint,0,0.0,0.52,All Motives,9002,345
145,27.387,-1.217,1.371,1.371,3.892,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,4.714,-1.015,3.113,8.271,,joint,0,0.0,0.123,All Motives,9003,346
146,-93.003,58.978,0.303,0.303,0.593,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,0.201,1.539,0.08199999999999999,-0.278,,joint,0,0.0,0.25,All Motives,9004,347
147,33.798,-4.422,0.826,0.826,4.302,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,1.93,2.632,-1.369,-0.947,,joint,0,0.0,0.386,All Motives,9005,348
148,13.683,5.635,0.261,0.261,3.142,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,0.975,1.72,-0.093,-0.851,,joint,0,0.0,1.92,All Motives,9006,349
149,33.931,-4.489,0.322,0.322,4.311,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,2.088,2.359,-1.3119999999999998,-0.318,,joint,0,0.0,0.34,All Motives,9007,350
150,5.039,9.957,0.453,0.453,2.745,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,0.438,0.459,0.8220000000000001,2.754,,joint,0,0.0,0.34700000000000003,All Motives,9008,351
151,43.635,-9.341,1.66,1.66,5.017,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,2.844,3.44,0.001,-1.158,,joint,0,0.0,0.363,All Motives,9009,352
152,-20.73,22.841,0.897,0.897,1.835,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,2.305,1.757,0.113,1.77,,joint,0,0.0,0.515,All Motives,9010,353
0,-29.958,25.376,0.452,0.452,1.695,0,True,0,1110,14,SSE,Coop_Greed_Risk,0.652,0.28800000000000003,0.5589999999999999,,,joint,0,0.0,0.848,Best Motives,6001,201
1,77.709,-30.537,0.672,0.672,9.73,0,True,0,1001,9,SSE,Coop_Nash,-0.289,4.479,,,,joint,0,0.0,0.384,Best Motives,6002,202
2,10.469,5.1629999999999985,1.886,1.886,3.189,0,True,0,1101,13,SSE,Coop_Greed_Nash,2.412,2.085,0.328,,,joint,0,0.0,0.37,Best Motives,6003,203
3,41.20399999999999,-12.284,3.808,3.808,5.5,0,True,0,1100,12,SSE,Coop_Greed,7.872999999999998,9.292,,,,joint,0,0.0,0.122,Best Motives,6004,204
4,-19.723,22.338,4.341,4.341,1.864,0,True,0,1111,15,SSE,Coop_Greed_Risk_Nash,-2.023,1.116,3.896,4.073,,joint,0,0.0,0.29100000000000004,Best Motives,6005,205
5,-9.629,15.212,2.591,2.591,2.329,0,True,0,1011,11,SSE,Coop_Risk_Nash,4.494,2.486,3.44,,,joint,0,0.0,0.107,Best Motives,6006,206
6,49.299,-16.332,0.7090000000000001,0.7090000000000001,6.242000000000001,0,True,0,1100,12,SSE,Coop_Greed,-0.205,3.314,,,,joint,0,0.0,0.441,Best Motives,7001,207
7,-50.93,33.783,1.422,1.422,1.3019999999999998,0,True,0,1100,12,SSE,Coop_Greed,6.005,5.968,,,,joint,0,0.0,1.331,Best Motives,7002,208
8,62.132,-22.748,2.344,2.344,7.627999999999999,0,True,0,1100,12,SSE,Coop_Greed,1.507,5.086,,,,joint,0,0.0,0.265,Best Motives,7003,209
9,5.934,5.351,1.248,1.248,3.17,0,True,0,1100,12,SSE,Coop_Greed,0.726,1.605,,,,joint,0,0.0,0.441,Best Motives,7005,210
10,15.61,0.513,1.378,1.378,3.687,0,True,0,1100,12,SSE,Coop_Greed,2.895,-1.308,,,,joint,0,0.0,0.491,Best Motives,7006,211
11,-3.749,12.272,1.89,1.89,2.553,0,True,0,1101,13,SSE,Coop_Greed_Nash,3.533,2.449,-2.254,,,joint,0,0.0,0.314,Best Motives,7007,212
12,-64.71300000000001,42.754,2.166,2.166,0.985,0,True,0,1110,14,SSE,Coop_Greed_Risk,2.8280000000000003,2.37,-0.336,,,joint,0,0.0,0.27,Best Motives,7008,213
13,18.217,-0.7909999999999999,1.988,1.988,3.84,0,True,0,1100,12,SSE,Coop_Greed,3.921,1.4780000000000002,,,,joint,0,0.0,0.127,Best Motives,7009,214
14,-2.017,11.406,1.056,1.056,2.624,0,True,0,1101,13,SSE,Coop_Greed_Nash,-1.052,2.15,4.134,,,joint,0,0.0,0.472,Best Motives,7010,215
15,27.116,-5.24,1.926,1.926,4.414,0,True,0,1100,12,SSE,Coop_Greed,1.46,-0.289,,,,joint,0,0.0,0.542,Best Motives,7011,216
16,-3.113,9.874,0.6709999999999999,0.6709999999999999,2.752,0,True,0,1100,12,SSE,Coop_Greed,1.3119999999999998,1.2819999999999998,,,,joint,0,0.0,0.297,Best Motives,7012,217
17,-17.725,17.18,0.6729999999999999,0.6729999999999999,2.19,0,True,0,1100,12,SSE,Coop_Greed,1.914,3.927,,,,joint,0,0.0,0.557,Best Motives,7013,218
18,36.607,-7.9060000000000015,1.471,1.471,4.797,0,True,0,1101,13,SSE,Coop_Greed_Nash,0.977,1.824,-0.183,,,joint,0,0.0,0.51,Best Motives,7014,219
19,44.93600000000001,-14.15,1.794,1.794,5.83,0,True,0,1100,12,SSE,Coop_Greed,1.338,3.825,,,,joint,0,0.0,0.287,Best Motives,7015,220
20,9.316,5.739,1.239,1.239,3.132,0,True,0,1101,13,SSE,Coop_Greed_Nash,2.739,3.45,0.327,,,joint,0,0.0,0.563,Best Motives,7016,221
21,-29.327,22.981,1.3130000000000002,1.3130000000000002,1.827,0,True,0,1100,12,SSE,Coop_Greed,1.712,1.371,,,,joint,0,0.0,0.424,Best Motives,7017,222
22,-8.766,14.78,2.051,2.051,2.361,0,True,0,1110,14,SSE,Coop_Greed_Risk,0.765,5.573,6.0310000000000015,,,joint,0,0.0,0.326,Best Motives,7018,223
23,9.285,3.675,4.475,4.475,3.341,0,True,0,1100,12,SSE,Coop_Greed,8.055,10.25,,,,joint,0,0.0,0.096,Best Motives,7019,224
24,-20.106,20.45,1.6969999999999998,1.6969999999999998,1.977,0,True,0,1101,13,SSE,Coop_Greed_Nash,1.957,1.464,0.33,,,joint,0,0.0,0.471,Best Motives,7021,225
25,-67.546,42.091,1.192,1.192,1.006,0,True,0,1100,12,SSE,Coop_Greed,1.7719999999999998,0.623,,,,joint,0,0.0,0.5429999999999999,Best Motives,7022,226
26,39.639,-13.581,0.256,0.256,5.728,0,True,0,100,4,SSE,Greed,1.132,,,,,joint,0,0.0,0.177,Best Motives,7023,227
27,-15.062,17.928,1.162,1.162,2.14,0,True,0,1101,13,SSE,Coop_Greed_Nash,1.794,1.652,-0.479,,,joint,0,0.0,0.608,Best Motives,7024,228
28,4.747,5.944,2.027,2.027,3.112,0,True,0,1100,12,SSE,Coop_Greed,5.312,6.323,,,,joint,0,0.0,0.18,Best Motives,7025,229
29,61.661,-24.592,1.621,1.621,8.08,0,True,0,1000,8,SSE,Coop,2.6060000000000003,,,,,joint,0,0.0,0.7390000000000001,Best Motives,7026,230
30,-10.243,15.519,4.887,4.887,2.307,0,True,0,1110,14,SSE,Coop_Greed_Risk,0.569,3.713,7.028,,,joint,0,0.0,0.108,Best Motives,7027,231
31,37.409,-8.308,1.216,1.216,4.8580000000000005,0,True,0,1101,13,SSE,Coop_Greed_Nash,0.682,0.765,0.094,,,joint,0,0.0,1.149,Best Motives,7028,232
32,-10.159,13.397,2.214,2.214,2.465,0,True,0,1100,12,SSE,Coop_Greed,4.16,2.438,,,,joint,0,0.0,0.38,Best Motives,7029,233
33,-23.405,20.02,4.202,4.202,2.004,0,True,0,1100,12,SSE,Coop_Greed,7.768,3.9,,,,joint,0,0.0,0.202,Best Motives,7030,234
34,1.452,9.671,1.638,1.638,2.77,0,True,0,1101,13,SSE,Coop_Greed_Nash,1.585,0.203,-0.024,,,joint,0,0.0,0.753,Best Motives,7031,235
35,59.39100000000001,-23.457,0.318,0.318,7.797999999999999,0,True,0,1,1,SSE,Nash,2.7880000000000003,,,,,joint,0,0.0,0.085,Best Motives,8001,236
36,-23.157,19.896,3.986,3.986,2.011,0,True,0,1100,12,SSE,Coop_Greed,2.842,3.673,,,,joint,0,0.0,0.171,Best Motives,8002,237
37,9.294,5.75,1.6469999999999998,1.6469999999999998,3.131,0,True,0,1110,14,SSE,Coop_Greed_Risk,0.731,0.987,0.355,,,joint,0,0.0,0.483,Best Motives,8003,238
38,1.7819999999999998,9.506,1.505,1.505,2.784,0,True,0,1101,13,SSE,Coop_Greed_Nash,0.777,0.996,-0.34600000000000003,,,joint,0,0.0,0.652,Best Motives,8004,239
39,9.839,3.398,4.868,4.868,3.369,0,True,0,1100,12,SSE,Coop_Greed,3.289,9.211,,,,joint,0,0.0,0.196,Best Motives,8005,240
40,31.125,-5.165,2.0540000000000003,2.0540000000000003,4.4030000000000005,0,True,0,1101,13,SSE,Coop_Greed_Nash,1.459,0.001,0.124,,,joint,0,0.0,0.413,Best Motives,8006,241
41,73.09,-30.306,3.63,3.63,9.66,0,True,0,1000,8,SSE,Coop,2.86,,,,,joint,0,0.0,0.333,Best Motives,8007,242
42,15.361,4.796,5.056,5.056,3.225,0,True,0,1111,15,SSE,Coop_Greed_Risk_Nash,3.833,7.697,10.036,3.981,,joint,0,0.0,0.12,Best Motives,8009,243
43,-22.738000000000003,23.846,0.688,0.688,1.778,0,True,0,1111,15,SSE,Coop_Greed_Risk_Nash,-0.371,1.065,1.4069999999999998,1.378,,joint,0,0.0,0.608,Best Motives,8010,244
44,84.42299999999999,-33.894,0.294,0.294,10.806,0,True,0,1100,12,SSE,Coop_Greed,2.775,2.404,,,,joint,0,0.0,0.262,Best Motives,8011,245
45,7.122999999999998,6.836,1.081,1.081,3.026,0,True,0,1110,14,SSE,Coop_Greed_Risk,1.169,2.85,0.948,,,joint,0,0.0,0.4970000000000001,Best Motives,8012,246
46,20.489,2.232,4.327,4.327,3.495,0,True,0,1111,15,SSE,Coop_Greed_Risk_Nash,11.919,17.878,-3.428,-2.27,,joint,0,0.0,4.944,Best Motives,8013,247
47,10.659,2.988,4.087,4.087,3.4130000000000003,0,True,0,1100,12,SSE,Coop_Greed,4.168,4.698,,,,joint,0,0.0,0.199,Best Motives,8014,248
48,-14.941,15.788,2.0540000000000003,2.0540000000000003,2.2880000000000003,0,True,0,1100,12,SSE,Coop_Greed,6.2,10.137,,,,joint,0,0.0,0.403,Best Motives,8015,249
49,-18.507,19.651,2.7910000000000004,2.7910000000000004,2.027,0,True,0,1011,11,SSE,Coop_Risk_Nash,4.142,6.607,2.037,,,joint,0,0.0,0.118,Best Motives,8016,250
50,34.099000000000004,-10.811,2.32,2.32,5.252999999999999,0,True,0,1000,8,SSE,Coop,0.7020000000000001,,,,,joint,0,0.0,0.49,Best Motives,8017,251
51,-9.493,17.223,3.644,3.644,2.187,0,True,0,1111,15,SSE,Coop_Greed_Risk_Nash,5.694,9.093,8.254,16.137,,joint,0,0.0,0.185,Best Motives,8018,252
52,-24.211,20.423,1.131,1.131,1.979,0,True,0,1100,12,SSE,Coop_Greed,2.889,1.956,,,,joint,0,0.0,0.866,Best Motives,8019,253
53,-32.421,26.608,0.267,0.267,1.631,0,True,0,1110,14,SSE,Coop_Greed_Risk,0.4320000000000001,0.655,0.298,,,joint,0,0.0,1.475,Best Motives,8020,254
54,-34.41,25.523000000000003,1.916,1.916,1.6880000000000002,0,True,0,1100,12,SSE,Coop_Greed,3.906,-0.479,,,,joint,0,0.0,0.386,Best Motives,8021,255
55,-2.964,11.879,1.294,1.294,2.585,0,True,0,1101,13,SSE,Coop_Greed_Nash,-0.586,1.838,1.416,,,joint,0,0.0,0.525,Best Motives,8022,256
56,38.474,-12.998,1.49,1.49,5.624,0,True,0,1000,8,SSE,Coop,-5.311,,,,,joint,0,0.0,0.142,Best Motives,8023,257
57,-45.854,33.324,0.67,0.67,1.3219999999999998,0,True,0,1101,13,SSE,Coop_Greed_Nash,0.332,3.647,-0.8220000000000001,,,joint,0,0.0,0.522,Best Motives,8024,258
58,18.304,1.245,1.355,1.355,3.5980000000000003,0,True,0,1110,14,SSE,Coop_Greed_Risk,-0.8809999999999999,1.491,-0.187,,,joint,0,0.0,0.599,Best Motives,8025,259
59,-25.877,23.336,0.688,0.688,1.807,0,True,0,1101,13,SSE,Coop_Greed_Nash,2.089,1.841,-0.365,,,joint,0,0.0,0.732,Best Motives,8026,260
60,-46.541,31.588,3.607,3.607,1.396,0,True,0,1100,12,SSE,Coop_Greed,5.9670000000000005,11.32,,,,joint,0,0.0,0.157,Best Motives,8027,261
61,50.651,-19.087,1.641,1.641,6.803,0,True,0,1000,8,SSE,Coop,2.021,,,,,joint,0,0.0,0.285,Best Motives,8028,262
62,-8.822000000000003,12.729,1.375,1.375,2.517,0,True,0,1100,12,SSE,Coop_Greed,10.72,11.531,,,,joint,0,0.0,1.435,Best Motives,8029,263
63,-13.503,19.228,1.043,1.043,2.0540000000000003,0,True,0,1111,15,SSE,Coop_Greed_Risk_Nash,1.847,-1.269,2.7880000000000003,4.217,,joint,0,0.0,0.29600000000000004,Best Motives,8030,264
64,0.769,7.933,2.264,2.264,2.919,0,True,0,1100,12,SSE,Coop_Greed,3.087,4.793,,,,joint,0,0.0,0.354,Best Motives,8031,265
65,-12.555,16.675,0.395,0.395,2.225,0,True,0,1101,13,SSE,Coop_Greed_Nash,0.262,0.35600000000000004,-0.222,,,joint,0,0.0,2.273,Best Motives,8032,266
66,-1.245,11.019,0.741,0.741,2.655,0,True,0,1101,13,SSE,Coop_Greed_Nash,-0.8079999999999999,1.074,-1.747,,,joint,0,0.0,0.28600000000000003,Best Motives,8035,267
67,61.97,-20.588,1.588,1.588,7.13,0,True,0,1101,13,SSE,Coop_Greed_Nash,-2.041,3.711,0.979,,,joint,0,0.0,0.337,Best Motives,8036,268
68,18.927,0.934,1.247,1.247,3.639,0,True,0,1110,14,SSE,Coop_Greed_Risk,-0.108,2.552,-0.268,,,joint,0,0.0,0.327,Best Motives,8037,269
69,19.229,-1.297,0.37,0.37,3.902,0,True,0,1100,12,SSE,Coop_Greed,-0.5760000000000001,3.527,,,,joint,0,0.0,0.36,Best Motives,8038,270
70,-39.919,32.436,1.155,1.155,1.36,0,True,0,1111,15,SSE,Coop_Greed_Risk_Nash,1.446,0.395,-1.046,1.175,,joint,0,0.0,0.485,Best Motives,8039,271
71,-13.271,12.874,3.439,3.439,2.506,0,True,0,1000,8,SSE,Coop,2.632,,,,,joint,0,0.0,0.273,Best Motives,8040,272
72,-4.805,12.8,5.3020000000000005,5.3020000000000005,2.512,0,True,0,1110,14,SSE,Coop_Greed_Risk,7.0870000000000015,3.3760000000000003,-5.805,,,joint,0,0.0,0.165,Best Motives,8041,273
73,-3.562,10.099,1.812,1.812,2.733,0,True,0,1100,12,SSE,Coop_Greed,7.7570000000000014,8.016,,,,joint,0,0.0,0.97,Best Motives,8042,274
74,-20.069000000000006,18.352,0.5479999999999999,0.5479999999999999,2.111,0,True,0,1100,12,SSE,Coop_Greed,-0.318,0.345,,,,joint,0,0.0,0.597,Best Motives,8043,275
75,12.409,4.192,4.829,4.829,3.287,0,True,0,1101,13,SSE,Coop_Greed_Nash,5.78,13.611,-8.639,,,joint,0,0.0,0.141,Best Motives,8044,276
76,-21.562,19.099,1.198,1.198,2.063,0,True,0,1100,12,SSE,Coop_Greed,1.12,11.537,,,,joint,0,0.0,0.14,Best Motives,8045,277
77,-34.96,25.798,0.219,0.219,1.673,0,True,0,1100,12,SSE,Coop_Greed,-1.5319999999999998,3.245,,,,joint,0,0.0,0.25,Best Motives,8046,278
78,48.268,-17.896,4.683,4.683,6.555,0,True,0,1000,8,SSE,Coop,7.425,,,,,joint,0,0.0,0.281,Best Motives,8047,279
79,-13.856,17.325,0.514,0.514,2.18,0,True,0,1101,13,SSE,Coop_Greed_Nash,1.172,2.317,-0.5760000000000001,,,joint,0,0.0,0.5870000000000001,Best Motives,8048,280
80,27.21,-3.208,1.344,1.344,4.142,0,True,0,1101,13,SSE,Coop_Greed_Nash,3.3960000000000004,2.533,1.771,,,joint,0,0.0,0.406,Best Motives,8049,281
81,36.8,-10.082,1.118,1.118,5.134,0,True,0,1100,12,SSE,Coop_Greed,0.6970000000000001,1.506,,,,joint,0,0.0,0.41,Best Motives,8050,282
82,-47.733,32.184,1.467,1.467,1.37,0,True,0,1100,12,SSE,Coop_Greed,2.129,2.077,,,,joint,0,0.0,0.364,Best Motives,8051,283
83,38.188,-8.697000000000001,0.6940000000000001,0.6940000000000001,4.917,0,True,0,1110,14,SSE,Coop_Greed_Risk,0.322,-0.021,-1.58,,,joint,0,0.0,0.65,Best Motives,8052,284
84,-4.5680000000000005,12.681,0.905,0.905,2.521,0,True,0,1101,13,SSE,Coop_Greed_Nash,0.807,0.988,-1.374,,,joint,0,0.0,0.973,Best Motives,8053,285
85,33.829,-6.517,1.2819999999999998,1.2819999999999998,4.593,0,True,0,1101,13,SSE,Coop_Greed_Nash,0.118,1.126,1.21,,,joint,0,0.0,0.618,Best Motives,8054,286
86,-63.93,40.283,0.909,0.909,1.064,0,True,0,1100,12,SSE,Coop_Greed,0.564,5.465,,,,joint,0,0.0,0.308,Best Motives,8055,287
87,21.728,-2.546,1.237,1.237,4.058,0,True,0,1001,9,SSE,Coop_Nash,-0.188,0.489,,,,joint,0,0.0,0.508,Best Motives,8056,288
88,2.911,6.862,2.201,2.201,3.024,0,True,0,1100,12,SSE,Coop_Greed,1.745,2.7230000000000003,,,,joint,0,0.0,0.395,Best Motives,8057,289
89,71.988,-27.676,0.63,0.63,8.898,0,True,0,1100,12,SSE,Coop_Greed,-0.784,1.704,,,,joint,0,0.0,0.653,Best Motives,8058,290
90,26.138,-2.672,3.129,3.129,4.073,0,True,0,1110,14,SSE,Coop_Greed_Risk,3.022,4.089,-0.226,,,joint,0,0.0,0.212,Best Motives,8059,291
91,39.139,-13.331,2.318,2.318,5.683,0,True,0,1000,8,SSE,Coop,0.653,,,,,joint,0,0.0,0.265,Best Motives,8060,292
92,-16.2,20.577,1.19,1.19,1.97,0,True,0,1111,15,SSE,Coop_Greed_Risk_Nash,3.784,5.686,3.395,-2.018,,joint,0,0.0,0.312,Best Motives,8061,293
93,-36.675,28.735,0.989,0.989,1.527,0,True,0,1101,13,SSE,Coop_Greed_Nash,2.768,2.736,-0.501,,,joint,0,0.0,0.6970000000000001,Best Motives,8062,294
94,-12.901,18.927,0.867,0.867,2.074,0,True,0,1111,15,SSE,Coop_Greed_Risk_Nash,1.175,0.272,1.588,2.059,,joint,0,0.0,0.484,Best Motives,8063,295
95,-5.93,15.442,9.296,9.296,2.313,0,True,0,1111,15,SSE,Coop_Greed_Risk_Nash,13.237,6.291,11.06,18.355,,joint,0,0.0,4.971,Best Motives,8065,296
96,22.716,-3.04,3.365,3.365,4.121,0,True,0,1100,12,SSE,Coop_Greed,4.504,3.653,,,,joint,0,0.0,0.264,Best Motives,8066,297
97,-65.02199999999999,38.749,0.338,0.338,1.116,0,True,0,100,4,SSE,Greed,0.147,,,,,joint,0,0.0,0.723,Best Motives,8067,298
98,-26.876,23.835,7.074,7.074,1.778,0,True,0,1110,14,SSE,Coop_Greed_Risk,2.532,0.078,6.738,,,joint,0,0.0,0.138,Best Motives,8068,299
99,50.725,-17.045,0.758,0.758,6.3820000000000014,0,True,0,1001,9,SSE,Coop_Nash,3.019,1.098,,,,joint,0,0.0,0.34,Best Motives,8069,300
100,-68.991,42.813,0.921,0.921,0.983,0,True,0,1100,12,SSE,Coop_Greed,2.033,2.396,,,,joint,0,0.0,0.285,Best Motives,8070,301
101,13.813,-0.6679999999999999,1.261,1.261,3.826,0,True,0,1000,8,SSE,Coop,2.313,,,,,joint,0,0.0,0.257,Best Motives,8071,302
102,-4.431,10.533,0.878,0.878,2.696,0,True,0,110,6,SSE,Greed_Risk,7.332000000000002,13.048,,,,joint,0,0.0,0.179,Best Motives,8072,303
103,3.5610000000000004,6.537000000000001,1.041,1.041,3.054,0,True,0,1100,12,SSE,Coop_Greed,-0.09,0.757,,,,joint,0,0.0,0.894,Best Motives,8073,304
104,17.294,1.75,1.521,1.521,3.547,0,True,0,1101,13,SSE,Coop_Greed_Nash,0.853,0.104,0.483,,,joint,0,0.0,0.425,Best Motives,8074,305
105,-33.6,27.197,1.179,1.179,1.602,0,True,0,1101,13,SSE,Coop_Greed_Nash,1.7919999999999998,1.936,-2.033,,,joint,0,0.0,0.384,Best Motives,8075,306
106,15.983,0.326,0.5770000000000001,0.5770000000000001,3.709,0,True,0,1100,12,SSE,Coop_Greed,0.338,1.104,,,,joint,0,0.0,1.36,Best Motives,8076,307
107,-3.873,10.255,2.373,2.373,2.72,0,True,0,1100,12,SSE,Coop_Greed,3.463,3.195,,,,joint,0,0.0,0.307,Best Motives,8077,308
108,32.721,-8.043,4.645,4.645,4.817,0,True,0,1100,12,SSE,Coop_Greed,5.5779999999999985,9.549,,,,joint,0,0.0,0.107,Best Motives,8078,309
109,-43.923,32.359,0.7020000000000001,0.7020000000000001,1.3630000000000002,0,True,0,1101,13,SSE,Coop_Greed_Nash,2.1830000000000003,2.272,1.528,,,joint,0,0.0,0.411,Best Motives,8079,310
110,33.228,-6.2170000000000005,1.383,1.383,4.55,0,True,0,1110,14,SSE,Coop_Greed_Risk,0.11,2.77,-2.031,,,joint,0,0.0,0.528,Best Motives,8080,311
111,-37.53,27.083,0.414,0.414,1.607,0,True,0,1100,12,SSE,Coop_Greed,0.532,0.279,,,,joint,0,0.0,1.585,Best Motives,8081,312
112,5.115,5.76,1.509,1.509,3.13,0,True,0,1100,12,SSE,Coop_Greed,2.314,5.875,,,,joint,0,0.0,0.307,Best Motives,8083,313
113,24.447,-3.906,2.096,2.096,4.232,0,True,0,1100,12,SSE,Coop_Greed,12.398,12.424,,,,joint,0,0.0,0.687,Best Motives,8084,314
114,-40.427,30.611,1.013,1.013,1.44,0,True,0,1101,13,SSE,Coop_Greed_Nash,1.035,2.033,0.016,,,joint,0,0.0,0.59,Best Motives,8085,315
115,-32.376,26.585,1.467,1.467,1.633,0,True,0,1101,13,SSE,Coop_Greed_Nash,1.672,1.158,-0.6409999999999999,,,joint,0,0.0,0.65,Best Motives,8086,316
116,5.619,7.587999999999999,1.384,1.384,2.9560000000000004,0,True,0,1110,14,SSE,Coop_Greed_Risk,2.477,1.261,-0.775,,,joint,0,0.0,0.517,Best Motives,8087,317
117,46.066,-14.715,1.452,1.452,5.935,0,True,0,1100,12,SSE,Coop_Greed,0.964,2.36,,,,joint,0,0.0,0.422,Best Motives,8088,318
118,31.559,-7.4620000000000015,5.694,5.694,4.731,0,True,0,1100,12,SSE,Coop_Greed,11.384,8.674,,,,joint,0,0.0,0.136,Best Motives,8089,319
119,-40.733,28.684,1.826,1.826,1.529,0,True,0,1100,12,SSE,Coop_Greed,1.751,2.263,,,,joint,0,0.0,0.377,Best Motives,8090,320
120,-70.072,43.354,1.369,1.369,0.967,0,True,0,1100,12,SSE,Coop_Greed,8.791,13.184,,,,joint,0,0.0,2.672,Best Motives,8091,321
121,4.76,8.017000000000001,1.5659999999999998,1.5659999999999998,2.917,0,True,0,1101,13,SSE,Coop_Greed_Nash,1.3219999999999998,2.361,1.234,,,joint,0,0.0,0.705,Best Motives,8092,322
122,21.698,-0.452,1.456,1.456,3.8,0,True,0,1101,13,SSE,Coop_Greed_Nash,1.111,0.08199999999999999,1.6869999999999998,,,joint,0,0.0,0.605,Best Motives,8093,323
123,16.473,0.081,2.295,2.295,3.737,0,True,0,1100,12,SSE,Coop_Greed,1.487,8.071,,,,joint,0,0.0,0.258,Best Motives,8094,324
124,53.819,-20.671,0.01,0.01,7.149,0,True,0,10,2,SSE,Risk,19.949,,,,,joint,0,0.0,0.028,Best Motives,8095,325
125,28.513,-5.939,0.6970000000000001,0.6970000000000001,4.511,0,True,0,1100,12,SSE,Coop_Greed,-2.002,2.747,,,,joint,0,0.0,0.361,Best Motives,8096,326
126,16.119,0.258,3.999,3.999,3.717,0,True,0,1100,12,SSE,Coop_Greed,3.705,7.902,,,,joint,0,0.0,0.166,Best Motives,8098,327
127,28.274,-5.819,1.494,1.494,4.494,0,True,0,1100,12,SSE,Coop_Greed,-0.445,-0.5720000000000001,,,,joint,0,0.0,0.599,Best Motives,8099,328
128,44.903,-16.213,0.519,0.519,6.2189999999999985,0,True,0,1000,8,SSE,Coop,1.5119999999999998,,,,,joint,0,0.0,0.261,Best Motives,8100,329
129,-4.981,12.888,0.271,0.271,2.505,0,True,0,1101,13,SSE,Coop_Greed_Nash,1.726,4.3439999999999985,-2.082,,,joint,0,0.0,0.34,Best Motives,8101,330
130,22.58,-2.972,2.888,2.888,4.112,0,True,0,1100,12,SSE,Coop_Greed,2.994,1.277,,,,joint,0,0.0,0.26,Best Motives,8102,331
131,17.846,-0.605,0.914,0.914,3.818,0,True,0,1100,12,SSE,Coop_Greed,6.117000000000001,7.144,,,,joint,0,0.0,0.65,Best Motives,8103,332
132,6.899,4.868,0.637,0.637,3.218,0,True,0,1100,12,SSE,Coop_Greed,3.107,0.5720000000000001,,,,joint,0,0.0,0.33,Best Motives,8104,333
133,33.475,-8.42,2.662,2.662,4.875,0,True,0,1100,12,SSE,Coop_Greed,1.05,-0.6629999999999999,,,,joint,0,0.0,0.41,Best Motives,8105,334
134,1.957,7.338999999999999,1.143,1.143,2.979,0,True,0,1100,12,SSE,Coop_Greed,1.751,2.416,,,,joint,0,0.0,0.5329999999999999,Best Motives,8106,335
135,-25.935,21.286,0.696,0.696,1.926,0,True,0,1100,12,SSE,Coop_Greed,0.56,0.966,,,,joint,0,0.0,0.939,Best Motives,8107,336
136,69.408,-26.386,1.7619999999999998,1.7619999999999998,8.547,0,True,0,1100,12,SSE,Coop_Greed,-1.2919999999999998,0.315,,,,joint,0,0.0,0.255,Best Motives,8108,337
137,24.226,-5.875,1.009,1.009,4.502,0,True,0,1000,8,SSE,Coop,1.568,,,,,joint,0,0.0,0.75,Best Motives,8109,338
139,55.045,-21.284,0.16699999999999998,0.16699999999999998,7.286,0,True,0,1000,8,SSE,Coop,-2.688,,,,,joint,0,0.0,0.177,Best Motives,8111,340
140,13.874,3.46,0.914,0.914,3.363,0,True,0,1110,14,SSE,Coop_Greed_Risk,0.337,2.734,-0.443,,,joint,0,0.0,0.407,Best Motives,8112,341
