,sub_ind,sub_ID,fit_to,comb_index,comb,feature_names,asymm_LR,bounded_weights,gaze,LR_up,LR_down,inv_temp,gaze_bias,feature_weight_1,feature_weight_2,feature_weight_3,feature_weight_4,feature_weight_5,feature_weight_6,feature_weight_7,feature_weight_8,feature_weight_9,feature_weight_10,feature_weight_11,feature_weight_12,feature_weight_13,feature_weight_14,feature_weight_15,feature_weight_16,feature_weight_17,cost_type,SSE,LL,BIC
62,263,8029,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,4.683,4.683,4.762,0.0,11.317,15.152000000000001,12.545,-6.382999999999999,-19.183,8.136000000000001,15.839,-0.9690000000000001,-7.1129999999999995,-9.649,19.535,-6.0760000000000005,-18.472,17.164,16.092,-6.6979999999999995,-16.752,SSE,3.029,6.806,65.407
63,264,8030,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.354,0.354,0.775,0.0,1.34,-2.495,-2.069,-2.378,-1.946,-0.018000000000000002,-2.364,-2.03,-3.645,0.405,1.861,-0.542,-1.618,2.001,2.9160000000000004,2.01,1.506,SSE,2.355,14.857000000000001,49.305
64,265,8031,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,3.005,3.005,0.501,0.0,2.23,5.818,6.707999999999999,0.12300000000000001,-1.093,2.775,1.205,2.103,-2.3,3.595,7.186,-3.865,-4.228,4.21,9.003,1.062,-2.4659999999999997,SSE,2.36,14.796,49.427
65,266,8032,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,5.689,5.689,0.677,0.0,6.468,4.132,0.521,-7.485,-1.088,3.589,0.22899999999999998,-4.288,-2.291,2.78,-0.42,-6.625,-4.9110000000000005,2.29,9.192,-5.3660000000000005,-3.4589999999999996,SSE,0.9470000000000001,44.027,-9.036
66,267,8035,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,2.605,2.605,0.105,0.0,-4.202,4.876,9.57,1.36,-3.3310000000000004,3.54,6.715,0.12300000000000001,-2.052,7.296,2.531,-0.175,-2.7260000000000004,8.972999999999999,-3.673,-8.466000000000001,-4.596,SSE,2.544,12.389000000000001,54.242
67,268,8036,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,5.166,5.166,4.413,0.0,-1.993,-7.737,2.48,1.659,-3.815,4.173,-2.688,-0.14,-12.272,7.167999999999999,6.81,-7.787999999999999,-1.807,11.89,11.933,-8.401,-9.186,SSE,1.296,33.968,11.083
68,269,8037,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,2.362,2.362,0.138,0.0,1.534,-3.415,-1.538,-6.145,-8.774,10.32,3.6239999999999997,-7.141,-8.771,13.115,4.996,-7.531000000000001,-2.449,9.681000000000001,0.773,-1.349,-7.777,SSE,4.655,-6.943,92.904
69,270,8038,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,1.179,1.179,0.23600000000000002,0.0,-0.7490000000000001,10.66,2.7760000000000002,-9.443999999999999,-6.25,1.6740000000000002,7.961,-0.945,-2.928,2.741,9.997,-7.816,-2.9739999999999998,8.737,3.1210000000000004,-8.546,-8.683,SSE,2.9539999999999997,7.615,63.79
70,271,8039,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,2.3080000000000003,2.3080000000000003,0.47200000000000003,0.0,3.898,-1.307,-1.5830000000000002,-3.375,-3.108,8.341000000000001,-0.052000000000000005,-3.8939999999999997,-4.354,3.747,-1.26,-0.4,-3.58,5.746,2.41,-2.197,-2.128,SSE,1.956,20.803,37.413000000000004
71,272,8040,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,2.116,2.116,0.518,0.0,1.55,-0.517,1.0590000000000002,-1.569,0.621,-0.332,1.5419999999999998,-0.025,-2.064,0.644,-1.402,0.917,2.15,-0.231,0.907,-1.204,-0.5429999999999999,SSE,1.561,28.014,22.991
