0.56136,NaN,NaN,0.017082,0.016394,NaN,0.015764,NaN,0.015184,NaN,NaN,0.014648,0.014151,0.013689,NaN,NaN,0.56136,NaN,0.017082,0.00065376,0.00065376,0.39962,0.69315,0.69315,0.39962,0.45545,0.32215,0.69315,0.5976,0.48752,0.33518,0.69315,NaN,0.56136,1.6448e-05,0.69315,0.5976,0.48752,0.69315,0.69315,0.5976,0.69315,0.69315,0.5976,0.48752,0.40932,0.69315,0.5976,NaN,1.7596e-10,0.56136,1.6448e-05,0.39962,0.34626,0.69315,0.5976,0.5976,0.39962,0.39962,0.39962,0.69315,0.5976,0.51603,0.34586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.68491,0.21209,0.20685,0.42741,0.4065,0.17731,0.63331,0.17374,0.17031,0.32888,0.31644,0.15265,0.15005,0.14755,0.14514,0.14282,0.52029,0.49079,0.17726,0.2731,0.39356,0.51982,0.62223,0.31557,0.29296,0.58453,0.54817,0.64076,0.39807,0.68085,0.38431,0.69312,0.68491,0.21209,0.20685,0.50907,0.20597,0.31108,0.67771,0.29934,0.50264,0.29384,0.28341,0.27373,0.49325,0.40062,0.38109,0.46298,0.21209,0.31897,0.44491,0.56522,0.65103,0.55193,0.69063,0.28398,0.68767,0.66235,0.57449,0.57981,0.61825,0.19676,0.58059,0.59562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.32743,0.18611,0.37662,0.60971,0.19752,0.39007,0.41862,0.63443,0.40367,0.65073,0.26594,0.53372,0.40344,0.59094,0.66972,0.38128,0.37491,0.33151,0.60423,0.16765,0.37322,0.32914,0.17067,0.58067,0.56356,0.36983,0.19131,0.32716,0.54015,0.36744,0.32637,0.20541,0.37584,0.18523,0.35353,0.58302,0.47074,0.34485,0.56532,0.32301,0.5428,0.41559,0.40875,0.56726,0.55763,0.54911,0.50337,0.50194,0.15475,0.35671,0.40389,0.59227,0.6181,0.31706,0.54039,0.48695,0.6178,0.56929,0.611,0.6168,0.64151,0.66363,0.67242,0.67371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.16436,0.62174,0.43387,0.28594,0.28115,0.41578,0.15606,0.58442,0.38239,0.15423,0.55817,0.27685,0.53396,0.34103,0.27257,0.15157,0.45434,0.16099,0.32198,0.5995,0.21333,0.54404,0.42515,0.30447,0.50619,0.28353,0.25596,0.51065,0.60438,0.50355,0.35434,0.20258,0.62125,0.45159,0.15812,0.29522,0.66061,0.14312,0.30945,0.48617,0.68397,0.13649,0.5224,0.29881,0.29356,0.69269,0.12954,0.55581,0.45434,0.27473,0.64208,0.16687,0.40498,0.21691,0.38318,0.64492,0.42334,0.51432,0.27928,0.66732,0.68439,0.29659,0.66354,0.37327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8.1839e-07,4.371e-08,4.371e-08,4.371e-08,4.371e-08,4.371e-08,4.371e-08,4.371e-08,4.371e-08,4.371e-08,4.371e-08,4.371e-08,4.371e-08,4.371e-08,4.371e-08,4.371e-08,NaN,0.69315,0.68192,0.68192,0.6497,0.69315,0.69315,0.6497,0.67452,0.64545,0.67413,0.69315,0.69315,0.6497,0.69315,0.69315,NaN,0.69315,0.69315,0.68192,0.65572,0.69315,0.68192,0.69315,0.68192,0.65572,0.62297,0.69315,0.69315,0.68192,0.69315,0.68192,NaN,0.69315,0.69315,0.6497,0.67452,0.64545,0.69315,0.68192,0.68192,0.6497,0.6497,0.6497,0.69315,0.68192,0.67836,0.6111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.68627,0.29054,0.6735,0.18265,0.18002,0.26336,0.65702,0.69157,0.26066,0.61782,0.65848,0.21792,0.57284,0.21271,0.26712,0.60852,0.65793,0.28695,0.69149,0.17954,0.177,0.26202,0.68525,0.60739,0.25708,0.57909,0.63242,0.21079,0.20721,0.59629,0.52484,0.25367,0.15692,0.69309,0.67731,0.32371,0.67954,0.44103,0.59795,0.47139,0.60824,0.62168,0.59841,0.63143,0.64329,0.66904,0.68863,0.64596,0.68627,0.29054,0.19941,0.68139,0.66753,0.37074,0.5302,0.68169,0.65086,0.62606,0.63848,0.62221,0.66891,0.6623,0.64755,0.67462,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.68532,0.24119,0.070403,0.069841,0.6144,0.15807,0.064762,0.64476,0.60723,0.68845,0.053324,0.33611,0.52034,0.049247,0.4884,0.13201,0.069287,0.11585,0.65985,0.42775,0.67307,0.21496,0.11766,0.58569,0.55039,0.37217,0.6894,0.16179,0.53367,0.27882,0.34735,0.60104,0.069287,0.68548,0.65284,0.17114,0.4752,0.48848,0.094961,0.69225,0.2151,0.082618,0.68545,0.25095,0.098183,0.097033,0.56144,0.69036,0.68532,0.074075,0.1234,0.29542,0.29657,0.24781,0.49244,0.39174,0.43707,0.4403,0.39335,0.37172,0.57254,0.35279,0.30046,0.57787,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5165,0.66628,0.17083,0.16444,0.51057,0.18377,0.17631,0.40617,0.33892,0.29219,0.2137,0.20341,0.25774,0.20399,0.23119,0.20313,0.070705,0.5165,0.40986,0.15666,0.69045,0.67859,0.69315,0.69315,0.64437,0.64437,0.64437,0.69315,0.68049,0.6515,0.69315,0.68049,0.5165,0.083418,0.50853,0.47919,0.68997,0.66799,0.69315,0.69315,0.68049,0.6515,0.61599,0.69315,0.69315,0.68049,0.6515,0.69315,0.5165,0.12917,0.67108,0.67108,0.64437,0.69315,0.69315,0.64437,0.67163,0.69315,0.69315,0.64437,0.67163,0.67163,0.64437,0.67163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.67518,0.056391,0.62612,0.036203,0.30584,0.05609,0.16731,0.034078,0.035989,0.059376,0.21043,0.13241,0.034745,0.11828,0.051595,0.15661,0.071688,0.67673,0.069247,0.4728,0.30297,0.20037,0.22189,0.21202,0.23724,0.15918,0.0068762,0.0049302,0.040861,0.18333,0.13011,0.029522,0.68432,0.025758,0.43353,0.3057,0.53434,0.13109,0.062726,0.67764,0.4666,0.089621,0.68082,0.22704,0.075203,0.10198,0.18807,0.070176,0.17333,0.30698,0.37642,0.66752,0.31404,0.37378,0.022086,0.63663,0.18559,0.48459,0.0442,0.12605,0.14628,0.039117,0.38371,0.092741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,8.2906e-07,8.2906e-07,1.1902e-07,0.66318,0.66318,0.63773,0.62444,0.58037,0.62722,0.61087,0.56862,0.5421,0.56862,0.52969,0.50549,NaN,8.2906e-07,2.9482e-07,9.3984e-08,9.3984e-08,2.9482e-07,2.9482e-07,9.3984e-08,2.9482e-07,9.3984e-08,2.9482e-07,9.3984e-08,2.9482e-07,2.9482e-07,9.3984e-08,9.3984e-08,NaN,0.64976,0.68993,0.68993,0.68548,0.69315,0.69315,0.68548,0.69071,0.69315,0.69122,0.69122,0.68548,0.67742,0.69048,0.67572,8.2906e-07,NaN,0.64976,0.64976,0.68548,0.69071,0.69071,0.68548,0.69315,0.69122,0.67743,0.69315,0.69122,0.68595,0.69073,0.67628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
