,choice,cost,player_type,score,trial,work_confidence,block,pay_inspect,batch,subID,mode,psiturk_status,data_status,bonus,choice_num
17,inspect,0,pess,40,2,95.0,1,2,batch3,4003,live,4,complete,0.71,1
18,not inspect,10,pess,40,3,95.0,1,2,batch3,4003,live,4,complete,0.71,0
19,inspect,0,pess,40,4,95.0,1,2,batch3,4003,live,4,complete,0.71,1
20,not inspect,5,pess,40,5,95.0,1,2,batch3,4003,live,4,complete,0.71,0
21,not inspect,3,pess,40,6,95.0,1,2,batch3,4003,live,4,complete,0.71,0
22,not inspect,2,pess,40,7,95.0,1,2,batch3,4003,live,4,complete,0.71,0
23,inspect,1,pess,39,8,95.0,1,2,batch3,4003,live,4,complete,0.71,1
24,inspect,2,pess,38,9,95.0,1,2,batch3,4003,live,4,complete,0.71,1
25,not inspect,3,pess,40,10,,1,2,batch3,4003,live,4,complete,0.71,0
26,inspect,2,pess,38,11,,1,2,batch3,4003,live,4,complete,0.71,1
27,not inspect,3,pess,40,12,,1,2,batch3,4003,live,4,complete,0.71,0
28,inspect,2,pess,38,13,,1,2,batch3,4003,live,4,complete,0.71,1
29,not inspect,3,pess,40,14,,1,2,batch3,4003,live,4,complete,0.71,0
0,inspect,15,opt,15,0,10.0,0,10,batch3,4006,live,4,complete,0.34,1
1,inspect,25,opt,5,1,10.0,0,10,batch3,4006,live,4,complete,0.34,1
2,inspect,30,opt,0,2,10.0,0,10,batch3,4006,live,4,complete,0.34,1
3,inspect,30,opt,0,3,10.0,0,10,batch3,4006,live,4,complete,0.34,1
4,inspect,30,opt,0,4,10.0,0,10,batch3,4006,live,4,complete,0.34,1
5,inspect,30,opt,0,5,10.0,0,10,batch3,4006,live,4,complete,0.34,1
6,inspect,30,opt,0,6,10.0,0,10,batch3,4006,live,4,complete,0.34,1
7,inspect,30,opt,0,7,10.0,0,10,batch3,4006,live,4,complete,0.34,1
8,inspect,30,opt,0,8,10.0,0,10,batch3,4006,live,4,complete,0.34,1
9,inspect,30,opt,0,9,10.0,0,10,batch3,4006,live,4,complete,0.34,1
10,inspect,30,opt,0,10,,0,10,batch3,4006,live,4,complete,0.34,1
11,inspect,30,opt,0,11,,0,10,batch3,4006,live,4,complete,0.34,1
12,inspect,30,opt,0,12,,0,10,batch3,4006,live,4,complete,0.34,1
13,inspect,30,opt,0,13,,0,10,batch3,4006,live,4,complete,0.34,1
14,inspect,30,opt,0,14,,0,10,batch3,4006,live,4,complete,0.34,1
15,inspect,15,pess,25,0,2.0,1,5,batch3,4006,live,4,complete,0.34,1
16,inspect,25,pess,15,1,2.0,1,5,batch3,4006,live,4,complete,0.34,1
17,inspect,30,pess,10,2,2.0,1,5,batch3,4006,live,4,complete,0.34,1
18,inspect,30,pess,10,3,2.0,1,5,batch3,4006,live,4,complete,0.34,1
19,inspect,30,pess,10,4,2.0,1,5,batch3,4006,live,4,complete,0.34,1
20,inspect,30,pess,10,5,2.0,1,5,batch3,4006,live,4,complete,0.34,1
21,inspect,30,pess,10,6,2.0,1,5,batch3,4006,live,4,complete,0.34,1
22,inspect,30,pess,10,7,2.0,1,5,batch3,4006,live,4,complete,0.34,1
23,inspect,30,pess,10,8,2.0,1,5,batch3,4006,live,4,complete,0.34,1
24,inspect,30,pess,10,9,2.0,1,5,batch3,4006,live,4,complete,0.34,1
25,inspect,30,pess,10,10,,1,5,batch3,4006,live,4,complete,0.34,1
26,inspect,30,pess,10,11,,1,5,batch3,4006,live,4,complete,0.34,1
27,inspect,30,pess,10,12,,1,5,batch3,4006,live,4,complete,0.34,1
28,inspect,30,pess,10,13,,1,5,batch3,4006,live,4,complete,0.34,1
29,inspect,30,pess,10,14,,1,5,batch3,4006,live,4,complete,0.34,1
0,inspect,15,pess,25,0,75.0,0,15,batch3,4008,live,6,complete,0.42,1
1,not inspect,25,pess,40,1,75.0,0,15,batch3,4008,live,6,complete,0.42,0
2,inspect,15,pess,25,2,75.0,0,15,batch3,4008,live,6,complete,0.42,1
3,inspect,25,pess,15,3,75.0,0,15,batch3,4008,live,6,complete,0.42,1
4,not inspect,30,pess,40,4,75.0,0,15,batch3,4008,live,6,complete,0.42,0
5,not inspect,28,pess,40,5,75.0,0,15,batch3,4008,live,6,complete,0.42,0
6,not inspect,27,pess,40,6,75.0,0,15,batch3,4008,live,6,complete,0.42,0
7,not inspect,26,pess,40,7,75.0,0,15,batch3,4008,live,6,complete,0.42,0
8,not inspect,25,pess,40,8,75.0,0,15,batch3,4008,live,6,complete,0.42,0
9,not inspect,24,pess,40,9,75.0,0,15,batch3,4008,live,6,complete,0.42,0
10,not inspect,23,pess,40,10,,0,15,batch3,4008,live,6,complete,0.42,0
11,inspect,22,pess,18,11,,0,15,batch3,4008,live,6,complete,0.42,1
12,inspect,23,pess,17,12,,0,15,batch3,4008,live,6,complete,0.42,1
13,inspect,24,pess,16,13,,0,15,batch3,4008,live,6,complete,0.42,1
14,inspect,25,pess,15,14,,0,15,batch3,4008,live,6,complete,0.42,1
15,inspect,15,opt,15,0,75.0,1,15,batch3,4008,live,6,complete,0.42,1
16,not inspect,25,opt,0,1,75.0,1,15,batch3,4008,live,6,complete,0.42,0
17,inspect,15,opt,15,2,75.0,1,15,batch3,4008,live,6,complete,0.42,1
18,not inspect,25,opt,0,3,75.0,1,15,batch3,4008,live,6,complete,0.42,0
19,inspect,20,opt,10,4,75.0,1,15,batch3,4008,live,6,complete,0.42,1
20,not inspect,23,opt,0,5,75.0,1,15,batch3,4008,live,6,complete,0.42,0
21,not inspect,22,opt,0,6,75.0,1,15,batch3,4008,live,6,complete,0.42,0
22,not inspect,21,opt,0,7,75.0,1,15,batch3,4008,live,6,complete,0.42,0
23,inspect,20,opt,10,8,75.0,1,15,batch3,4008,live,6,complete,0.42,1
24,not inspect,21,opt,0,9,75.0,1,15,batch3,4008,live,6,complete,0.42,0
25,inspect,20,opt,10,10,,1,15,batch3,4008,live,6,complete,0.42,1
26,not inspect,21,opt,0,11,,1,15,batch3,4008,live,6,complete,0.42,0
27,inspect,20,opt,10,12,,1,15,batch3,4008,live,6,complete,0.42,1
28,not inspect,21,opt,0,13,,1,15,batch3,4008,live,6,complete,0.42,0
29,inspect,20,opt,10,14,,1,15,batch3,4008,live,6,complete,0.42,1
0,inspect,15,pess,25,0,25.0,0,12,batch3,4011,live,4,complete,0.42,1
1,not inspect,25,pess,40,1,25.0,0,12,batch3,4011,live,4,complete,0.42,0
2,inspect,15,pess,25,2,25.0,0,12,batch3,4011,live,4,complete,0.42,1
3,not inspect,25,pess,40,3,25.0,0,12,batch3,4011,live,4,complete,0.42,0
4,not inspect,20,pess,40,4,25.0,0,12,batch3,4011,live,4,complete,0.42,0
5,inspect,18,pess,22,5,25.0,0,12,batch3,4011,live,4,complete,0.42,1
6,not inspect,19,pess,40,6,25.0,0,12,batch3,4011,live,4,complete,0.42,0
7,not inspect,18,pess,40,7,25.0,0,12,batch3,4011,live,4,complete,0.42,0
8,inspect,17,pess,23,8,25.0,0,12,batch3,4011,live,4,complete,0.42,1
9,inspect,18,pess,22,9,25.0,0,12,batch3,4011,live,4,complete,0.42,1
10,not inspect,19,pess,40,10,,0,12,batch3,4011,live,4,complete,0.42,0
11,inspect,18,pess,22,11,,0,12,batch3,4011,live,4,complete,0.42,1
12,not inspect,19,pess,40,12,,0,12,batch3,4011,live,4,complete,0.42,0
13,inspect,18,pess,22,13,,0,12,batch3,4011,live,4,complete,0.42,1
14,inspect,19,pess,21,14,,0,12,batch3,4011,live,4,complete,0.42,1
15,inspect,15,opt,15,0,10.0,1,5,batch3,4011,live,4,complete,0.42,1
16,not inspect,25,opt,0,1,10.0,1,5,batch3,4011,live,4,complete,0.42,0
17,inspect,15,opt,15,2,10.0,1,5,batch3,4011,live,4,complete,0.42,1
18,inspect,25,opt,5,3,10.0,1,5,batch3,4011,live,4,complete,0.42,1
19,not inspect,30,opt,0,4,10.0,1,5,batch3,4011,live,4,complete,0.42,0
20,not inspect,28,opt,0,5,10.0,1,5,batch3,4011,live,4,complete,0.42,0
21,not inspect,27,opt,0,6,10.0,1,5,batch3,4011,live,4,complete,0.42,0
22,not inspect,26,opt,0,7,10.0,1,5,batch3,4011,live,4,complete,0.42,0
23,inspect,25,opt,5,8,10.0,1,5,batch3,4011,live,4,complete,0.42,1
24,not inspect,26,opt,0,9,10.0,1,5,batch3,4011,live,4,complete,0.42,0
25,not inspect,25,opt,0,10,,1,5,batch3,4011,live,4,complete,0.42,0
26,not inspect,24,opt,0,11,,1,5,batch3,4011,live,4,complete,0.42,0
27,inspect,23,opt,7,12,,1,5,batch3,4011,live,4,complete,0.42,1
28,inspect,24,opt,6,13,,1,5,batch3,4011,live,4,complete,0.42,1
29,inspect,25,opt,5,14,,1,5,batch3,4011,live,4,complete,0.42,1
0,not inspect,15,opt,0,0,33.0,0,0,batch3,4013,live,4,complete,0.35,0
1,inspect,5,opt,25,1,33.0,0,0,batch3,4013,live,4,complete,0.35,1
2,not inspect,15,opt,0,2,33.0,0,0,batch3,4013,live,4,complete,0.35,0
3,inspect,5,opt,25,3,33.0,0,0,batch3,4013,live,4,complete,0.35,1
4,inspect,10,opt,20,4,33.0,0,0,batch3,4013,live,4,complete,0.35,1
5,not inspect,13,opt,0,5,33.0,0,0,batch3,4013,live,4,complete,0.35,0
6,not inspect,12,opt,0,6,33.0,0,0,batch3,4013,live,4,complete,0.35,0
7,not inspect,11,opt,0,7,33.0,0,0,batch3,4013,live,4,complete,0.35,0
8,inspect,10,opt,20,8,33.0,0,0,batch3,4013,live,4,complete,0.35,1
9,not inspect,11,opt,0,9,33.0,0,0,batch3,4013,live,4,complete,0.35,0
10,inspect,10,opt,20,10,,0,0,batch3,4013,live,4,complete,0.35,1
11,inspect,11,opt,19,11,,0,0,batch3,4013,live,4,complete,0.35,1
12,not inspect,12,opt,0,12,,0,0,batch3,4013,live,4,complete,0.35,0
13,inspect,11,opt,19,13,,0,0,batch3,4013,live,4,complete,0.35,1
14,not inspect,12,opt,0,14,,0,0,batch3,4013,live,4,complete,0.35,0
15,inspect,15,pess,25,0,25.0,1,0,batch3,4013,live,4,complete,0.35,1
16,inspect,25,pess,15,1,25.0,1,0,batch3,4013,live,4,complete,0.35,1
17,inspect,30,pess,10,2,25.0,1,0,batch3,4013,live,4,complete,0.35,1
18,inspect,30,pess,10,3,25.0,1,0,batch3,4013,live,4,complete,0.35,1
19,inspect,30,pess,10,4,25.0,1,0,batch3,4013,live,4,complete,0.35,1
20,inspect,30,pess,10,5,25.0,1,0,batch3,4013,live,4,complete,0.35,1
21,inspect,30,pess,10,6,25.0,1,0,batch3,4013,live,4,complete,0.35,1
22,inspect,30,pess,10,7,25.0,1,0,batch3,4013,live,4,complete,0.35,1
23,inspect,30,pess,10,8,25.0,1,0,batch3,4013,live,4,complete,0.35,1
24,inspect,30,pess,10,9,25.0,1,0,batch3,4013,live,4,complete,0.35,1
25,inspect,30,pess,10,10,,1,0,batch3,4013,live,4,complete,0.35,1
26,not inspect,30,pess,40,11,,1,0,batch3,4013,live,4,complete,0.35,0
27,inspect,20,pess,20,12,,1,0,batch3,4013,live,4,complete,0.35,1
28,inspect,30,pess,10,13,,1,0,batch3,4013,live,4,complete,0.35,1
29,inspect,30,pess,10,14,,1,0,batch3,4013,live,4,complete,0.35,1
0,not inspect,15,pess,40,0,60.0,0,10,batch3,4014,live,4,complete,0.21,0
1,inspect,5,pess,35,1,60.0,0,10,batch3,4014,live,4,complete,0.21,1
2,not inspect,15,pess,40,2,60.0,0,10,batch3,4014,live,4,complete,0.21,0
3,inspect,5,pess,35,3,60.0,0,10,batch3,4014,live,4,complete,0.21,1
4,inspect,10,pess,30,4,60.0,0,10,batch3,4014,live,4,complete,0.21,1
5,inspect,13,pess,27,5,60.0,0,10,batch3,4014,live,4,complete,0.21,1
6,not inspect,14,pess,40,6,60.0,0,10,batch3,4014,live,4,complete,0.21,0
7,inspect,13,pess,27,7,60.0,0,10,batch3,4014,live,4,complete,0.21,1
8,not inspect,14,pess,40,8,60.0,0,10,batch3,4014,live,4,complete,0.21,0
9,not inspect,13,pess,40,9,60.0,0,10,batch3,4014,live,4,complete,0.21,0
10,inspect,12,pess,28,10,,0,10,batch3,4014,live,4,complete,0.21,1
11,not inspect,13,pess,40,11,,0,10,batch3,4014,live,4,complete,0.21,0
12,not inspect,12,pess,40,12,,0,10,batch3,4014,live,4,complete,0.21,0
13,not inspect,11,pess,40,13,,0,10,batch3,4014,live,4,complete,0.21,0
14,inspect,10,pess,30,14,,0,10,batch3,4014,live,4,complete,0.21,1
15,not inspect,15,opt,0,0,35.0,1,10,batch3,4014,live,4,complete,0.21,0
16,inspect,5,opt,25,1,35.0,1,10,batch3,4014,live,4,complete,0.21,1
17,not inspect,15,opt,0,2,35.0,1,10,batch3,4014,live,4,complete,0.21,0
18,inspect,5,opt,25,3,35.0,1,10,batch3,4014,live,4,complete,0.21,1
19,inspect,10,opt,20,4,35.0,1,10,batch3,4014,live,4,complete,0.21,1
20,not inspect,13,opt,0,5,35.0,1,10,batch3,4014,live,4,complete,0.21,0
21,not inspect,12,opt,0,6,35.0,1,10,batch3,4014,live,4,complete,0.21,0
22,not inspect,11,opt,0,7,35.0,1,10,batch3,4014,live,4,complete,0.21,0
23,inspect,10,opt,20,8,35.0,1,10,batch3,4014,live,4,complete,0.21,1
24,not inspect,11,opt,0,9,35.0,1,10,batch3,4014,live,4,complete,0.21,0
25,inspect,10,opt,20,10,,1,10,batch3,4014,live,4,complete,0.21,1
26,not inspect,11,opt,0,11,,1,10,batch3,4014,live,4,complete,0.21,0
27,inspect,10,opt,20,12,,1,10,batch3,4014,live,4,complete,0.21,1
28,not inspect,11,opt,0,13,,1,10,batch3,4014,live,4,complete,0.21,0
29,inspect,10,opt,20,14,,1,10,batch3,4014,live,4,complete,0.21,1
0,inspect,15,opt,15,0,25.0,0,10,batch3,4015,live,4,complete,0.24,1
1,inspect,25,opt,5,1,25.0,0,10,batch3,4015,live,4,complete,0.24,1
2,not inspect,30,opt,0,2,25.0,0,10,batch3,4015,live,4,complete,0.24,0
3,inspect,20,opt,10,3,25.0,0,10,batch3,4015,live,4,complete,0.24,1
4,inspect,30,opt,0,4,25.0,0,10,batch3,4015,live,4,complete,0.24,1
5,not inspect,30,opt,0,5,25.0,0,10,batch3,4015,live,4,complete,0.24,0
6,not inspect,28,opt,0,6,25.0,0,10,batch3,4015,live,4,complete,0.24,0
7,not inspect,27,opt,0,7,25.0,0,10,batch3,4015,live,4,complete,0.24,0
8,not inspect,26,opt,0,8,25.0,0,10,batch3,4015,live,4,complete,0.24,0
9,not inspect,25,opt,0,9,25.0,0,10,batch3,4015,live,4,complete,0.24,0
10,inspect,24,opt,6,10,,0,10,batch3,4015,live,4,complete,0.24,1
11,not inspect,25,opt,0,11,,0,10,batch3,4015,live,4,complete,0.24,0
12,not inspect,24,opt,0,12,,0,10,batch3,4015,live,4,complete,0.24,0
13,inspect,23,opt,7,13,,0,10,batch3,4015,live,4,complete,0.24,1
14,inspect,24,opt,6,14,,0,10,batch3,4015,live,4,complete,0.24,1
15,not inspect,15,pess,40,0,50.0,1,10,batch3,4015,live,4,complete,0.24,0
16,not inspect,5,pess,40,1,50.0,1,10,batch3,4015,live,4,complete,0.24,0
17,not inspect,0,pess,40,2,50.0,1,10,batch3,4015,live,4,complete,0.24,0
18,not inspect,0,pess,40,3,50.0,1,10,batch3,4015,live,4,complete,0.24,0
19,not inspect,0,pess,40,4,50.0,1,10,batch3,4015,live,4,complete,0.24,0
20,not inspect,0,pess,40,5,50.0,1,10,batch3,4015,live,4,complete,0.24,0
21,not inspect,0,pess,40,6,50.0,1,10,batch3,4015,live,4,complete,0.24,0
22,not inspect,0,pess,40,7,50.0,1,10,batch3,4015,live,4,complete,0.24,0
23,not inspect,0,pess,40,8,50.0,1,10,batch3,4015,live,4,complete,0.24,0
24,not inspect,0,pess,40,9,50.0,1,10,batch3,4015,live,4,complete,0.24,0
25,not inspect,0,pess,40,10,,1,10,batch3,4015,live,4,complete,0.24,0
26,not inspect,0,pess,40,11,,1,10,batch3,4015,live,4,complete,0.24,0
27,not inspect,0,pess,40,12,,1,10,batch3,4015,live,4,complete,0.24,0
28,not inspect,0,pess,40,13,,1,10,batch3,4015,live,4,complete,0.24,0
29,not inspect,0,pess,40,14,,1,10,batch3,4015,live,4,complete,0.24,0
0,inspect,15,opt,15,0,75.0,0,10,batch4,5000,live,4,complete,0.23,1
1,not inspect,25,opt,0,1,75.0,0,10,batch4,5000,live,4,complete,0.23,0
2,not inspect,15,opt,0,2,75.0,0,10,batch4,5000,live,4,complete,0.23,0
3,inspect,5,opt,25,3,75.0,0,10,batch4,5000,live,4,complete,0.23,1
4,inspect,15,opt,15,4,75.0,0,10,batch4,5000,live,4,complete,0.23,1
5,inspect,20,opt,10,5,75.0,0,10,batch4,5000,live,4,complete,0.23,1
6,inspect,23,opt,7,6,75.0,0,10,batch4,5000,live,4,complete,0.23,1
7,inspect,24,opt,6,7,75.0,0,10,batch4,5000,live,4,complete,0.23,1
8,inspect,25,opt,5,8,75.0,0,10,batch4,5000,live,4,complete,0.23,1
9,inspect,26,opt,4,9,75.0,0,10,batch4,5000,live,4,complete,0.23,1
10,inspect,27,opt,3,10,,0,10,batch4,5000,live,4,complete,0.23,1
11,inspect,28,opt,2,11,,0,10,batch4,5000,live,4,complete,0.23,1
12,inspect,29,opt,1,12,,0,10,batch4,5000,live,4,complete,0.23,1
13,not inspect,30,opt,0,13,,0,10,batch4,5000,live,4,complete,0.23,0
14,inspect,29,opt,1,14,,0,10,batch4,5000,live,4,complete,0.23,1
15,inspect,15,pess,25,0,70.0,1,10,batch4,5000,live,4,complete,0.23,1
16,inspect,25,pess,15,1,70.0,1,10,batch4,5000,live,4,complete,0.23,1
17,not inspect,30,pess,40,2,70.0,1,10,batch4,5000,live,4,complete,0.23,0
18,inspect,20,pess,20,3,70.0,1,10,batch4,5000,live,4,complete,0.23,1
19,not inspect,30,pess,40,4,70.0,1,10,batch4,5000,live,4,complete,0.23,0
20,inspect,25,pess,15,5,70.0,1,10,batch4,5000,live,4,complete,0.23,1
21,not inspect,28,pess,40,6,70.0,1,10,batch4,5000,live,4,complete,0.23,0
22,inspect,27,pess,13,7,70.0,1,10,batch4,5000,live,4,complete,0.23,1
23,not inspect,28,pess,40,8,70.0,1,10,batch4,5000,live,4,complete,0.23,0
24,not inspect,27,pess,40,9,70.0,1,10,batch4,5000,live,4,complete,0.23,0
25,not inspect,26,pess,40,10,,1,10,batch4,5000,live,4,complete,0.23,0
26,inspect,25,pess,15,11,,1,10,batch4,5000,live,4,complete,0.23,1
27,not inspect,26,pess,40,12,,1,10,batch4,5000,live,4,complete,0.23,0
28,inspect,25,pess,15,13,,1,10,batch4,5000,live,4,complete,0.23,1
29,not inspect,26,pess,40,14,,1,10,batch4,5000,live,4,complete,0.23,0
0,inspect,15,pess,25,0,25.0,0,10,batch4,5002,live,4,complete,0.35,1
1,inspect,25,pess,15,1,25.0,0,10,batch4,5002,live,4,complete,0.35,1
2,not inspect,30,pess,40,2,25.0,0,10,batch4,5002,live,4,complete,0.35,0
3,inspect,20,pess,20,3,25.0,0,10,batch4,5002,live,4,complete,0.35,1
4,not inspect,30,pess,40,4,25.0,0,10,batch4,5002,live,4,complete,0.35,0
5,not inspect,25,pess,40,5,25.0,0,10,batch4,5002,live,4,complete,0.35,0
6,inspect,23,pess,17,6,25.0,0,10,batch4,5002,live,4,complete,0.35,1
7,inspect,24,pess,16,7,25.0,0,10,batch4,5002,live,4,complete,0.35,1
8,not inspect,25,pess,40,8,25.0,0,10,batch4,5002,live,4,complete,0.35,0
9,not inspect,24,pess,40,9,25.0,0,10,batch4,5002,live,4,complete,0.35,0
10,inspect,23,pess,17,10,,0,10,batch4,5002,live,4,complete,0.35,1
11,inspect,24,pess,16,11,,0,10,batch4,5002,live,4,complete,0.35,1
12,inspect,25,pess,15,12,,0,10,batch4,5002,live,4,complete,0.35,1
13,not inspect,26,pess,40,13,,0,10,batch4,5002,live,4,complete,0.35,0
14,not inspect,25,pess,40,14,,0,10,batch4,5002,live,4,complete,0.35,0
15,inspect,15,opt,15,0,10.0,1,15,batch4,5002,live,4,complete,0.35,1
16,inspect,25,opt,5,1,10.0,1,15,batch4,5002,live,4,complete,0.35,1
17,not inspect,30,opt,0,2,10.0,1,15,batch4,5002,live,4,complete,0.35,0
18,inspect,20,opt,10,3,10.0,1,15,batch4,5002,live,4,complete,0.35,1
19,not inspect,30,opt,0,4,10.0,1,15,batch4,5002,live,4,complete,0.35,0
20,inspect,25,opt,5,5,10.0,1,15,batch4,5002,live,4,complete,0.35,1
21,inspect,28,opt,2,6,10.0,1,15,batch4,5002,live,4,complete,0.35,1
22,inspect,29,opt,1,7,10.0,1,15,batch4,5002,live,4,complete,0.35,1
23,not inspect,30,opt,0,8,10.0,1,15,batch4,5002,live,4,complete,0.35,0
24,inspect,29,opt,1,9,10.0,1,15,batch4,5002,live,4,complete,0.35,1
25,not inspect,30,opt,0,10,,1,15,batch4,5002,live,4,complete,0.35,0
26,not inspect,29,opt,0,11,,1,15,batch4,5002,live,4,complete,0.35,0
27,inspect,28,opt,2,12,,1,15,batch4,5002,live,4,complete,0.35,1
28,not inspect,29,opt,0,13,,1,15,batch4,5002,live,4,complete,0.35,0
29,inspect,28,opt,2,14,,1,15,batch4,5002,live,4,complete,0.35,1
0,inspect,15,opt,15,0,25.0,0,5,batch4,5003,live,4,complete,0.26,1
1,inspect,25,opt,5,1,25.0,0,5,batch4,5003,live,4,complete,0.26,1
2,inspect,30,opt,0,2,25.0,0,5,batch4,5003,live,4,complete,0.26,1
3,not inspect,30,opt,0,3,25.0,0,5,batch4,5003,live,4,complete,0.26,0
4,inspect,20,opt,10,4,25.0,0,5,batch4,5003,live,4,complete,0.26,1
5,not inspect,30,opt,0,5,25.0,0,5,batch4,5003,live,4,complete,0.26,0
6,not inspect,25,opt,0,6,25.0,0,5,batch4,5003,live,4,complete,0.26,0
7,inspect,23,opt,7,7,25.0,0,5,batch4,5003,live,4,complete,0.26,1
8,inspect,24,opt,6,8,25.0,0,5,batch4,5003,live,4,complete,0.26,1
9,not inspect,25,opt,0,9,25.0,0,5,batch4,5003,live,4,complete,0.26,0
10,inspect,24,opt,6,10,,0,5,batch4,5003,live,4,complete,0.26,1
11,inspect,25,opt,5,11,,0,5,batch4,5003,live,4,complete,0.26,1
12,not inspect,26,opt,0,12,,0,5,batch4,5003,live,4,complete,0.26,0
13,inspect,25,opt,5,13,,0,5,batch4,5003,live,4,complete,0.26,1
14,inspect,26,opt,4,14,,0,5,batch4,5003,live,4,complete,0.26,1
15,not inspect,15,pess,40,0,90.0,1,0,batch4,5003,live,4,complete,0.26,0
16,not inspect,5,pess,40,1,90.0,1,0,batch4,5003,live,4,complete,0.26,0
17,not inspect,0,pess,40,2,90.0,1,0,batch4,5003,live,4,complete,0.26,0
18,not inspect,0,pess,40,3,90.0,1,0,batch4,5003,live,4,complete,0.26,0
19,not inspect,0,pess,40,4,90.0,1,0,batch4,5003,live,4,complete,0.26,0
20,not inspect,0,pess,40,5,90.0,1,0,batch4,5003,live,4,complete,0.26,0
21,not inspect,0,pess,40,6,90.0,1,0,batch4,5003,live,4,complete,0.26,0
22,not inspect,0,pess,40,7,90.0,1,0,batch4,5003,live,4,complete,0.26,0
23,not inspect,0,pess,40,8,90.0,1,0,batch4,5003,live,4,complete,0.26,0
24,not inspect,0,pess,40,9,90.0,1,0,batch4,5003,live,4,complete,0.26,0
25,not inspect,0,pess,40,10,,1,0,batch4,5003,live,4,complete,0.26,0
26,not inspect,0,pess,40,11,,1,0,batch4,5003,live,4,complete,0.26,0
27,not inspect,0,pess,40,12,,1,0,batch4,5003,live,4,complete,0.26,0
28,not inspect,0,pess,40,13,,1,0,batch4,5003,live,4,complete,0.26,0
29,not inspect,0,pess,40,14,,1,0,batch4,5003,live,4,complete,0.26,0
0,inspect,15,opt,15,0,80.0,0,15,batch4,5004,live,4,complete,0.33,1
1,not inspect,25,opt,0,1,80.0,0,15,batch4,5004,live,4,complete,0.33,0
2,inspect,15,opt,15,2,80.0,0,15,batch4,5004,live,4,complete,0.33,1
3,not inspect,25,opt,0,3,80.0,0,15,batch4,5004,live,4,complete,0.33,0
4,not inspect,20,opt,0,4,80.0,0,15,batch4,5004,live,4,complete,0.33,0
5,inspect,18,opt,12,5,80.0,0,15,batch4,5004,live,4,complete,0.33,1
6,inspect,19,opt,11,6,80.0,0,15,batch4,5004,live,4,complete,0.33,1
7,inspect,20,opt,10,7,80.0,0,15,batch4,5004,live,4,complete,0.33,1
8,not inspect,21,opt,0,8,80.0,0,15,batch4,5004,live,4,complete,0.33,0
9,inspect,20,opt,10,9,80.0,0,15,batch4,5004,live,4,complete,0.33,1
10,not inspect,21,opt,0,10,,0,15,batch4,5004,live,4,complete,0.33,0
11,inspect,20,opt,10,11,,0,15,batch4,5004,live,4,complete,0.33,1
12,not inspect,21,opt,0,12,,0,15,batch4,5004,live,4,complete,0.33,0
13,not inspect,20,opt,0,13,,0,15,batch4,5004,live,4,complete,0.33,0
14,not inspect,19,opt,0,14,,0,15,batch4,5004,live,4,complete,0.33,0
15,inspect,15,pess,25,0,50.0,1,15,batch4,5004,live,4,complete,0.33,1
16,inspect,25,pess,15,1,50.0,1,15,batch4,5004,live,4,complete,0.33,1
17,not inspect,30,pess,40,2,50.0,1,15,batch4,5004,live,4,complete,0.33,0
18,inspect,20,pess,20,3,50.0,1,15,batch4,5004,live,4,complete,0.33,1
19,not inspect,30,pess,40,4,50.0,1,15,batch4,5004,live,4,complete,0.33,0
20,inspect,25,pess,15,5,50.0,1,15,batch4,5004,live,4,complete,0.33,1
21,inspect,28,pess,12,6,50.0,1,15,batch4,5004,live,4,complete,0.33,1
22,not inspect,29,pess,40,7,50.0,1,15,batch4,5004,live,4,complete,0.33,0
23,not inspect,28,pess,40,8,50.0,1,15,batch4,5004,live,4,complete,0.33,0
24,not inspect,27,pess,40,9,50.0,1,15,batch4,5004,live,4,complete,0.33,0
25,not inspect,26,pess,40,10,,1,15,batch4,5004,live,4,complete,0.33,0
26,inspect,25,pess,15,11,,1,15,batch4,5004,live,4,complete,0.33,1
27,not inspect,26,pess,40,12,,1,15,batch4,5004,live,4,complete,0.33,0
28,inspect,25,pess,15,13,,1,15,batch4,5004,live,4,complete,0.33,1
29,not inspect,26,pess,40,14,,1,15,batch4,5004,live,4,complete,0.33,0
0,inspect,15,pess,25,0,50.0,0,15,batch4,5005,live,4,complete,0.62,1
1,not inspect,25,pess,40,1,50.0,0,15,batch4,5005,live,4,complete,0.62,0
2,inspect,15,pess,25,2,50.0,0,15,batch4,5005,live,4,complete,0.62,1
3,not inspect,25,pess,40,3,50.0,0,15,batch4,5005,live,4,complete,0.62,0
4,inspect,20,pess,20,4,50.0,0,15,batch4,5005,live,4,complete,0.62,1
5,not inspect,23,pess,40,5,50.0,0,15,batch4,5005,live,4,complete,0.62,0
6,not inspect,22,pess,40,6,50.0,0,15,batch4,5005,live,4,complete,0.62,0
7,not inspect,21,pess,40,7,50.0,0,15,batch4,5005,live,4,complete,0.62,0
8,inspect,20,pess,20,8,50.0,0,15,batch4,5005,live,4,complete,0.62,1
9,not inspect,21,pess,40,9,50.0,0,15,batch4,5005,live,4,complete,0.62,0
10,inspect,20,pess,20,10,,0,15,batch4,5005,live,4,complete,0.62,1
11,not inspect,21,pess,40,11,,0,15,batch4,5005,live,4,complete,0.62,0
12,inspect,20,pess,20,12,,0,15,batch4,5005,live,4,complete,0.62,1
13,not inspect,21,pess,40,13,,0,15,batch4,5005,live,4,complete,0.62,0
14,inspect,20,pess,20,14,,0,15,batch4,5005,live,4,complete,0.62,1
