,choice,cost,player_type,score,trial,work_confidence,block,pay_inspect,batch,subID,mode,psiturk_status,data_status,bonus,choice_num
21,inspect,10,opt,20,6,70.0,1,2,batch7,8048,live,4,complete,0.4,1
22,not inspect,15,opt,0,7,70.0,1,2,batch7,8048,live,4,complete,0.4,0
23,not inspect,13,opt,0,8,70.0,1,2,batch7,8048,live,4,complete,0.4,0
24,not inspect,12,opt,0,9,70.0,1,2,batch7,8048,live,4,complete,0.4,0
25,inspect,11,opt,19,10,,1,2,batch7,8048,live,4,complete,0.4,1
26,inspect,12,opt,18,11,,1,2,batch7,8048,live,4,complete,0.4,1
27,not inspect,13,opt,0,12,,1,2,batch7,8048,live,4,complete,0.4,0
28,not inspect,12,opt,0,13,,1,2,batch7,8048,live,4,complete,0.4,0
29,inspect,11,opt,19,14,,1,2,batch7,8048,live,4,complete,0.4,1
0,inspect,15,opt,15,0,20.0,0,30,batch7,8049,live,4,complete,0.18,1
1,inspect,25,opt,5,1,20.0,0,30,batch7,8049,live,4,complete,0.18,1
2,inspect,30,opt,0,2,20.0,0,30,batch7,8049,live,4,complete,0.18,1
3,inspect,30,opt,0,3,20.0,0,30,batch7,8049,live,4,complete,0.18,1
4,inspect,30,opt,0,4,20.0,0,30,batch7,8049,live,4,complete,0.18,1
5,inspect,30,opt,0,5,20.0,0,30,batch7,8049,live,4,complete,0.18,1
6,inspect,30,opt,0,6,20.0,0,30,batch7,8049,live,4,complete,0.18,1
7,inspect,30,opt,0,7,20.0,0,30,batch7,8049,live,4,complete,0.18,1
8,inspect,30,opt,0,8,20.0,0,30,batch7,8049,live,4,complete,0.18,1
9,inspect,30,opt,0,9,20.0,0,30,batch7,8049,live,4,complete,0.18,1
10,not inspect,30,opt,0,10,,0,30,batch7,8049,live,4,complete,0.18,0
11,inspect,20,opt,10,11,,0,30,batch7,8049,live,4,complete,0.18,1
12,not inspect,30,opt,0,12,,0,30,batch7,8049,live,4,complete,0.18,0
13,inspect,25,opt,5,13,,0,30,batch7,8049,live,4,complete,0.18,1
14,inspect,28,opt,2,14,,0,30,batch7,8049,live,4,complete,0.18,1
15,inspect,15,pess,25,0,50.0,1,30,batch7,8049,live,4,complete,0.18,1
16,inspect,25,pess,15,1,50.0,1,30,batch7,8049,live,4,complete,0.18,1
17,not inspect,30,pess,40,2,50.0,1,30,batch7,8049,live,4,complete,0.18,0
18,inspect,20,pess,20,3,50.0,1,30,batch7,8049,live,4,complete,0.18,1
19,not inspect,30,pess,40,4,50.0,1,30,batch7,8049,live,4,complete,0.18,0
20,inspect,25,pess,15,5,50.0,1,30,batch7,8049,live,4,complete,0.18,1
21,inspect,28,pess,12,6,50.0,1,30,batch7,8049,live,4,complete,0.18,1
22,inspect,29,pess,11,7,50.0,1,30,batch7,8049,live,4,complete,0.18,1
23,not inspect,30,pess,40,8,50.0,1,30,batch7,8049,live,4,complete,0.18,0
24,not inspect,29,pess,40,9,50.0,1,30,batch7,8049,live,4,complete,0.18,0
25,inspect,28,pess,12,10,,1,30,batch7,8049,live,4,complete,0.18,1
26,inspect,29,pess,11,11,,1,30,batch7,8049,live,4,complete,0.18,1
27,not inspect,30,pess,40,12,,1,30,batch7,8049,live,4,complete,0.18,0
28,inspect,29,pess,11,13,,1,30,batch7,8049,live,4,complete,0.18,1
29,inspect,30,pess,10,14,,1,30,batch7,8049,live,4,complete,0.18,1
0,not inspect,15,pess,40,0,60.0,0,6,batch7,8051,live,4,complete,0.7,0
1,inspect,5,pess,35,1,60.0,0,6,batch7,8051,live,4,complete,0.7,1
2,not inspect,15,pess,40,2,60.0,0,6,batch7,8051,live,4,complete,0.7,0
3,inspect,5,pess,35,3,60.0,0,6,batch7,8051,live,4,complete,0.7,1
4,not inspect,10,pess,40,4,60.0,0,6,batch7,8051,live,4,complete,0.7,0
5,inspect,8,pess,32,5,60.0,0,6,batch7,8051,live,4,complete,0.7,1
6,not inspect,9,pess,40,6,60.0,0,6,batch7,8051,live,4,complete,0.7,0
7,inspect,8,pess,32,7,60.0,0,6,batch7,8051,live,4,complete,0.7,1
8,not inspect,9,pess,40,8,60.0,0,6,batch7,8051,live,4,complete,0.7,0
9,not inspect,8,pess,40,9,60.0,0,6,batch7,8051,live,4,complete,0.7,0
10,inspect,7,pess,33,10,,0,6,batch7,8051,live,4,complete,0.7,1
11,not inspect,8,pess,40,11,,0,6,batch7,8051,live,4,complete,0.7,0
12,inspect,7,pess,33,12,,0,6,batch7,8051,live,4,complete,0.7,1
13,not inspect,8,pess,40,13,,0,6,batch7,8051,live,4,complete,0.7,0
14,inspect,7,pess,33,14,,0,6,batch7,8051,live,4,complete,0.7,1
15,inspect,15,opt,15,0,10.0,1,25,batch7,8051,live,4,complete,0.7,1
16,inspect,25,opt,5,1,10.0,1,25,batch7,8051,live,4,complete,0.7,1
17,not inspect,30,opt,0,2,10.0,1,25,batch7,8051,live,4,complete,0.7,0
18,inspect,20,opt,10,3,10.0,1,25,batch7,8051,live,4,complete,0.7,1
19,not inspect,30,opt,0,4,10.0,1,25,batch7,8051,live,4,complete,0.7,0
20,inspect,25,opt,5,5,10.0,1,25,batch7,8051,live,4,complete,0.7,1
21,inspect,28,opt,2,6,10.0,1,25,batch7,8051,live,4,complete,0.7,1
22,inspect,29,opt,1,7,10.0,1,25,batch7,8051,live,4,complete,0.7,1
23,not inspect,30,opt,0,8,10.0,1,25,batch7,8051,live,4,complete,0.7,0
24,inspect,29,opt,1,9,10.0,1,25,batch7,8051,live,4,complete,0.7,1
25,not inspect,30,opt,0,10,,1,25,batch7,8051,live,4,complete,0.7,0
26,inspect,29,opt,1,11,,1,25,batch7,8051,live,4,complete,0.7,1
27,not inspect,30,opt,0,12,,1,25,batch7,8051,live,4,complete,0.7,0
28,inspect,29,opt,1,13,,1,25,batch7,8051,live,4,complete,0.7,1
29,not inspect,30,opt,0,14,,1,25,batch7,8051,live,4,complete,0.7,0
0,not inspect,15,pess,40,0,80.0,0,10,batch7,8052,live,4,complete,0.56,0
1,inspect,5,pess,35,1,80.0,0,10,batch7,8052,live,4,complete,0.56,1
2,inspect,15,pess,25,2,80.0,0,10,batch7,8052,live,4,complete,0.56,1
3,not inspect,25,pess,40,3,80.0,0,10,batch7,8052,live,4,complete,0.56,0
4,not inspect,15,pess,40,4,80.0,0,10,batch7,8052,live,4,complete,0.56,0
5,inspect,10,pess,30,5,80.0,0,10,batch7,8052,live,4,complete,0.56,1
6,not inspect,13,pess,40,6,80.0,0,10,batch7,8052,live,4,complete,0.56,0
7,not inspect,12,pess,40,7,80.0,0,10,batch7,8052,live,4,complete,0.56,0
8,inspect,11,pess,29,8,80.0,0,10,batch7,8052,live,4,complete,0.56,1
9,inspect,12,pess,28,9,80.0,0,10,batch7,8052,live,4,complete,0.56,1
10,not inspect,13,pess,40,10,,0,10,batch7,8052,live,4,complete,0.56,0
11,inspect,12,pess,28,11,,0,10,batch7,8052,live,4,complete,0.56,1
12,not inspect,13,pess,40,12,,0,10,batch7,8052,live,4,complete,0.56,0
13,not inspect,12,pess,40,13,,0,10,batch7,8052,live,4,complete,0.56,0
14,not inspect,11,pess,40,14,,0,10,batch7,8052,live,4,complete,0.56,0
15,inspect,15,opt,15,0,50.0,1,10,batch7,8052,live,4,complete,0.56,1
16,not inspect,25,opt,0,1,50.0,1,10,batch7,8052,live,4,complete,0.56,0
17,not inspect,15,opt,0,2,50.0,1,10,batch7,8052,live,4,complete,0.56,0
18,inspect,5,opt,25,3,50.0,1,10,batch7,8052,live,4,complete,0.56,1
19,inspect,15,opt,15,4,50.0,1,10,batch7,8052,live,4,complete,0.56,1
20,not inspect,20,opt,0,5,50.0,1,10,batch7,8052,live,4,complete,0.56,0
21,not inspect,18,opt,0,6,50.0,1,10,batch7,8052,live,4,complete,0.56,0
22,not inspect,17,opt,0,7,50.0,1,10,batch7,8052,live,4,complete,0.56,0
23,not inspect,16,opt,0,8,50.0,1,10,batch7,8052,live,4,complete,0.56,0
24,not inspect,15,opt,0,9,50.0,1,10,batch7,8052,live,4,complete,0.56,0
25,not inspect,14,opt,0,10,,1,10,batch7,8052,live,4,complete,0.56,0
26,inspect,13,opt,17,11,,1,10,batch7,8052,live,4,complete,0.56,1
27,inspect,14,opt,16,12,,1,10,batch7,8052,live,4,complete,0.56,1
28,not inspect,15,opt,0,13,,1,10,batch7,8052,live,4,complete,0.56,0
29,inspect,14,opt,16,14,,1,10,batch7,8052,live,4,complete,0.56,1
0,inspect,15,opt,15,0,30.0,0,10,batch7,8055,live,4,complete,0.22,1
1,not inspect,25,opt,0,1,30.0,0,10,batch7,8055,live,4,complete,0.22,0
2,inspect,15,opt,15,2,30.0,0,10,batch7,8055,live,4,complete,0.22,1
3,not inspect,25,opt,0,3,30.0,0,10,batch7,8055,live,4,complete,0.22,0
4,not inspect,20,opt,0,4,30.0,0,10,batch7,8055,live,4,complete,0.22,0
5,inspect,18,opt,12,5,30.0,0,10,batch7,8055,live,4,complete,0.22,1
6,inspect,19,opt,11,6,30.0,0,10,batch7,8055,live,4,complete,0.22,1
7,not inspect,20,opt,0,7,30.0,0,10,batch7,8055,live,4,complete,0.22,0
8,inspect,19,opt,11,8,30.0,0,10,batch7,8055,live,4,complete,0.22,1
9,not inspect,20,opt,0,9,30.0,0,10,batch7,8055,live,4,complete,0.22,0
10,inspect,19,opt,11,10,,0,10,batch7,8055,live,4,complete,0.22,1
11,not inspect,20,opt,0,11,,0,10,batch7,8055,live,4,complete,0.22,0
12,inspect,19,opt,11,12,,0,10,batch7,8055,live,4,complete,0.22,1
13,not inspect,20,opt,0,13,,0,10,batch7,8055,live,4,complete,0.22,0
14,inspect,19,opt,11,14,,0,10,batch7,8055,live,4,complete,0.22,1
15,not inspect,15,pess,40,0,50.0,1,8,batch7,8055,live,4,complete,0.22,0
16,not inspect,5,pess,40,1,50.0,1,8,batch7,8055,live,4,complete,0.22,0
17,inspect,0,pess,40,2,50.0,1,8,batch7,8055,live,4,complete,0.22,1
18,inspect,10,pess,30,3,50.0,1,8,batch7,8055,live,4,complete,0.22,1
19,not inspect,20,pess,40,4,50.0,1,8,batch7,8055,live,4,complete,0.22,0
20,not inspect,10,pess,40,5,50.0,1,8,batch7,8055,live,4,complete,0.22,0
21,inspect,5,pess,35,6,50.0,1,8,batch7,8055,live,4,complete,0.22,1
22,inspect,8,pess,32,7,50.0,1,8,batch7,8055,live,4,complete,0.22,1
23,inspect,9,pess,31,8,50.0,1,8,batch7,8055,live,4,complete,0.22,1
24,not inspect,10,pess,40,9,50.0,1,8,batch7,8055,live,4,complete,0.22,0
25,inspect,9,pess,31,10,,1,8,batch7,8055,live,4,complete,0.22,1
26,not inspect,10,pess,40,11,,1,8,batch7,8055,live,4,complete,0.22,0
27,inspect,9,pess,31,12,,1,8,batch7,8055,live,4,complete,0.22,1
28,not inspect,10,pess,40,13,,1,8,batch7,8055,live,4,complete,0.22,0
29,inspect,9,pess,31,14,,1,8,batch7,8055,live,4,complete,0.22,1
0,not inspect,15,opt,0,0,35.0,0,12,batch7,8056,live,4,complete,0.44,0
1,inspect,5,opt,25,1,35.0,0,12,batch7,8056,live,4,complete,0.44,1
2,inspect,15,opt,15,2,35.0,0,12,batch7,8056,live,4,complete,0.44,1
3,not inspect,25,opt,0,3,35.0,0,12,batch7,8056,live,4,complete,0.44,0
4,not inspect,15,opt,0,4,35.0,0,12,batch7,8056,live,4,complete,0.44,0
5,inspect,10,opt,20,5,35.0,0,12,batch7,8056,live,4,complete,0.44,1
6,inspect,13,opt,17,6,35.0,0,12,batch7,8056,live,4,complete,0.44,1
7,inspect,14,opt,16,7,35.0,0,12,batch7,8056,live,4,complete,0.44,1
8,inspect,15,opt,15,8,35.0,0,12,batch7,8056,live,4,complete,0.44,1
9,inspect,16,opt,14,9,35.0,0,12,batch7,8056,live,4,complete,0.44,1
10,inspect,17,opt,13,10,,0,12,batch7,8056,live,4,complete,0.44,1
11,inspect,18,opt,12,11,,0,12,batch7,8056,live,4,complete,0.44,1
12,inspect,19,opt,11,12,,0,12,batch7,8056,live,4,complete,0.44,1
13,inspect,20,opt,10,13,,0,12,batch7,8056,live,4,complete,0.44,1
14,not inspect,21,opt,0,14,,0,12,batch7,8056,live,4,complete,0.44,0
15,inspect,15,pess,25,0,20.0,1,12,batch7,8056,live,4,complete,0.44,1
16,inspect,25,pess,15,1,20.0,1,12,batch7,8056,live,4,complete,0.44,1
17,inspect,30,pess,10,2,20.0,1,12,batch7,8056,live,4,complete,0.44,1
18,inspect,30,pess,10,3,20.0,1,12,batch7,8056,live,4,complete,0.44,1
19,not inspect,30,pess,40,4,20.0,1,12,batch7,8056,live,4,complete,0.44,0
20,not inspect,20,pess,40,5,20.0,1,12,batch7,8056,live,4,complete,0.44,0
21,not inspect,10,pess,40,6,20.0,1,12,batch7,8056,live,4,complete,0.44,0
22,inspect,0,pess,40,7,20.0,1,12,batch7,8056,live,4,complete,0.44,1
23,inspect,10,pess,30,8,20.0,1,12,batch7,8056,live,4,complete,0.44,1
24,inspect,15,pess,25,9,20.0,1,12,batch7,8056,live,4,complete,0.44,1
25,inspect,18,pess,22,10,,1,12,batch7,8056,live,4,complete,0.44,1
26,inspect,19,pess,21,11,,1,12,batch7,8056,live,4,complete,0.44,1
27,not inspect,20,pess,40,12,,1,12,batch7,8056,live,4,complete,0.44,0
28,not inspect,19,pess,40,13,,1,12,batch7,8056,live,4,complete,0.44,0
29,inspect,18,pess,22,14,,1,12,batch7,8056,live,4,complete,0.44,1
0,inspect,15,opt,15,0,45.0,0,15,batch7,8058,live,4,complete,0.27,1
1,not inspect,25,opt,0,1,45.0,0,15,batch7,8058,live,4,complete,0.27,0
2,inspect,15,opt,15,2,45.0,0,15,batch7,8058,live,4,complete,0.27,1
3,inspect,25,opt,5,3,45.0,0,15,batch7,8058,live,4,complete,0.27,1
4,not inspect,30,opt,0,4,45.0,0,15,batch7,8058,live,4,complete,0.27,0
5,inspect,28,opt,2,5,45.0,0,15,batch7,8058,live,4,complete,0.27,1
6,not inspect,29,opt,0,6,45.0,0,15,batch7,8058,live,4,complete,0.27,0
7,not inspect,28,opt,0,7,45.0,0,15,batch7,8058,live,4,complete,0.27,0
8,inspect,27,opt,3,8,45.0,0,15,batch7,8058,live,4,complete,0.27,1
9,inspect,28,opt,2,9,45.0,0,15,batch7,8058,live,4,complete,0.27,1
10,inspect,29,opt,1,10,,0,15,batch7,8058,live,4,complete,0.27,1
11,not inspect,30,opt,0,11,,0,15,batch7,8058,live,4,complete,0.27,0
12,not inspect,29,opt,0,12,,0,15,batch7,8058,live,4,complete,0.27,0
13,not inspect,28,opt,0,13,,0,15,batch7,8058,live,4,complete,0.27,0
14,inspect,27,opt,3,14,,0,15,batch7,8058,live,4,complete,0.27,1
15,not inspect,15,pess,40,0,50.0,1,15,batch7,8058,live,4,complete,0.27,0
16,inspect,5,pess,35,1,50.0,1,15,batch7,8058,live,4,complete,0.27,1
17,inspect,15,pess,25,2,50.0,1,15,batch7,8058,live,4,complete,0.27,1
18,not inspect,25,pess,40,3,50.0,1,15,batch7,8058,live,4,complete,0.27,0
19,inspect,15,pess,25,4,50.0,1,15,batch7,8058,live,4,complete,0.27,1
20,inspect,20,pess,20,5,50.0,1,15,batch7,8058,live,4,complete,0.27,1
21,not inspect,23,pess,40,6,50.0,1,15,batch7,8058,live,4,complete,0.27,0
22,not inspect,22,pess,40,7,50.0,1,15,batch7,8058,live,4,complete,0.27,0
23,not inspect,21,pess,40,8,50.0,1,15,batch7,8058,live,4,complete,0.27,0
24,not inspect,20,pess,40,9,50.0,1,15,batch7,8058,live,4,complete,0.27,0
25,not inspect,19,pess,40,10,,1,15,batch7,8058,live,4,complete,0.27,0
26,inspect,18,pess,22,11,,1,15,batch7,8058,live,4,complete,0.27,1
27,inspect,19,pess,21,12,,1,15,batch7,8058,live,4,complete,0.27,1
28,inspect,20,pess,20,13,,1,15,batch7,8058,live,4,complete,0.27,1
29,not inspect,21,pess,40,14,,1,15,batch7,8058,live,4,complete,0.27,0
0,not inspect,15,pess,40,0,60.0,0,10,batch7,8059,live,4,complete,0.54,0
1,inspect,5,pess,35,1,60.0,0,10,batch7,8059,live,4,complete,0.54,1
2,inspect,15,pess,25,2,60.0,0,10,batch7,8059,live,4,complete,0.54,1
3,not inspect,25,pess,40,3,60.0,0,10,batch7,8059,live,4,complete,0.54,0
4,not inspect,15,pess,40,4,60.0,0,10,batch7,8059,live,4,complete,0.54,0
5,inspect,10,pess,30,5,60.0,0,10,batch7,8059,live,4,complete,0.54,1
6,inspect,13,pess,27,6,60.0,0,10,batch7,8059,live,4,complete,0.54,1
7,not inspect,14,pess,40,7,60.0,0,10,batch7,8059,live,4,complete,0.54,0
8,inspect,13,pess,27,8,60.0,0,10,batch7,8059,live,4,complete,0.54,1
9,inspect,14,pess,26,9,60.0,0,10,batch7,8059,live,4,complete,0.54,1
10,inspect,15,pess,25,10,,0,10,batch7,8059,live,4,complete,0.54,1
11,not inspect,16,pess,40,11,,0,10,batch7,8059,live,4,complete,0.54,0
12,not inspect,15,pess,40,12,,0,10,batch7,8059,live,4,complete,0.54,0
13,not inspect,14,pess,40,13,,0,10,batch7,8059,live,4,complete,0.54,0
14,inspect,13,pess,27,14,,0,10,batch7,8059,live,4,complete,0.54,1
15,inspect,15,opt,15,0,40.0,1,10,batch7,8059,live,4,complete,0.54,1
16,not inspect,25,opt,0,1,40.0,1,10,batch7,8059,live,4,complete,0.54,0
17,inspect,15,opt,15,2,40.0,1,10,batch7,8059,live,4,complete,0.54,1
18,not inspect,25,opt,0,3,40.0,1,10,batch7,8059,live,4,complete,0.54,0
19,not inspect,20,opt,0,4,40.0,1,10,batch7,8059,live,4,complete,0.54,0
20,not inspect,18,opt,0,5,40.0,1,10,batch7,8059,live,4,complete,0.54,0
21,not inspect,17,opt,0,6,40.0,1,10,batch7,8059,live,4,complete,0.54,0
22,inspect,16,opt,14,7,40.0,1,10,batch7,8059,live,4,complete,0.54,1
23,inspect,17,opt,13,8,40.0,1,10,batch7,8059,live,4,complete,0.54,1
24,not inspect,18,opt,0,9,40.0,1,10,batch7,8059,live,4,complete,0.54,0
25,not inspect,17,opt,0,10,,1,10,batch7,8059,live,4,complete,0.54,0
26,inspect,16,opt,14,11,,1,10,batch7,8059,live,4,complete,0.54,1
27,inspect,17,opt,13,12,,1,10,batch7,8059,live,4,complete,0.54,1
28,not inspect,18,opt,0,13,,1,10,batch7,8059,live,4,complete,0.54,0
29,not inspect,17,opt,0,14,,1,10,batch7,8059,live,4,complete,0.54,0
0,inspect,15,pess,25,0,60.0,0,5,batch7,8061,live,4,complete,0.63,1
1,not inspect,25,pess,40,1,60.0,0,5,batch7,8061,live,4,complete,0.63,0
2,not inspect,15,pess,40,2,60.0,0,5,batch7,8061,live,4,complete,0.63,0
3,inspect,5,pess,35,3,60.0,0,5,batch7,8061,live,4,complete,0.63,1
4,not inspect,15,pess,40,4,60.0,0,5,batch7,8061,live,4,complete,0.63,0
5,inspect,10,pess,30,5,60.0,0,5,batch7,8061,live,4,complete,0.63,1
6,inspect,13,pess,27,6,60.0,0,5,batch7,8061,live,4,complete,0.63,1
7,not inspect,14,pess,40,7,60.0,0,5,batch7,8061,live,4,complete,0.63,0
8,not inspect,13,pess,40,8,60.0,0,5,batch7,8061,live,4,complete,0.63,0
9,inspect,12,pess,28,9,60.0,0,5,batch7,8061,live,4,complete,0.63,1
10,inspect,13,pess,27,10,,0,5,batch7,8061,live,4,complete,0.63,1
11,inspect,14,pess,26,11,,0,5,batch7,8061,live,4,complete,0.63,1
12,not inspect,15,pess,40,12,,0,5,batch7,8061,live,4,complete,0.63,0
13,not inspect,14,pess,40,13,,0,5,batch7,8061,live,4,complete,0.63,0
14,inspect,13,pess,27,14,,0,5,batch7,8061,live,4,complete,0.63,1
15,inspect,15,opt,15,0,0.0,1,5,batch7,8061,live,4,complete,0.63,1
16,inspect,25,opt,5,1,0.0,1,5,batch7,8061,live,4,complete,0.63,1
17,inspect,30,opt,0,2,0.0,1,5,batch7,8061,live,4,complete,0.63,1
18,inspect,30,opt,0,3,0.0,1,5,batch7,8061,live,4,complete,0.63,1
19,inspect,30,opt,0,4,0.0,1,5,batch7,8061,live,4,complete,0.63,1
20,inspect,30,opt,0,5,0.0,1,5,batch7,8061,live,4,complete,0.63,1
21,inspect,30,opt,0,6,0.0,1,5,batch7,8061,live,4,complete,0.63,1
22,inspect,30,opt,0,7,0.0,1,5,batch7,8061,live,4,complete,0.63,1
23,inspect,30,opt,0,8,0.0,1,5,batch7,8061,live,4,complete,0.63,1
24,inspect,30,opt,0,9,0.0,1,5,batch7,8061,live,4,complete,0.63,1
25,inspect,30,opt,0,10,,1,5,batch7,8061,live,4,complete,0.63,1
26,inspect,30,opt,0,11,,1,5,batch7,8061,live,4,complete,0.63,1
27,inspect,30,opt,0,12,,1,5,batch7,8061,live,4,complete,0.63,1
28,inspect,30,opt,0,13,,1,5,batch7,8061,live,4,complete,0.63,1
29,inspect,30,opt,0,14,,1,5,batch7,8061,live,4,complete,0.63,1
0,inspect,15,opt,15,0,75.0,0,10,batch7,8062,live,4,complete,0.23,1
1,not inspect,25,opt,0,1,75.0,0,10,batch7,8062,live,4,complete,0.23,0
2,inspect,15,opt,15,2,75.0,0,10,batch7,8062,live,4,complete,0.23,1
3,not inspect,25,opt,0,3,75.0,0,10,batch7,8062,live,4,complete,0.23,0
4,inspect,20,opt,10,4,75.0,0,10,batch7,8062,live,4,complete,0.23,1
5,not inspect,23,opt,0,5,75.0,0,10,batch7,8062,live,4,complete,0.23,0
6,not inspect,22,opt,0,6,75.0,0,10,batch7,8062,live,4,complete,0.23,0
7,not inspect,21,opt,0,7,75.0,0,10,batch7,8062,live,4,complete,0.23,0
8,inspect,20,opt,10,8,75.0,0,10,batch7,8062,live,4,complete,0.23,1
9,inspect,21,opt,9,9,75.0,0,10,batch7,8062,live,4,complete,0.23,1
10,not inspect,22,opt,0,10,,0,10,batch7,8062,live,4,complete,0.23,0
11,not inspect,21,opt,0,11,,0,10,batch7,8062,live,4,complete,0.23,0
12,not inspect,20,opt,0,12,,0,10,batch7,8062,live,4,complete,0.23,0
13,not inspect,19,opt,0,13,,0,10,batch7,8062,live,4,complete,0.23,0
14,inspect,18,opt,12,14,,0,10,batch7,8062,live,4,complete,0.23,1
15,inspect,15,pess,25,0,40.0,1,10,batch7,8062,live,4,complete,0.23,1
16,not inspect,25,pess,40,1,40.0,1,10,batch7,8062,live,4,complete,0.23,0
17,inspect,15,pess,25,2,40.0,1,10,batch7,8062,live,4,complete,0.23,1
18,not inspect,25,pess,40,3,40.0,1,10,batch7,8062,live,4,complete,0.23,0
19,not inspect,20,pess,40,4,40.0,1,10,batch7,8062,live,4,complete,0.23,0
20,inspect,18,pess,22,5,40.0,1,10,batch7,8062,live,4,complete,0.23,1
21,inspect,19,pess,21,6,40.0,1,10,batch7,8062,live,4,complete,0.23,1
22,not inspect,20,pess,40,7,40.0,1,10,batch7,8062,live,4,complete,0.23,0
23,inspect,19,pess,21,8,40.0,1,10,batch7,8062,live,4,complete,0.23,1
24,not inspect,20,pess,40,9,40.0,1,10,batch7,8062,live,4,complete,0.23,0
25,inspect,19,pess,21,10,,1,10,batch7,8062,live,4,complete,0.23,1
26,not inspect,20,pess,40,11,,1,10,batch7,8062,live,4,complete,0.23,0
27,inspect,19,pess,21,12,,1,10,batch7,8062,live,4,complete,0.23,1
28,not inspect,20,pess,40,13,,1,10,batch7,8062,live,4,complete,0.23,0
29,inspect,19,pess,21,14,,1,10,batch7,8062,live,4,complete,0.23,1
0,inspect,15,pess,25,0,50.0,0,1,batch7,8063,live,4,complete,0.32,1
1,inspect,25,pess,15,1,50.0,0,1,batch7,8063,live,4,complete,0.32,1
2,inspect,30,pess,10,2,50.0,0,1,batch7,8063,live,4,complete,0.32,1
3,inspect,30,pess,10,3,50.0,0,1,batch7,8063,live,4,complete,0.32,1
4,inspect,30,pess,10,4,50.0,0,1,batch7,8063,live,4,complete,0.32,1
5,inspect,30,pess,10,5,50.0,0,1,batch7,8063,live,4,complete,0.32,1
6,not inspect,30,pess,40,6,50.0,0,1,batch7,8063,live,4,complete,0.32,0
7,inspect,20,pess,20,7,50.0,0,1,batch7,8063,live,4,complete,0.32,1
8,not inspect,30,pess,40,8,50.0,0,1,batch7,8063,live,4,complete,0.32,0
9,inspect,25,pess,15,9,50.0,0,1,batch7,8063,live,4,complete,0.32,1
10,inspect,28,pess,12,10,,0,1,batch7,8063,live,4,complete,0.32,1
11,inspect,29,pess,11,11,,0,1,batch7,8063,live,4,complete,0.32,1
12,inspect,30,pess,10,12,,0,1,batch7,8063,live,4,complete,0.32,1
13,inspect,30,pess,10,13,,0,1,batch7,8063,live,4,complete,0.32,1
14,not inspect,30,pess,40,14,,0,1,batch7,8063,live,4,complete,0.32,0
15,inspect,15,opt,15,0,0.0,1,1,batch7,8063,live,4,complete,0.32,1
16,inspect,25,opt,5,1,0.0,1,1,batch7,8063,live,4,complete,0.32,1
17,inspect,30,opt,0,2,0.0,1,1,batch7,8063,live,4,complete,0.32,1
18,inspect,30,opt,0,3,0.0,1,1,batch7,8063,live,4,complete,0.32,1
19,inspect,30,opt,0,4,0.0,1,1,batch7,8063,live,4,complete,0.32,1
20,inspect,30,opt,0,5,0.0,1,1,batch7,8063,live,4,complete,0.32,1
21,inspect,30,opt,0,6,0.0,1,1,batch7,8063,live,4,complete,0.32,1
22,inspect,30,opt,0,7,0.0,1,1,batch7,8063,live,4,complete,0.32,1
23,inspect,30,opt,0,8,0.0,1,1,batch7,8063,live,4,complete,0.32,1
24,inspect,30,opt,0,9,0.0,1,1,batch7,8063,live,4,complete,0.32,1
25,inspect,30,opt,0,10,,1,1,batch7,8063,live,4,complete,0.32,1
26,inspect,30,opt,0,11,,1,1,batch7,8063,live,4,complete,0.32,1
27,inspect,30,opt,0,12,,1,1,batch7,8063,live,4,complete,0.32,1
28,inspect,30,opt,0,13,,1,1,batch7,8063,live,4,complete,0.32,1
29,inspect,30,opt,0,14,,1,1,batch7,8063,live,4,complete,0.32,1
0,inspect,15,opt,15,0,50.0,0,5,batch7,8064,live,4,complete,0.62,1
1,inspect,25,opt,5,1,50.0,0,5,batch7,8064,live,4,complete,0.62,1
2,not inspect,30,opt,0,2,50.0,0,5,batch7,8064,live,4,complete,0.62,0
3,inspect,20,opt,10,3,50.0,0,5,batch7,8064,live,4,complete,0.62,1
4,not inspect,30,opt,0,4,50.0,0,5,batch7,8064,live,4,complete,0.62,0
5,inspect,25,opt,5,5,50.0,0,5,batch7,8064,live,4,complete,0.62,1
6,inspect,28,opt,2,6,50.0,0,5,batch7,8064,live,4,complete,0.62,1
7,inspect,29,opt,1,7,50.0,0,5,batch7,8064,live,4,complete,0.62,1
8,not inspect,30,opt,0,8,50.0,0,5,batch7,8064,live,4,complete,0.62,0
9,not inspect,29,opt,0,9,50.0,0,5,batch7,8064,live,4,complete,0.62,0
10,not inspect,28,opt,0,10,,0,5,batch7,8064,live,4,complete,0.62,0
11,inspect,27,opt,3,11,,0,5,batch7,8064,live,4,complete,0.62,1
12,inspect,28,opt,2,12,,0,5,batch7,8064,live,4,complete,0.62,1
13,inspect,29,opt,1,13,,0,5,batch7,8064,live,4,complete,0.62,1
14,inspect,30,opt,0,14,,0,5,batch7,8064,live,4,complete,0.62,1
15,inspect,15,pess,25,0,60.0,1,5,batch7,8064,live,4,complete,0.62,1
16,not inspect,25,pess,40,1,60.0,1,5,batch7,8064,live,4,complete,0.62,0
17,inspect,15,pess,25,2,60.0,1,5,batch7,8064,live,4,complete,0.62,1
18,not inspect,25,pess,40,3,60.0,1,5,batch7,8064,live,4,complete,0.62,0
