,trial,S,T,gt,player_type,choice,conf,score,score_cumul,radio_RT,submit_RT,block,self-report,batch,subID,mode,psiturk_status,data_status,bonus
28,12,0,15,PD,opt,def,70%,1,21,1724,3112,1,Play E.B. was simply trying to maximize his/her earnings.,batch8,9032,live,4,complete,0.54
29,13,7,15,SG,opt,def,70%,1,22,1691,2905,1,Play E.B. was simply trying to maximize his/her earnings.,batch8,9032,live,4,complete,0.54
30,14,7,5,HG,opt,coop,90%,1,23,1815,3121,1,Play E.B. was simply trying to maximize his/her earnings.,batch8,9032,live,4,complete,0.54
31,15,3,5,SH,opt,coop,90%,1,24,1735,3261,1,Play E.B. was simply trying to maximize his/her earnings.,batch8,9032,live,4,complete,0.54
0,0,7,5,HG,pess,coop,90%,1,1,4065,5878,0,Try to be as fair as possible,batch8,9033,live,4,complete,0.46
1,1,3,5,SH,pess,coop,100%,0,1,2507,4437,0,Try to be as fair as possible,batch8,9033,live,4,complete,0.46
2,2,7,12,SG,pess,def,40%,0,1,5386,6810,0,Try to be as fair as possible,batch8,9033,live,4,complete,0.46
3,3,3,15,PD,pess,coop,20%,0,1,2933,4551,0,Try to be as fair as possible,batch8,9033,live,4,complete,0.46
4,4,0,5,SH,pess,coop,100%,0,1,2308,4330,0,Try to be as fair as possible,batch8,9033,live,4,complete,0.46
5,5,0,15,PD,pess,def,30%,1,2,2017,4155,0,Try to be as fair as possible,batch8,9033,live,4,complete,0.46
6,6,7,15,SG,pess,def,40%,0,2,2704,3744,0,Try to be as fair as possible,batch8,9033,live,4,complete,0.46
7,7,10,8,HG,pess,coop,70%,1,3,6155,7667,0,Try to be as fair as possible,batch8,9033,live,4,complete,0.46
8,8,10,12,SG,pess,def,30%,0,3,5936,7872,0,Try to be as fair as possible,batch8,9033,live,4,complete,0.46
9,9,3,8,SH,pess,coop,80%,0,3,1687,2847,0,Try to be as fair as possible,batch8,9033,live,4,complete,0.46
10,10,10,5,HG,pess,coop,20%,1,4,3533,4875,0,Try to be as fair as possible,batch8,9033,live,4,complete,0.46
11,11,3,12,PD,pess,def,20%,1,5,1875,2893,0,Try to be as fair as possible,batch8,9033,live,4,complete,0.46
12,12,10,15,SG,pess,def,30%,0,5,1740,3278,0,Try to be as fair as possible,batch8,9033,live,4,complete,0.46
13,13,0,12,PD,pess,def,20%,1,6,2263,3160,0,Try to be as fair as possible,batch8,9033,live,4,complete,0.46
14,14,0,8,SH,pess,coop,30%,0,6,1550,2772,0,Try to be as fair as possible,batch8,9033,live,4,complete,0.46
15,15,7,8,HG,pess,def,20%,0,6,1521,2425,0,Try to be as fair as possible,batch8,9033,live,4,complete,0.46
16,0,10,5,HG,opt,coop,50%,1,7,4926,5989,1,Give himself the chance to earn the most money possible,batch8,9033,live,4,complete,0.46
17,1,0,15,PD,opt,def,30%,1,8,6456,8895,1,Give himself the chance to earn the most money possible,batch8,9033,live,4,complete,0.46
18,2,7,12,SG,opt,def,40%,1,9,8260,9138,1,Give himself the chance to earn the most money possible,batch8,9033,live,4,complete,0.46
19,3,0,8,SH,opt,def,60%,0,9,4026,5650,1,Give himself the chance to earn the most money possible,batch8,9033,live,4,complete,0.46
20,4,0,5,SH,opt,coop,30%,1,10,3630,4730,1,Give himself the chance to earn the most money possible,batch8,9033,live,4,complete,0.46
21,5,10,15,SG,opt,def,70%,1,11,1852,4002,1,Give himself the chance to earn the most money possible,batch8,9033,live,4,complete,0.46
22,6,7,5,HG,opt,coop,80%,1,12,3217,5199,1,Give himself the chance to earn the most money possible,batch8,9033,live,4,complete,0.46
23,7,0,12,PD,opt,def,80%,1,13,3370,4832,1,Give himself the chance to earn the most money possible,batch8,9033,live,4,complete,0.46
24,8,10,8,HG,opt,coop,90%,1,14,4008,5092,1,Give himself the chance to earn the most money possible,batch8,9033,live,4,complete,0.46
25,9,3,15,PD,opt,def,80%,1,15,6625,8163,1,Give himself the chance to earn the most money possible,batch8,9033,live,4,complete,0.46
26,10,3,8,SH,opt,def,80%,0,15,3418,4498,1,Give himself the chance to earn the most money possible,batch8,9033,live,4,complete,0.46
27,11,10,12,SG,opt,def,60%,1,16,1986,4544,1,Give himself the chance to earn the most money possible,batch8,9033,live,4,complete,0.46
28,12,3,12,PD,opt,def,70%,1,17,1733,2777,1,Give himself the chance to earn the most money possible,batch8,9033,live,4,complete,0.46
29,13,7,15,SG,opt,def,80%,1,18,1576,3644,1,Give himself the chance to earn the most money possible,batch8,9033,live,4,complete,0.46
30,14,7,8,HG,opt,coop,90%,1,19,1820,3312,1,Give himself the chance to earn the most money possible,batch8,9033,live,4,complete,0.46
31,15,3,5,SH,opt,coop,90%,1,20,2212,3342,1,Give himself the chance to earn the most money possible,batch8,9033,live,4,complete,0.46
0,0,3,5,SH,opt,coop,40%,1,1,11596,13610,0,pick what gives him the most,batch8,9036,live,4,complete,0.22
1,1,0,15,PD,opt,def,70%,1,2,2800,4466,0,pick what gives him the most,batch8,9036,live,4,complete,0.22
2,2,7,8,HG,opt,coop,70%,1,3,4130,5541,0,pick what gives him the most,batch8,9036,live,4,complete,0.22
3,3,10,12,SG,opt,coop,100%,0,3,4567,7324,0,pick what gives him the most,batch8,9036,live,4,complete,0.22
4,4,7,12,SG,opt,def,80%,1,4,4791,7608,0,pick what gives him the most,batch8,9036,live,4,complete,0.22
5,5,10,8,HG,opt,coop,100%,1,5,3530,6078,0,pick what gives him the most,batch8,9036,live,4,complete,0.22
6,6,0,5,SH,opt,coop,70%,1,6,5369,9149,0,pick what gives him the most,batch8,9036,live,4,complete,0.22
7,7,0,12,PD,opt,def,70%,1,7,5762,7317,0,pick what gives him the most,batch8,9036,live,4,complete,0.22
8,8,7,5,HG,opt,coop,100%,1,8,4317,7041,0,pick what gives him the most,batch8,9036,live,4,complete,0.22
9,9,3,8,SH,opt,def,100%,0,8,6156,7988,0,pick what gives him the most,batch8,9036,live,4,complete,0.22
10,10,3,12,PD,opt,def,80%,1,9,8338,9490,0,pick what gives him the most,batch8,9036,live,4,complete,0.22
11,11,7,15,SG,opt,def,70%,1,10,2511,4182,0,pick what gives him the most,batch8,9036,live,4,complete,0.22
12,12,3,15,PD,opt,def,70%,1,11,1875,4484,0,pick what gives him the most,batch8,9036,live,4,complete,0.22
13,13,10,5,HG,opt,coop,100%,1,12,2965,5380,0,pick what gives him the most,batch8,9036,live,4,complete,0.22
14,14,10,15,SG,opt,def,80%,1,13,2091,4192,0,pick what gives him the most,batch8,9036,live,4,complete,0.22
15,15,0,8,SH,opt,coop,60%,1,14,4520,8372,0,pick what gives him the most,batch8,9036,live,4,complete,0.22
16,0,10,5,HG,pess,coop,60%,1,15,5739,7727,1,I have no freaking clue. Didn't make sense to me.,batch8,9036,live,4,complete,0.22
17,1,0,15,PD,pess,def,60%,1,16,3563,5190,1,I have no freaking clue. Didn't make sense to me.,batch8,9036,live,4,complete,0.22
18,2,7,12,SG,pess,def,50%,0,16,1943,3836,1,I have no freaking clue. Didn't make sense to me.,batch8,9036,live,4,complete,0.22
19,3,0,8,SH,pess,coop,70%,0,16,2969,4575,1,I have no freaking clue. Didn't make sense to me.,batch8,9036,live,4,complete,0.22
20,4,0,5,SH,pess,coop,70%,0,16,1866,4066,1,I have no freaking clue. Didn't make sense to me.,batch8,9036,live,4,complete,0.22
21,5,10,15,SG,pess,def,100%,0,16,2731,4312,1,I have no freaking clue. Didn't make sense to me.,batch8,9036,live,4,complete,0.22
22,6,7,5,HG,pess,coop,70%,1,17,3317,5224,1,I have no freaking clue. Didn't make sense to me.,batch8,9036,live,4,complete,0.22
23,7,0,12,PD,pess,def,60%,1,18,4356,6511,1,I have no freaking clue. Didn't make sense to me.,batch8,9036,live,4,complete,0.22
24,8,10,8,HG,pess,coop,80%,1,19,2499,4034,1,I have no freaking clue. Didn't make sense to me.,batch8,9036,live,4,complete,0.22
25,9,3,15,PD,pess,coop,70%,0,19,2106,3725,1,I have no freaking clue. Didn't make sense to me.,batch8,9036,live,4,complete,0.22
26,10,3,8,SH,pess,def,70%,1,20,1796,3581,1,I have no freaking clue. Didn't make sense to me.,batch8,9036,live,4,complete,0.22
27,11,10,12,SG,pess,def,80%,0,20,2134,3603,1,I have no freaking clue. Didn't make sense to me.,batch8,9036,live,4,complete,0.22
28,12,3,12,PD,pess,def,60%,1,21,1714,3106,1,I have no freaking clue. Didn't make sense to me.,batch8,9036,live,4,complete,0.22
29,13,7,15,SG,pess,def,60%,0,21,2727,5407,1,I have no freaking clue. Didn't make sense to me.,batch8,9036,live,4,complete,0.22
30,14,7,8,HG,pess,coop,60%,1,22,4131,5998,1,I have no freaking clue. Didn't make sense to me.,batch8,9036,live,4,complete,0.22
31,15,3,5,SH,pess,coop,70%,0,22,2017,3827,1,I have no freaking clue. Didn't make sense to me.,batch8,9036,live,4,complete,0.22
0,0,10,5,HG,opt,coop,90%,1,1,15846,17262,0,I think G.P. tried to choose the color that would get him the highest number of points if the opponent didn't cooperate.,batch8,9037,live,4,complete,0.62
1,1,3,5,SH,opt,def,60%,0,1,7230,8357,0,I think G.P. tried to choose the color that would get him the highest number of points if the opponent didn't cooperate.,batch8,9037,live,4,complete,0.62
2,2,0,15,PD,opt,def,50%,1,2,18067,19319,0,I think G.P. tried to choose the color that would get him the highest number of points if the opponent didn't cooperate.,batch8,9037,live,4,complete,0.62
3,3,7,12,SG,opt,coop,70%,0,2,9007,9947,0,I think G.P. tried to choose the color that would get him the highest number of points if the opponent didn't cooperate.,batch8,9037,live,4,complete,0.62
4,4,10,15,SG,opt,def,70%,1,3,6489,7500,0,I think G.P. tried to choose the color that would get him the highest number of points if the opponent didn't cooperate.,batch8,9037,live,4,complete,0.62
5,5,10,8,HG,opt,coop,60%,1,4,3457,4523,0,I think G.P. tried to choose the color that would get him the highest number of points if the opponent didn't cooperate.,batch8,9037,live,4,complete,0.62
6,6,0,12,PD,opt,def,80%,1,5,4860,5713,0,I think G.P. tried to choose the color that would get him the highest number of points if the opponent didn't cooperate.,batch8,9037,live,4,complete,0.62
7,7,0,5,SH,opt,def,80%,0,5,7011,8090,0,I think G.P. tried to choose the color that would get him the highest number of points if the opponent didn't cooperate.,batch8,9037,live,4,complete,0.62
8,8,7,15,SG,opt,coop,60%,0,5,11559,12701,0,I think G.P. tried to choose the color that would get him the highest number of points if the opponent didn't cooperate.,batch8,9037,live,4,complete,0.62
9,9,0,8,SH,opt,coop,80%,1,6,10865,11797,0,I think G.P. tried to choose the color that would get him the highest number of points if the opponent didn't cooperate.,batch8,9037,live,4,complete,0.62
10,10,3,15,PD,opt,def,50%,1,7,6346,7162,0,I think G.P. tried to choose the color that would get him the highest number of points if the opponent didn't cooperate.,batch8,9037,live,4,complete,0.62
11,11,7,5,HG,opt,coop,80%,1,8,6985,7909,0,I think G.P. tried to choose the color that would get him the highest number of points if the opponent didn't cooperate.,batch8,9037,live,4,complete,0.62
12,12,3,12,PD,opt,def,60%,1,9,7077,7831,0,I think G.P. tried to choose the color that would get him the highest number of points if the opponent didn't cooperate.,batch8,9037,live,4,complete,0.62
13,13,10,12,SG,opt,coop,70%,0,9,8730,9748,0,I think G.P. tried to choose the color that would get him the highest number of points if the opponent didn't cooperate.,batch8,9037,live,4,complete,0.62
14,14,3,8,SH,opt,def,50%,0,9,5802,6782,0,I think G.P. tried to choose the color that would get him the highest number of points if the opponent didn't cooperate.,batch8,9037,live,4,complete,0.62
15,15,7,8,HG,opt,coop,70%,1,10,3609,4628,0,I think G.P. tried to choose the color that would get him the highest number of points if the opponent didn't cooperate.,batch8,9037,live,4,complete,0.62
16,0,7,12,SG,pess,def,50%,0,10,8366,9448,1,I think player D.T. tried to be fair and make sure that both he and his opponent received a good outcome.,batch8,9037,live,4,complete,0.62
17,1,7,8,HG,pess,coop,70%,1,11,3058,6302,1,I think player D.T. tried to be fair and make sure that both he and his opponent received a good outcome.,batch8,9037,live,4,complete,0.62
18,2,0,5,SH,pess,def,70%,1,12,4822,6324,1,I think player D.T. tried to be fair and make sure that both he and his opponent received a good outcome.,batch8,9037,live,4,complete,0.62
19,3,3,15,PD,pess,def,50%,1,13,6190,7107,1,I think player D.T. tried to be fair and make sure that both he and his opponent received a good outcome.,batch8,9037,live,4,complete,0.62
20,4,0,12,PD,pess,coop,80%,0,13,4715,5735,1,I think player D.T. tried to be fair and make sure that both he and his opponent received a good outcome.,batch8,9037,live,4,complete,0.62
21,5,0,8,SH,pess,def,30%,1,14,5224,6274,1,I think player D.T. tried to be fair and make sure that both he and his opponent received a good outcome.,batch8,9037,live,4,complete,0.62
22,6,10,12,SG,pess,def,70%,0,14,3172,4137,1,I think player D.T. tried to be fair and make sure that both he and his opponent received a good outcome.,batch8,9037,live,4,complete,0.62
23,7,10,5,HG,pess,coop,90%,1,15,3676,4640,1,I think player D.T. tried to be fair and make sure that both he and his opponent received a good outcome.,batch8,9037,live,4,complete,0.62
24,8,10,8,HG,pess,coop,90%,1,16,2989,4076,1,I think player D.T. tried to be fair and make sure that both he and his opponent received a good outcome.,batch8,9037,live,4,complete,0.62
25,9,10,15,SG,pess,coop,70%,1,17,2355,4253,1,I think player D.T. tried to be fair and make sure that both he and his opponent received a good outcome.,batch8,9037,live,4,complete,0.62
26,10,3,8,SH,pess,def,50%,1,18,4489,5385,1,I think player D.T. tried to be fair and make sure that both he and his opponent received a good outcome.,batch8,9037,live,4,complete,0.62
27,11,3,12,PD,pess,def,60%,1,19,3974,4968,1,I think player D.T. tried to be fair and make sure that both he and his opponent received a good outcome.,batch8,9037,live,4,complete,0.62
28,12,7,15,SG,pess,coop,60%,1,20,3215,4120,1,I think player D.T. tried to be fair and make sure that both he and his opponent received a good outcome.,batch8,9037,live,4,complete,0.62
29,13,7,5,HG,pess,coop,70%,1,21,1823,2741,1,I think player D.T. tried to be fair and make sure that both he and his opponent received a good outcome.,batch8,9037,live,4,complete,0.62
30,14,3,5,SH,pess,def,50%,1,22,3406,4682,1,I think player D.T. tried to be fair and make sure that both he and his opponent received a good outcome.,batch8,9037,live,4,complete,0.62
31,15,0,15,PD,pess,coop,30%,0,22,9045,11380,1,I think player D.T. tried to be fair and make sure that both he and his opponent received a good outcome.,batch8,9037,live,4,complete,0.62
0,0,7,12,SG,pess,coop,50%,1,1,7005,13361,0,"I'm not really sure, there were cases when choosing green would be fair and the most amount of money possible but they choose red.",batch8,9038,live,4,complete,0.59
1,1,7,8,HG,pess,coop,90%,1,2,2382,3765,0,"I'm not really sure, there were cases when choosing green would be fair and the most amount of money possible but they choose red.",batch8,9038,live,4,complete,0.59
2,2,0,5,SH,pess,coop,100%,0,2,2367,3480,0,"I'm not really sure, there were cases when choosing green would be fair and the most amount of money possible but they choose red.",batch8,9038,live,4,complete,0.59
3,3,3,15,PD,pess,def,50%,1,3,3330,5018,0,"I'm not really sure, there were cases when choosing green would be fair and the most amount of money possible but they choose red.",batch8,9038,live,4,complete,0.59
4,4,0,12,PD,pess,coop,40%,0,3,4929,7045,0,"I'm not really sure, there were cases when choosing green would be fair and the most amount of money possible but they choose red.",batch8,9038,live,4,complete,0.59
5,5,0,8,SH,pess,coop,100%,0,3,2090,3530,0,"I'm not really sure, there were cases when choosing green would be fair and the most amount of money possible but they choose red.",batch8,9038,live,4,complete,0.59
6,6,10,12,SG,pess,def,40%,0,3,2857,3904,0,"I'm not really sure, there were cases when choosing green would be fair and the most amount of money possible but they choose red.",batch8,9038,live,4,complete,0.59
7,7,10,5,HG,pess,coop,30%,1,4,9405,13276,0,"I'm not really sure, there were cases when choosing green would be fair and the most amount of money possible but they choose red.",batch8,9038,live,4,complete,0.59
8,8,10,8,HG,pess,coop,70%,1,5,2059,3195,0,"I'm not really sure, there were cases when choosing green would be fair and the most amount of money possible but they choose red.",batch8,9038,live,4,complete,0.59
9,9,10,15,SG,pess,def,40%,0,5,1922,3295,0,"I'm not really sure, there were cases when choosing green would be fair and the most amount of money possible but they choose red.",batch8,9038,live,4,complete,0.59
10,10,3,8,SH,pess,coop,50%,0,5,2957,8918,0,"I'm not really sure, there were cases when choosing green would be fair and the most amount of money possible but they choose red.",batch8,9038,live,4,complete,0.59
11,11,3,12,PD,pess,def,40%,1,6,7562,8518,0,"I'm not really sure, there were cases when choosing green would be fair and the most amount of money possible but they choose red.",batch8,9038,live,4,complete,0.59
12,12,7,15,SG,pess,def,40%,0,6,2901,3924,0,"I'm not really sure, there were cases when choosing green would be fair and the most amount of money possible but they choose red.",batch8,9038,live,4,complete,0.59
13,13,7,5,HG,pess,coop,60%,1,7,1517,3587,0,"I'm not really sure, there were cases when choosing green would be fair and the most amount of money possible but they choose red.",batch8,9038,live,4,complete,0.59
