sub_ind,sub_ID,fit_to,comb_index,comb,feature_names,asymm_LR,bounded_weights,gaze,LR_up,LR_down,inv_temp,gaze_bias,feature_weight_1,feature_weight_2,feature_weight_3,feature_weight_4,feature_weight_5,feature_weight_6,feature_weight_7,feature_weight_8,feature_weight_9,feature_weight_10,feature_weight_11,feature_weight_12,feature_weight_13,feature_weight_14,feature_weight_15,feature_weight_16,feature_weight_17,cost_type,SSE,LL,BIC,model_type,features
52,2070,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.013000000000000001,0.013000000000000001,0.307,0.0,1.3030000000000002,8.247,7.401,-3.8710000000000004,-3.858,7.712000000000001,18.754,-10.086,-1.287,15.213,19.42,-0.475,-4.875,7.407,3.487,-10.129,-17.937,SSE,4.578,-6.412999999999999,91.845,FeatureRL,CoST
53,2071,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.11199999999999999,0.0,2.8939999999999997,-2.432,-2.889,-11.562999999999999,-4.239,12.63,4.172,-18.408,-9.432,5.78,0.271,11.787,-1.5430000000000001,6.371,14.517000000000001,4.687,4.176,SSE,4.28,-4.262,87.542,FeatureRL,CoST
54,2072,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.085,0.0,4.49,3.472,8.459,-5.667000000000001,-4.477,6.223,8.465,6.939,-3.298,13.75,17.226,12.752,-13.773,11.887,19.862000000000002,-13.764000000000001,-13.092,SSE,2.9160000000000004,8.023,62.973,FeatureRL,CoST
55,2073,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,9.216000000000001,9.216000000000001,2.858,0.0,3.565,-16.699,6.645,-9.439,-11.947000000000001,7.837000000000001,4.331,-2.9219999999999997,-3.168,4.708,6.727,-4.474,-4.449,9.484,2.105,-1.785,1.5759999999999998,SSE,1.84,22.76,33.499,FeatureRL,CoST
56,2074,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.012,0.012,0.237,0.0,2.475,-1.626,1.883,-4.622,-5.318,1.3519999999999999,6.768,-0.312,-8.315,1.0979999999999999,2.151,-8.312999999999999,-6.825,6.221,4.434,-3.745,-5.787000000000001,SSE,4.986000000000001,-9.142999999999999,97.305,FeatureRL,CoST
57,2075,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.271,0.0,-1.3090000000000002,5.355,1.307,1.304,-2.7539999999999996,-2.7439999999999998,1.3030000000000002,-2.7460000000000004,-2.748,5.372000000000001,5.365,-2.7560000000000002,-19.692,19.909000000000002,5.347,1.304,1.3090000000000002,SSE,11.752,-36.582,152.18200000000002,FeatureRL,CoST
58,2079,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,2.378,2.378,0.6,0.0,0.42700000000000005,14.407,0.135,-2.657,-3.4010000000000002,6.9079999999999995,-1.6380000000000001,-1.534,-17.613,1.265,1.4040000000000001,-3.59,-2.719,6.874,1.239,-1.8519999999999999,-1.379,SSE,5.401,-11.700999999999999,102.42200000000001,FeatureRL,CoST
59,2080,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.256,0.256,0.14,0.0,1.651,0.6509999999999999,-1.983,-12.107999999999999,-5.93,1.65,0.4,-6.359,-5.571000000000001,10.741,9.641,2.124,-7.6370000000000005,4.087,4.981,-0.07400000000000001,1.675,SSE,3.843,-0.813,80.64399999999999,FeatureRL,CoST
60,2081,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.153,0.0,3.8510000000000004,19.462,4.713,0.9209999999999999,-8.996,7.485,2.076,1.305,-9.374,3.332,7.468,-8.986,-3.841,10.494000000000002,-1.8719999999999999,-17.334,-10.177,SSE,4.6930000000000005,-7.207000000000001,93.434,FeatureRL,CoST
61,2082,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.389,0.389,0.209,0.0,-3.2110000000000003,3.24,2.9010000000000002,3.18,3.069,3.28,-0.19,3.2119999999999997,2.9939999999999998,2.699,0.552,2.745,3.161,2.844,0.259,3.247,2.6639999999999997,SSE,5.6339999999999995,-13.052999999999999,105.125,FeatureRL,CoST
62,2083,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.011000000000000001,0.011000000000000001,0.14,0.0,2.352,3.73,2.8939999999999997,-1.9969999999999999,-9.281,4.579,-6.775,-6.777,1.7080000000000002,-1.273,-6.394,2.484,-3.056,9.385,2.887,-14.755999999999998,2.075,SSE,5.489,-12.22,103.459,FeatureRL,CoST
63,2088,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.085,0.0,-0.545,-8.017000000000001,-8.021,-19.762,-3.609,9.785,-18.664,-4.202,-11.567,5.909,13.425999999999998,8.46,8.459,12.647,16.804000000000002,11.179,6.527,SSE,6.655,-18.384,115.787,FeatureRL,CoST
64,2089,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.113,0.0,1.3530000000000002,5.617999999999999,1.328,-15.829,-9.389,10.905,4.65,-4.474,-4.479,10.235,0.873,-4.0280000000000005,1.7890000000000001,14.901,8.365,2.685,-4.031000000000001,SSE,4.944,-8.87,96.759,FeatureRL,CoST
65,2093,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.132,0.0,-1.179,13.59,8.515,-4.791,-6.1579999999999995,1.55,9.487,-11.944,-3.9189999999999996,17.809,14.300999999999998,-6.644,-10.552999999999999,5.456,8.044,-11.959000000000001,-19.308,SSE,4.223,-3.8310000000000004,86.681,FeatureRL,CoST
66,2094,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,4.046,4.046,0.141,0.0,2.8789999999999996,-2.494,1.9040000000000001,-0.5579999999999999,10.794,1.875,0.685,-0.48700000000000004,-0.44299999999999995,9.093,-0.7190000000000001,-7.385,0.818,3.656,3.673,-2.16,-7.351,SSE,3.5660000000000003,1.588,75.842,FeatureRL,CoST
67,2095,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.11800000000000001,0.0,3.036,-19.465999999999998,-8.732000000000001,-10.703,-3.0410000000000004,-2.6189999999999998,-8.27,-19.462,-3.0410000000000004,4.632,2.6639999999999997,-3.463,-3.035,19.746,6.827000000000001,4.125,-9.701,SSE,6.483,-17.548,114.11399999999999,FeatureRL,CoST
68,2096,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.078,0.0,5.535,-18.842,-9.453,-6.834,-8.12,-11.469000000000001,-12.796,-8.121,-15.696,-7.462000000000001,-10.079,-0.976,-12.132,4.625,19.448,-2.951,-10.083,SSE,8.974,-27.95,134.91899999999998,FeatureRL,CoST
69,2097,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.09,0.0,2.824,-4.481,-6.162999999999999,-9.672,-18.164,-0.603,-7.888,-7.307,-17.305999999999997,5.261,-1.165,-0.04,0.521,19.967,13.4,14.334000000000001,-3.373,SSE,5.296,-11.075,101.16799999999999,FeatureRL,CoST
70,2098,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.16699999999999998,0.0,0.142,5.672999999999999,0.46399999999999997,-10.529000000000002,-9.962,11.507,9.686,-5.212000000000001,-13.277999999999999,11.525,-3.8510000000000004,9.69,-10.526,13.052,12.222000000000001,3.573,-4.513999999999999,SSE,2.436,13.775,51.468999999999994,FeatureRL,CoST
71,2099,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,2.502,2.502,0.09699999999999999,0.0,4.8069999999999995,3.207,9.652000000000001,-4.808,-4.6080000000000005,9.895,10.27,-8.107000000000001,-3.1630000000000003,8.86,12.435,-4.196000000000001,-3.799,-3.822,2.656,-9.12,-3.9819999999999998,SSE,3.122,5.834,67.351,FeatureRL,CoST
72,2100,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,2.648,2.648,0.19899999999999998,0.0,0.9179999999999999,6.077999999999999,3.0460000000000003,2.654,-3.937,8.416,3.428,-1.105,0.348,8.157,2.905,-3.448,-6.542000000000001,-0.311,0.428,-4.263,-7.966,SSE,3.43,2.833,73.352,FeatureRL,CoST
73,2101,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.011000000000000001,0.011000000000000001,0.098,0.0,2.667,12.265,5.966,-4.192,-8.967,11.459000000000001,10.686,-4.191,-3.174,3.091,10.687999999999999,1.466,-6.261,-3.1719999999999997,-0.613,-13.182,-13.847000000000001,SSE,3.2689999999999997,4.364,70.292,FeatureRL,CoST
74,2102,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.011000000000000001,0.011000000000000001,0.201,0.0,1.7380000000000002,-1.73,3.415,-1.98,-6.871,-6.256,3.1010000000000004,-1.979,-1.982,-1.7309999999999999,14.45,-16.384,-1.479,12.944,16.483,-1.733,3.096,SSE,9.017999999999999,-28.107,135.232,FeatureRL,CoST
75,2103,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.11599999999999999,0.0,2.492,-2.489,16.445,-8.795,-2.915,16.447,5.335,-2.4859999999999998,-8.787,16.447,4.815,-9.28,-2.488,17.713,-2.92,-9.283,-9.286,SSE,6.468999999999999,-17.476,113.971,FeatureRL,CoST
76,2104,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.099,0.0,1.1420000000000001,2.947,-4.703,-19.623,-9.085,4.004,-8.503,-12.888,-8.5,12.052999999999999,7.393,-4.184,-3.159,15.382,17.358,11.315999999999999,0.885,SSE,2.366,14.707,49.604,FeatureRL,CoST
77,2105,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.054000000000000006,0.0,0.769,-19.842,2.015,3.8819999999999997,8.682,8.682,13.809000000000001,-1.6840000000000002,-2.614,-2.616,8.681000000000001,6.732,-15.329,-2.617,19.54,0.161,-15.339,SSE,8.95,-27.866,134.75,FeatureRL,CoST
78,2107,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,9.762,9.762,4.876,0.0,1.9509999999999998,12.097999999999999,-0.606,-12.595999999999998,-2.8369999999999997,9.265,5.2170000000000005,-13.879000000000001,-11.309000000000001,0.363,5.507000000000001,-3.41,-12.488,-0.392,0.27899999999999997,-3.5189999999999997,-2.571,SSE,4.022,-2.267,83.554,FeatureRL,CoST
79,2108,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.055999999999999994,0.0,2.003,8.009,11.977,-1.113,-17.017,11.974,-2.888,-13.952,-17.018,19.903,4.27,2.454,-2.888,8.007,8.01,-12.005,-12.972000000000001,SSE,5.06,-9.618,98.255,FeatureRL,CoST
80,2109,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,1.881,1.881,0.23800000000000002,0.0,2.736,1.4469999999999998,-5.769,-2.131,-3.258,1.7369999999999999,-0.677,-3.1319999999999997,-2.07,-4.513999999999999,4.502,-2.99,-3.182,1.29,1.2770000000000001,-5.058,-5.586,SSE,4.841,-8.201,95.42,FeatureRL,CoST
81,2110,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,1.023,1.023,0.282,0.0,1.7890000000000001,5.581,2.7769999999999997,-0.299,-3.9010000000000002,2.24,6.056,-0.598,-1.18,5.606,6.059,6.315,-3.975,3.378,5.686,-2.7760000000000002,-8.096,SSE,4.19,-3.5810000000000004,86.181,FeatureRL,CoST
82,2111,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.105,0.0,-0.13,3.5010000000000003,1.085,-10.317,7.635,8.196,-1.301,-2.259,-2.745,19.76,0.608,-16.366,0.134,-2.741,8.77,0.133,-0.821,SSE,9.264,-28.967,136.953,FeatureRL,CoST
83,2112,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.09,0.0,1.712,-2.824,-2.265,-12.45,-13.159,3.367,-1.1540000000000001,-13.158,-10.449000000000002,10.469000000000001,9.744,-6.2,2.779,19.81,10.47,-6.202000000000001,-2.2640000000000002,SSE,5.792999999999999,-13.947000000000001,106.913,FeatureRL,CoST
84,2113,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.078,0.0,-1.844,-2.718,-2.0540000000000003,-9.855,-2.715,18.704,-13.186,-4.74,-18.123,17.774,7.0729999999999995,0.555,-0.098,7.742000000000001,12.765,-6.855,5.081,SSE,7.191,-20.862,120.742,FeatureRL,CoST
85,2114,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.10099999999999999,0.0,4.189,-8.706,-10.255,-10.854000000000001,2.508,-2.204,-8.719,-9.222000000000001,-12.59,3.057,-3.6710000000000003,5.346,-0.17300000000000001,12.944,8.766,12.962,1.949,SSE,3.8939999999999997,-1.2329999999999999,81.485,FeatureRL,CoST
86,2115,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.081,0.0,0.47200000000000003,7.2139999999999995,3.923,-5.502000000000001,-4.857,11.56,4.565,-0.469,-4.856,8.604,7.212999999999999,-3.5869999999999997,-10.253,8.607000000000001,10.793,-1.09,-6.807,SSE,1.768,24.03,30.958000000000002,FeatureRL,CoST
87,2118,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.114,0.0,3.4789999999999996,-7.0489999999999995,-7.042999999999999,-0.355,-18.75,5.069,-0.359,-17.133,-8.926,13.675,8.068,0.556,-3.4760000000000004,17.168,1.496,9.445,2.964,SSE,3.628,1.028,76.964,FeatureRL,CoST
88,2119,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.105,0.0,0.679,7.361000000000001,14.052999999999999,-19.206,-1.6159999999999999,6.803999999999999,6.808,-9.267000000000001,-16.245,6.273,15.811,-8.721,-8.136000000000001,15.807,8.524,-2.583,-9.913,SSE,4.29,-4.33,87.679,FeatureRL,CoST
89,2123,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.595,0.595,0.945,0.0,-3.781,1.21,4.7589999999999995,-12.819,-13.152000000000001,2.041,2.506,1.4280000000000002,-10.83,4.444,2.602,2.661,2.23,3.0589999999999997,6.837999999999999,1.889,-10.634,SSE,8.809,-27.355999999999998,133.73,FeatureRL,CoST
90,2124,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.098,0.0,-2.2230000000000003,-7.037999999999999,0.72,-6.399,-19.941,4.257,1.73,8.493,4.295,10.867,9.674,6.386,10.27,14.099,9.64,8.524,1.6909999999999998,SSE,8.672,-26.855999999999998,132.73,FeatureRL,CoST
91,2125,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,4.957,4.957,0.12300000000000001,0.0,5.313,13.38,2.281,-2.51,-0.917,7.811,3.783,-4.2410000000000005,-5.821000000000001,6.843,5.794,-8.102,-11.83,4.071000000000001,-1.057,-11.73,-8.115,SSE,1.6680000000000001,25.904,27.21,FeatureRL,CoST
92,2126,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,7.915,7.915,3.766,0.0,7.567,8.094,7.525,3.733,-10.048,5.6610000000000005,7.901,6.145,-9.127,8.162,8.217,-7.132000000000001,-7.649,-7.03,3.4210000000000003,-9.471,-1.137,SSE,2.342,15.040999999999999,48.937,FeatureRL,CoST
93,2128,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.011000000000000001,0.011000000000000001,0.08,0.0,1.2690000000000001,-0.006999999999999999,17.034000000000002,-6.332000000000001,-5.034,10.844000000000001,8.584,2.509,-3.138,10.061,11.636,-9.682,-11.84,5.787000000000001,3.799,-11.109000000000002,-9.68,SSE,5.147,-10.163,99.346,FeatureRL,CoST
94,2129,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,3.945,3.945,0.2,0.0,7.2989999999999995,3.522,1.6880000000000002,-3.6919999999999997,-7.687,10.462,10.002,-5.343999999999999,-4.663,2.617,1.5119999999999998,-1.307,-12.315999999999999,1.66,1.251,-11.157,-10.286,SSE,4.707,-7.305,93.62799999999999,FeatureRL,CoST
95,2130,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.14800000000000002,0.0,-0.679,8.074,1.3459999999999999,-14.055,-13.185,15.527999999999999,6.375,-15.062999999999999,-0.682,13.847000000000001,-3.884,-14.242,-12.443,15.46,1.345,-5.856,-5.034,SSE,4.559,-6.277,91.573,FeatureRL,CoST
96,2131,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,9.52,9.52,1.795,0.0,6.827000000000001,12.612,-3.932,-10.093,-5.507999999999999,1.463,4.7860000000000005,-3.323,-9.606,-2.965,2.877,-6.524,-7.375,1.933,-0.153,-3.91,-7.119,SSE,4.415,-5.254,89.527,FeatureRL,CoST
97,2132,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.16399999999999998,0.0,0.48200000000000004,10.113999999999999,11.362,-11.1,-12.335,4.329,13.866,-0.473,0.135,10.095,5.442,-9.935,-9.9,12.129000000000001,5.067,-11.075999999999999,-1.395,SSE,2.535,12.508,54.003,FeatureRL,CoST
98,2133,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.037000000000000005,0.0,0.095,-0.095,-18.401,2.6189999999999998,-19.907,16.695,-0.095,-0.09699999999999999,-19.898,-0.09699999999999999,-0.098,-1.455,3.9819999999999998,19.727,1.264,-0.099,1.2590000000000001,SSE,6.61,-18.167,115.353,FeatureRL,CoST
99,2134,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.096,0.0,4.647,13.485,14.548,-13.501,-12.284,15.69,12.494000000000002,-12.28,-12.283,18.328,1.8219999999999998,-12.279000000000002,-5.688,15.693,10.687000000000001,-19.952,-5.685,SSE,3.068,6.393,66.232,FeatureRL,CoST
100,2135,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.040999999999999995,0.0,3.5060000000000002,14.225,12.853,0.142,3.826,8.883,8.891,-4.713,-8.367,11.511,6.331,-10.835999999999999,-18.514,12.850999999999999,12.857000000000001,-19.852,-8.367,SSE,0.929,44.632,-10.245,FeatureRL,CoST
101,2136,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.642,0.642,0.371,0.0,2.128,1.6540000000000001,-1.4680000000000002,-3.2560000000000002,-2.735,0.627,-2.415,-3.04,-2.359,0.063,1.797,-2.8680000000000003,-4.217,2.863,6.071000000000001,1.226,-4.6819999999999995,SSE,3.238,4.673,69.672,FeatureRL,CoST
102,2137,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,5.553999999999999,5.553999999999999,0.214,0.0,2.659,4.881,3.545,-6.21,-2.053,10.758,0.733,-6.403,-6.642,10.327,9.478,-5.256,-5.1770000000000005,10.48,-0.268,-7.894,-7.162999999999999,SSE,5.726,-13.565999999999999,106.15,FeatureRL,CoST
103,2138,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.605,0.605,0.377,0.0,2.145,0.81,4.031000000000001,-2.719,-3.36,3.637,3.21,-1.785,-1.52,3.3569999999999998,1.6219999999999999,-5.05,1.136,0.701,1.6159999999999999,-1.706,-2.9730000000000003,SSE,3.247,4.578,69.863,FeatureRL,CoST
104,2139,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.39,0.39,0.125,0.0,5.165,1.064,-6.039,-6.871,-8.726,6.4510000000000005,1.946,-5.109,-0.08,5.327999999999999,9.158,-0.171,7.109,2.877,-0.344,0.879,-1.0659999999999998,SSE,4.011,-2.182,83.383,FeatureRL,CoST
105,2140,joint,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.145,0.0,-0.102,4.0,-5.343999999999999,-8.946,-7.478,7.232,1.485,-6.586,7.682,14.35,12.056,0.105,-19.980999999999998,15.25,18.792,5.95,-7.4879999999999995,SSE,5.891,-14.482000000000001,107.98299999999999,FeatureRL,CoST
