,sub_ind,sub_ID,fit_to,comb_index,comb,feature_names,asymm_LR,bounded_weights,gaze,LR_up,LR_down,inv_temp,gaze_bias,feature_weight_1,feature_weight_2,feature_weight_3,feature_weight_4,feature_weight_5,cost_type,SSE,LL,BIC
109,110,2145,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,0.01,0.01,0.24600000000000002,0.0,19.999000000000002,19.999000000000002,-8.954,-17.902,-19.986,NLL,-999.0,-25.425,79.96300000000001
110,111,2146,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,0.01,0.01,0.282,0.0,18.198,-8.585,19.997,-19.997,-18.19,NLL,-999.0,-25.42,79.952
111,112,2147,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,0.27,0.27,1.272,0.0,10.215,-7.9510000000000005,8.008,-9.43,-9.183,NLL,-999.0,-26.497,82.10700000000001
112,113,2150,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,0.01,0.01,0.555,0.0,0.627,19.997,19.997,-19.999000000000002,-5.511,NLL,-999.0,-3.7489999999999997,36.61
113,114,2152,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,1.1440000000000001,1.1440000000000001,0.391,0.0,-1.46,3.387,3.2539999999999996,-0.6,-3.405,NLL,-999.0,-37.391999999999996,103.896
114,115,2154,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,0.01,0.01,0.061,0.0,11.694,19.982,19.983,1.15,-19.991,NLL,-999.0,-32.58,94.273
115,116,2156,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,0.58,0.58,0.603,0.0,0.684,2.912,1.002,-2.405,-1.8969999999999998,NLL,-999.0,-34.247,97.605
116,117,2157,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,1.291,1.291,0.66,0.0,1.2309999999999999,1.9869999999999999,0.995,-2.418,-2.654,NLL,-999.0,-34.67,98.45100000000001
117,118,2158,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,1.318,1.318,1.11,0.0,3.682,-2.3409999999999997,-1.339,-4.754,-4.132,NLL,-999.0,-32.068000000000005,93.249
118,119,2159,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,0.5670000000000001,0.5670000000000001,0.8029999999999999,0.0,0.9620000000000001,0.48100000000000004,1.013,-1.611,-1.653,NLL,-999.0,-38.001999999999995,105.116
119,120,2160,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,1.6580000000000001,1.6580000000000001,0.865,0.0,3.4610000000000003,1.504,1.558,-3.5789999999999997,-2.4419999999999997,NLL,-999.0,-27.566999999999997,84.24600000000001
120,121,2161,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,0.485,0.485,1.955,0.0,3.932,-1.6380000000000001,7.097,-4.327,-4.074,NLL,-999.0,-20.47,70.053
121,122,2162,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,1.517,1.517,0.401,0.0,5.297000000000001,-2.9389999999999996,-1.761,-5.702999999999999,-4.988,NLL,-999.0,-40.650999999999996,110.414
122,123,2163,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,0.691,0.691,0.7140000000000001,0.0,-0.39299999999999996,3.1310000000000002,5.155,-3.781,-0.51,NLL,-999.0,-23.965999999999998,77.044
123,124,2164,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,1.7269999999999999,1.7269999999999999,0.981,0.0,3.594,1.4580000000000002,3.945,-3.635,-2.702,NLL,-999.0,-19.949,69.01100000000001
124,125,2165,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,3.025,3.025,0.337,0.0,2.471,1.214,-0.076,-4.87,-4.607,NLL,-999.0,-36.888000000000005,102.88799999999999
125,126,2166,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,0.01,0.01,0.081,0.0,13.64,19.969,19.969,-19.97,-19.968,NLL,-999.0,-28.651999999999997,86.416
126,127,2168,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,0.397,0.397,0.48200000000000004,0.0,-5.3,11.4,8.69,3.823,2.353,NLL,-999.0,-28.951999999999998,87.016
127,128,2169,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,1.0190000000000001,1.0190000000000001,0.595,0.0,1.479,2.559,-3.5469999999999997,-3.2960000000000003,-5.109,NLL,-999.0,-31.274,91.66
128,129,2170,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,4.181,4.181,0.33,0.0,2.086,5.083,3.3960000000000004,2.335,-4.236000000000001,NLL,-999.0,-32.763000000000005,94.63799999999999
129,130,2171,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,0.16899999999999998,0.16899999999999998,0.6629999999999999,0.0,2.008,2.235,-0.684,-1.9869999999999999,-4.913,NLL,-999.0,-30.730999999999998,90.573
130,131,2174,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,1.735,1.735,0.382,0.0,-3.075,7.144,7.642,2.502,-0.9470000000000001,NLL,-999.0,-34.408,97.929
131,132,3005,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,1.995,1.995,0.657,0.0,1.4409999999999998,3.8089999999999997,2.151,-1.4169999999999998,0.7170000000000001,NLL,-999.0,-32.658,94.429
132,133,3006,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,1.5319999999999998,1.5319999999999998,0.203,0.0,1.86,13.671,9.645,-4.853,-2.334,NLL,-999.0,-30.275,89.663
133,134,3008,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,1.845,1.845,0.6990000000000001,0.0,0.872,1.212,1.176,0.512,-1.9809999999999999,NLL,-999.0,-36.47,102.053
134,135,3009,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,0.01,0.01,0.14400000000000002,0.0,0.73,6.901,18.08,-6.209,-19.544,NLL,-999.0,-26.416,81.944
135,136,3011,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,1.295,1.295,0.727,0.0,-1.611,4.04,3.852,0.7879999999999999,1.631,NLL,-999.0,-35.093,99.29799999999999
136,137,3012,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,1.359,1.359,0.858,0.0,1.81,1.0290000000000001,1.564,-3.7119999999999997,-2.833,NLL,-999.0,-28.8,86.711
137,138,3013,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,0.37,0.37,0.863,0.0,-1.955,2.491,1.9969999999999999,0.922,0.136,NLL,-999.0,-38.795,106.70100000000001
138,139,3016,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,0.374,0.374,0.867,0.0,2.2359999999999998,1.3459999999999999,-1.74,-2.98,-2.311,NLL,-999.0,-35.098,99.30799999999999
139,140,3017,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,1.7380000000000002,1.7380000000000002,0.242,0.0,-3.585,4.746,3.284,0.27,-0.841,NLL,-999.0,-40.900999999999996,110.915
140,141,3018,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,3.392,3.392,0.5720000000000001,0.0,-3.636,4.475,-1.4780000000000002,4.942,1.002,NLL,-999.0,-28.324,85.76100000000001
141,142,3019,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,3.076,3.076,1.156,0.0,1.6569999999999998,-3.022,-3.0239999999999996,-1.7209999999999999,-4.981,NLL,-999.0,-17.887,64.88600000000001
142,143,3020,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,2.9339999999999997,2.9339999999999997,0.332,0.0,6.556,-0.331,2.184,-7.733,-4.833,NLL,-999.0,-36.818000000000005,102.74799999999999
143,144,3021,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,0.733,0.733,1.196,0.0,-1.8230000000000002,2.026,2.125,0.621,0.541,NLL,-999.0,-36.713,102.538
144,145,3022,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,1.321,1.321,0.531,0.0,0.198,5.1739999999999995,4.138,-4.197,-0.154,NLL,-999.0,-29.163,87.43799999999999
145,146,3023,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,0.25,0.25,0.39,0.0,5.89,-3.528,-2.6719999999999997,-5.497000000000001,-5.58,NLL,-999.0,-41.036,111.184
146,147,3024,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,0.614,0.614,1.639,0.0,4.921,-1.365,-1.433,-3.949,-4.593,NLL,-999.0,-23.908,76.92699999999999
147,148,3026,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,0.01,0.01,0.289,0.0,18.239,19.997,-11.487,-19.993,-19.993,NLL,-999.0,-27.201999999999998,83.515
148,149,4000,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,0.731,0.731,1.452,0.0,2.855,12.65,-3.602,-3.036,-4.814,NLL,-999.0,-24.324,77.759
149,150,4001,choice_only,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,0.628,0.628,0.531,0.0,1.5619999999999998,1.7109999999999999,2.6919999999999997,-4.372,-3.0039999999999996,NLL,-999.0,-31.069000000000003,91.249
