sub_ind,sub_ID,fit_to,comb_index,comb,feature_names,asymm_LR,bounded_weights,gaze,LR_up,LR_down,inv_temp,gaze_bias,feature_weight_1,feature_weight_2,feature_weight_3,feature_weight_4,feature_weight_5,cost_type,SSE,LL,BIC,model_type,features
1,2003,joint,1,00001,Prisoners,0,0,0,6.692,6.692,0.07400000000000001,0.0,-7.285,,,,,SSE,6.032,-15.673,43.823,FeatureRL,CoHgShSgPd
1,2003,joint,2,00010,Snowdrift,0,0,0,0.86,0.86,1.011,0.0,-0.102,,,,,SSE,6.027,-15.368,43.213,FeatureRL,CoHgShSgPd
1,2003,joint,3,00011,Snowdrift_Prisoners,0,0,0,1.73,1.73,0.369,0.0,-0.136,-1.58,,,,SSE,5.691,-13.931,44.497,FeatureRL,CoHgShSgPd
1,2003,joint,4,00100,StagHunt,0,0,0,2.233,2.233,0.11,0.0,12.325,,,,,SSE,5.124,-10.015,32.506,FeatureRL,CoHgShSgPd
1,2003,joint,5,00101,StagHunt_Prisoners,0,0,0,3.233,3.233,0.11800000000000001,0.0,12.27,-4.2860000000000005,,,,SSE,4.779,-7.796,32.227,FeatureRL,CoHgShSgPd
1,2003,joint,6,00110,StagHunt_Snowdrift,0,0,0,1.964,1.964,0.26,0.0,5.986000000000001,-0.098,,,,SSE,4.835,-8.158,32.952,FeatureRL,CoHgShSgPd
1,2003,joint,7,00111,StagHunt_Snowdrift_Prisoners,0,0,0,1.82,1.82,0.27699999999999997,0.0,5.587999999999999,-0.08900000000000001,-1.956,,,SSE,4.473,-5.6770000000000005,32.148,FeatureRL,CoHgShSgPd
1,2003,joint,8,01000,Harmony,0,0,0,5.178,5.178,0.204,0.0,6.814,,,,,SSE,5.207000000000001,-10.533,33.543,FeatureRL,CoHgShSgPd
1,2003,joint,9,01001,Harmony_Prisoners,0,0,0,1.389,1.389,0.527,0.0,2.227,-1.16,,,,SSE,4.909,-8.693999999999999,34.024,FeatureRL,CoHgShSgPd
1,2003,joint,10,01010,Harmony_Snowdrift,0,0,0,2.1180000000000003,2.1180000000000003,0.461,0.0,2.8939999999999997,-0.282,,,,SSE,4.843,-8.219,33.073,FeatureRL,CoHgShSgPd
1,2003,joint,11,01011,Harmony_Snowdrift_Prisoners,0,0,0,1.412,1.412,0.544,0.0,2.2,-0.14400000000000002,-1.145,,,SSE,4.544,-6.254,33.303000000000004,FeatureRL,CoHgShSgPd
1,2003,joint,12,01100,Harmony_StagHunt,0,0,0,1.083,1.083,0.557,0.0,1.969,2.943,,,,SSE,4.075,-2.682,22.0,FeatureRL,CoHgShSgPd
1,2003,joint,13,01101,Harmony_StagHunt_Prisoners,0,0,0,0.639,0.639,0.882,0.0,1.219,1.817,-0.635,,,SSE,3.716,0.262,20.271,FeatureRL,CoHgShSgPd
1,2003,joint,14,01110,Harmony_StagHunt_Snowdrift,0,0,0,1.172,1.172,0.574,0.0,1.982,2.977,-0.1,,,SSE,3.722,0.21600000000000003,20.362000000000002,FeatureRL,CoHgShSgPd
1,2003,joint,15,01111,Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,1.022,1.022,0.607,0.0,1.824,2.7289999999999996,-0.077,-0.951,,SSE,3.3710000000000004,3.3789999999999996,18.195999999999998,FeatureRL,CoHgShSgPd
1,2003,joint,16,10000,Coop,0,0,0,0.01,0.01,0.02,0.0,19.964000000000002,,,,,SSE,5.795,-13.953,40.383,FeatureRL,CoHgShSgPd
1,2003,joint,17,10001,Coop_Prisoners,0,0,0,0.166,0.166,0.184,0.0,3.862,-6.086,,,,SSE,4.913,-8.673,33.981,FeatureRL,CoHgShSgPd
1,2003,joint,18,10010,Coop_Snowdrift,0,0,0,0.446,0.446,0.26,0.0,2.336,-1.883,,,,SSE,5.617000000000001,-12.959000000000001,42.553000000000004,FeatureRL,CoHgShSgPd
1,2003,joint,19,10011,Coop_Snowdrift_Prisoners,0,0,0,1.8090000000000002,1.8090000000000002,0.252,0.0,5.2829999999999995,-4.298,-6.25,,,SSE,4.072,-2.665,26.124000000000002,FeatureRL,CoHgShSgPd
1,2003,joint,20,10100,Coop_StagHunt,0,0,0,0.01,0.01,0.055999999999999994,0.0,2.64,19.973,,,,SSE,5.093999999999999,-9.828,36.292,FeatureRL,CoHgShSgPd
1,2003,joint,21,10101,Coop_StagHunt_Prisoners,0,0,0,0.47100000000000003,0.47100000000000003,0.37200000000000005,0.0,1.528,2.4,-2.358,,,SSE,4.564,-6.313,33.42,FeatureRL,CoHgShSgPd
1,2003,joint,22,10110,Coop_StagHunt_Snowdrift,0,0,0,1.423,1.423,0.184,0.0,2.08,6.391,-1.021,,,SSE,4.975,-9.075,38.945,FeatureRL,CoHgShSgPd
1,2003,joint,23,10111,Coop_StagHunt_Snowdrift_Prisoners,0,0,0,3.359,3.359,0.124,0.0,8.952,4.916,-7.05,-10.936,,SSE,3.9760000000000004,-1.8969999999999998,28.748,FeatureRL,CoHgShSgPd
1,2003,joint,24,11000,Coop_Harmony,0,0,0,1.476,1.476,0.107,0.0,3.446,5.938,,,,SSE,5.523,-12.419,41.474,FeatureRL,CoHgShSgPd
1,2003,joint,25,11001,Coop_Harmony_Prisoners,0,0,0,1.015,1.015,0.382,0.0,2.3080000000000003,0.856,-2.9189999999999996,,,SSE,4.6419999999999995,-6.856,34.506,FeatureRL,CoHgShSgPd
1,2003,joint,26,11010,Coop_Harmony_Snowdrift,0,0,0,1.3840000000000001,1.3840000000000001,0.457,0.0,1.5630000000000002,1.31,-0.998,,,SSE,5.072,-9.689,40.172,FeatureRL,CoHgShSgPd
1,2003,joint,27,11011,Coop_Harmony_Snowdrift_Prisoners,0,0,0,1.3119999999999998,1.3119999999999998,0.52,0.0,3.122,-0.501,-2.6430000000000002,-3.65,,SSE,3.4989999999999997,2.193,20.566999999999997,FeatureRL,CoHgShSgPd
1,2003,joint,28,11100,Coop_Harmony_StagHunt,0,0,0,1.254,1.254,0.568,0.0,0.265,2.142,3.075,,,SSE,4.159,-3.3369999999999997,27.469,FeatureRL,CoHgShSgPd
1,2003,joint,29,11101,Coop_Harmony_StagHunt_Prisoners,0,0,0,0.8290000000000001,0.8290000000000001,0.639,0.0,0.532,1.501,2.3040000000000003,-0.902,,SSE,3.8760000000000003,-1.08,27.113000000000003,FeatureRL,CoHgShSgPd
1,2003,joint,30,11110,Coop_Harmony_StagHunt_Snowdrift,0,0,0,1.889,1.889,0.36700000000000005,0.0,-0.261,3.866,5.507000000000001,0.855,,SSE,3.678,0.594,23.766,FeatureRL,CoHgShSgPd
1,2003,joint,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,4.0169999999999995,4.0169999999999995,0.14800000000000002,0.0,5.225,3.57,7.443,-3.633,-7.0329999999999995,SSE,3.497,2.214,24.685,FeatureRL,CoHgShSgPd
2,2004,joint,1,00001,Prisoners,0,0,0,0.01,0.01,0.022000000000000002,0.0,-19.383,,,,,SSE,7.472,-22.135,56.748000000000005,FeatureRL,CoHgShSgPd
2,2004,joint,2,00010,Snowdrift,0,0,0,0.604,0.604,0.12300000000000001,0.0,-8.185,,,,,SSE,6.84,-19.535999999999998,51.549,FeatureRL,CoHgShSgPd
2,2004,joint,3,00011,Snowdrift_Prisoners,0,0,0,0.062,0.062,0.175,0.0,-5.58,-2.4819999999999998,,,,SSE,6.662000000000001,-19.2,55.035,FeatureRL,CoHgShSgPd
2,2004,joint,4,00100,StagHunt,0,0,0,2.133,2.133,0.5539999999999999,0.0,3.5,,,,,SSE,5.981,-14.966,42.409,FeatureRL,CoHgShSgPd
2,2004,joint,5,00101,StagHunt_Prisoners,0,0,0,0.857,0.857,0.519,0.0,2.552,-1.054,,,,SSE,6.153,-15.872,48.38,FeatureRL,CoHgShSgPd
2,2004,joint,6,00110,StagHunt_Snowdrift,0,0,0,3.5810000000000004,3.5810000000000004,0.18,0.0,8.15,-8.198,,,,SSE,5.388,-11.64,39.916,FeatureRL,CoHgShSgPd
2,2004,joint,7,00111,StagHunt_Snowdrift_Prisoners,0,0,0,2.253,2.253,0.151,0.0,8.354,-7.856,-3.4010000000000002,,,SSE,5.381,-11.683,44.16,FeatureRL,CoHgShSgPd
2,2004,joint,8,01000,Harmony,0,0,0,0.599,0.599,0.522,0.0,3.377,,,,,SSE,5.97,-14.905999999999999,42.288000000000004,FeatureRL,CoHgShSgPd
2,2004,joint,9,01001,Harmony_Prisoners,0,0,0,0.344,0.344,0.16399999999999998,0.0,9.501,-2.695,,,,SSE,5.811,-14.043,44.722,FeatureRL,CoHgShSgPd
2,2004,joint,10,01010,Harmony_Snowdrift,0,0,0,1.15,1.15,0.145,0.0,11.267999999999999,-7.336,,,,SSE,5.167000000000001,-10.28,37.196,FeatureRL,CoHgShSgPd
2,2004,joint,11,01011,Harmony_Snowdrift_Prisoners,0,0,0,0.171,0.171,0.361,0.0,4.324,-2.77,-1.227,,,SSE,4.999,-9.25,39.295,FeatureRL,CoHgShSgPd
2,2004,joint,12,01100,Harmony_StagHunt,0,0,0,4.763,4.763,0.188,0.0,14.661,8.897,,,,SSE,4.3919999999999995,-5.312,27.26,FeatureRL,CoHgShSgPd
2,2004,joint,13,01101,Harmony_StagHunt_Prisoners,0,0,0,2.563,2.563,0.163,0.0,11.565999999999999,8.027999999999999,-3.305,,,SSE,4.474,-5.689,32.171,FeatureRL,CoHgShSgPd
2,2004,joint,14,01110,Harmony_StagHunt_Snowdrift,0,0,0,0.9329999999999999,0.9329999999999999,0.607,0.0,3.4539999999999997,2.318,-2.2969999999999997,,,SSE,3.7260000000000004,0.18,20.435,FeatureRL,CoHgShSgPd
2,2004,joint,15,01111,Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,0.629,0.629,0.536,0.0,3.341,2.358,-2.215,-0.9590000000000001,,SSE,3.698,0.41600000000000004,24.122,FeatureRL,CoHgShSgPd
2,2004,joint,16,10000,Coop,0,0,0,0.01,0.01,0.013000000000000001,0.0,19.834,,,,,SSE,7.396,-21.763,56.001999999999995,FeatureRL,CoHgShSgPd
2,2004,joint,17,10001,Coop_Prisoners,0,0,0,0.01,0.01,0.046,0.0,10.581,-19.914,,,,SSE,6.7829999999999995,-18.994,54.623000000000005,FeatureRL,CoHgShSgPd
2,2004,joint,18,10010,Coop_Snowdrift,0,0,0,0.01,0.01,0.08199999999999999,0.0,8.105,-19.984,,,,SSE,5.624,-12.995,42.625,FeatureRL,CoHgShSgPd
2,2004,joint,19,10011,Coop_Snowdrift_Prisoners,0,0,0,0.01,0.01,0.11599999999999999,0.0,11.591,-19.979,-15.322000000000001,,,SSE,3.93,-1.53,23.853,FeatureRL,CoHgShSgPd
2,2004,joint,20,10100,Coop_StagHunt,0,0,0,1.8359999999999999,1.8359999999999999,0.358,0.0,1.337,4.138999999999999,,,,SSE,6.2139999999999995,-16.19,49.016000000000005,FeatureRL,CoHgShSgPd
2,2004,joint,21,10101,Coop_StagHunt_Prisoners,0,0,0,0.932,0.932,0.439,0.0,1.1320000000000001,2.5340000000000003,-1.626,,,SSE,6.098,-15.584000000000001,51.963,FeatureRL,CoHgShSgPd
2,2004,joint,22,10110,Coop_StagHunt_Snowdrift,0,0,0,0.565,0.565,1.153,0.0,0.7559999999999999,0.9740000000000001,-1.406,,,SSE,5.06,-9.615,40.025,FeatureRL,CoHgShSgPd
2,2004,joint,23,10111,Coop_StagHunt_Snowdrift_Prisoners,0,0,0,1.996,1.996,0.17600000000000002,0.0,9.719,-1.056,-14.583,-11.204,,SSE,3.767,-0.16899999999999998,25.291999999999998,FeatureRL,CoHgShSgPd
2,2004,joint,24,11000,Coop_Harmony,0,0,0,0.01,0.01,0.081,0.0,-1.123,19.977999999999998,,,,SSE,5.97,-14.907,46.449,FeatureRL,CoHgShSgPd
2,2004,joint,25,11001,Coop_Harmony_Prisoners,0,0,0,0.01,0.01,0.073,0.0,1.038,19.972,-6.961,,,SSE,5.803,-14.001,48.79600000000001,FeatureRL,CoHgShSgPd
2,2004,joint,26,11010,Coop_Harmony_Snowdrift,0,0,0,0.01,0.01,0.064,0.0,4.906000000000001,18.884,-19.975,,,SSE,4.99,-9.168,39.13,FeatureRL,CoHgShSgPd
2,2004,joint,27,11011,Coop_Harmony_Snowdrift_Prisoners,0,0,0,0.01,0.01,0.107,0.0,10.902999999999999,3.39,-19.953,-14.929,,SSE,3.9019999999999997,-1.298,27.549,FeatureRL,CoHgShSgPd
2,2004,joint,28,11100,Coop_Harmony_StagHunt,0,0,0,1.51,1.51,0.35700000000000004,0.0,-0.785,7.066,5.767,,,SSE,3.7539999999999996,-0.063,20.921,FeatureRL,CoHgShSgPd
2,2004,joint,29,11101,Coop_Harmony_StagHunt_Prisoners,0,0,0,0.41600000000000004,0.41600000000000004,0.6729999999999999,0.0,-1.084,3.863,3.233,0.653,,SSE,3.778,-0.265,25.483,FeatureRL,CoHgShSgPd
2,2004,joint,30,11110,Coop_Harmony_StagHunt_Snowdrift,0,0,0,0.8340000000000001,0.8340000000000001,0.6940000000000001,0.0,-0.027999999999999997,3.409,2.7230000000000003,-1.139,,SSE,3.5869999999999997,1.39,22.174,FeatureRL,CoHgShSgPd
2,2004,joint,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,0.503,0.503,0.6679999999999999,0.0,-0.205,3.1319999999999997,2.47,-1.078,-0.19399999999999998,SSE,3.738,0.078,28.956,FeatureRL,CoHgShSgPd
3,2005,joint,1,00001,Prisoners,0,0,0,0.373,0.373,0.33,0.0,-3.498,,,,,SSE,5.417999999999999,-11.975999999999999,36.429,FeatureRL,CoHgShSgPd
3,2005,joint,2,00010,Snowdrift,0,0,0,0.01,0.01,0.022000000000000002,0.0,-19.994,,,,,SSE,6.261,-16.438,45.352,FeatureRL,CoHgShSgPd
3,2005,joint,3,00011,Snowdrift_Prisoners,0,0,0,0.01,0.01,0.055999999999999994,0.0,-7.943,-19.919,,,,SSE,5.236000000000001,-11.385,39.405,FeatureRL,CoHgShSgPd
3,2005,joint,4,00100,StagHunt,0,0,0,4.04,4.04,0.11800000000000001,0.0,11.459000000000001,,,,,SSE,5.364,-11.48,35.437,FeatureRL,CoHgShSgPd
3,2005,joint,5,00101,StagHunt_Prisoners,0,0,0,1.511,1.511,0.183,0.0,6.577999999999999,-6.7010000000000005,,,,SSE,4.364,-4.874,26.383000000000003,FeatureRL,CoHgShSgPd
3,2005,joint,6,00110,StagHunt_Snowdrift,0,0,0,0.217,0.217,0.371,0.0,2.9810000000000003,-1.253,,,,SSE,5.279,-10.969000000000001,38.574,FeatureRL,CoHgShSgPd
3,2005,joint,7,00111,StagHunt_Snowdrift_Prisoners,0,0,0,0.381,0.381,0.253,0.0,4.399,-1.857,-4.525,,,SSE,4.244,-4.026,28.846,FeatureRL,CoHgShSgPd
3,2005,joint,8,01000,Harmony,0,0,0,0.261,0.261,0.586,0.0,2.059,,,,,SSE,5.391,-11.638,35.753,FeatureRL,CoHgShSgPd
3,2005,joint,9,01001,Harmony_Prisoners,0,0,0,0.8140000000000001,0.8140000000000001,0.16699999999999998,0.0,7.1770000000000005,-6.947,,,,SSE,4.356,-4.8180000000000005,26.271,FeatureRL,CoHgShSgPd
3,2005,joint,10,01010,Harmony_Snowdrift,0,0,0,0.01,0.01,0.057,0.0,19.941,-7.832999999999999,,,,SSE,5.211,-10.554,37.743,FeatureRL,CoHgShSgPd
3,2005,joint,11,01011,Harmony_Snowdrift_Prisoners,0,0,0,0.016,0.016,0.128,0.0,8.842,-3.4739999999999998,-8.708,,,SSE,4.185,-3.57,27.935,FeatureRL,CoHgShSgPd
3,2005,joint,12,01100,Harmony_StagHunt,0,0,0,0.7170000000000001,0.7170000000000001,0.446,0.0,2.9610000000000003,2.761,,,,SSE,4.327,-4.836,26.308000000000003,FeatureRL,CoHgShSgPd
3,2005,joint,13,01101,Harmony_StagHunt_Prisoners,0,0,0,0.531,0.531,0.45399999999999996,0.0,2.782,2.603,-2.658,,,SSE,3.307,4.0,12.794,FeatureRL,CoHgShSgPd
3,2005,joint,14,01110,Harmony_StagHunt_Snowdrift,0,0,0,0.289,0.289,0.354,0.0,3.324,3.141,-1.328,,,SSE,4.218999999999999,-3.826,28.445999999999998,FeatureRL,CoHgShSgPd
3,2005,joint,15,01111,Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,0.6829999999999999,0.6829999999999999,0.159,0.0,7.4510000000000005,7.039,-2.98,-7.237,,SSE,3.1839999999999997,5.209,14.535,FeatureRL,CoHgShSgPd
3,2005,joint,16,10000,Coop,0,0,0,2.12,2.12,0.397,0.0,1.651,,,,,SSE,6.239,-16.316,45.108000000000004,FeatureRL,CoHgShSgPd
3,2005,joint,17,10001,Coop_Prisoners,0,0,0,6.971,6.971,0.18600000000000003,0.0,8.347000000000001,-8.823,,,,SSE,4.359,-4.842,26.32,FeatureRL,CoHgShSgPd
3,2005,joint,18,10010,Coop_Snowdrift,0,0,0,0.01,0.01,0.039,0.0,8.582,-19.915,,,,SSE,5.928,-14.681,45.997,FeatureRL,CoHgShSgPd
3,2005,joint,19,10011,Coop_Snowdrift_Prisoners,0,0,0,0.01,0.01,0.111,0.0,9.961,-13.96,-19.988,,,SSE,3.2110000000000003,4.935,10.925,FeatureRL,CoHgShSgPd
3,2005,joint,20,10100,Coop_StagHunt,0,0,0,1.351,1.351,0.475,0.0,0.456,3.2460000000000004,,,,SSE,5.154,-10.207,37.05,FeatureRL,CoHgShSgPd
3,2005,joint,21,10101,Coop_StagHunt_Prisoners,0,0,0,2.635,2.635,0.292,0.0,2.677,4.455,-4.626,,,SSE,4.018,-2.234,25.263,FeatureRL,CoHgShSgPd
3,2005,joint,22,10110,Coop_StagHunt_Snowdrift,0,0,0,0.46799999999999997,0.46799999999999997,0.639,0.0,0.243,1.8940000000000001,-0.809,,,SSE,5.218999999999999,-10.603,42.001000000000005,FeatureRL,CoHgShSgPd
3,2005,joint,23,10111,Coop_StagHunt_Snowdrift_Prisoners,0,0,0,0.147,0.147,0.405,0.0,2.82,-0.034,-3.89,-5.502000000000001,,SSE,3.208,4.966,15.022,FeatureRL,CoHgShSgPd
3,2005,joint,24,11000,Coop_Harmony,0,0,0,0.01,0.01,0.065,0.0,-2.383,19.893,,,,SSE,5.331,-11.283,39.201,FeatureRL,CoHgShSgPd
3,2005,joint,25,11001,Coop_Harmony_Prisoners,0,0,0,0.01,0.01,0.07,0.0,3.967,12.252,-19.933,,,SSE,4.226,-3.8480000000000003,28.491,FeatureRL,CoHgShSgPd
3,2005,joint,26,11010,Coop_Harmony_Snowdrift,0,0,0,0.01,0.01,0.057,0.0,-0.213,19.972,-7.545,,,SSE,5.21,-10.552,41.898999999999994,FeatureRL,CoHgShSgPd
3,2005,joint,27,11011,Coop_Harmony_Snowdrift_Prisoners,0,0,0,0.01,0.01,0.11,0.0,9.845,0.45799999999999996,-13.887,-19.982,,SSE,3.21,4.9430000000000005,15.067,FeatureRL,CoHgShSgPd
3,2005,joint,28,11100,Coop_Harmony_StagHunt,0,0,0,0.41200000000000003,0.41200000000000003,0.67,0.0,-0.8809999999999999,2.864,2.886,,,SSE,3.3110000000000004,3.9610000000000003,12.872,FeatureRL,CoHgShSgPd
3,2005,joint,29,11101,Coop_Harmony_StagHunt_Prisoners,0,0,0,1.496,1.496,0.187,0.0,-1.5959999999999999,8.796,8.814,-3.5860000000000003,,SSE,3.136,5.694,13.564,FeatureRL,CoHgShSgPd
3,2005,joint,30,11110,Coop_Harmony_StagHunt_Snowdrift,0,0,0,0.203,0.203,0.159,0.0,-6.882000000000001,14.125,13.852,4.1160000000000005,,SSE,3.2089999999999996,4.955,15.043,FeatureRL,CoHgShSgPd
3,2005,joint,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,0.23199999999999998,0.23199999999999998,0.435,0.0,-0.198,2.9360000000000004,2.872,-0.7759999999999999,-2.248,SSE,3.199,5.056,18.999000000000002,FeatureRL,CoHgShSgPd
4,2006,joint,1,00001,Prisoners,0,0,0,1.3519999999999999,1.3519999999999999,0.42200000000000004,0.0,-0.105,,,,,SSE,4.446000000000001,-5.4910000000000005,23.458000000000002,FeatureRL,CoHgShSgPd
4,2006,joint,2,00010,Snowdrift,0,0,0,1.9880000000000002,1.9880000000000002,0.23199999999999998,0.0,-4.471,,,,,SSE,3.855,-1.516,15.509,FeatureRL,CoHgShSgPd
4,2006,joint,3,00011,Snowdrift_Prisoners,0,0,0,1.492,1.492,0.34299999999999997,0.0,-3.103,-0.156,,,,SSE,3.6260000000000003,0.23800000000000002,16.159000000000002,FeatureRL,CoHgShSgPd
4,2006,joint,4,00100,StagHunt,0,0,0,2.41,2.41,0.17800000000000002,0.0,6.541,,,,,SSE,3.7039999999999997,0.363,11.75,FeatureRL,CoHgShSgPd
4,2006,joint,5,00101,StagHunt_Prisoners,0,0,0,5.721,5.721,0.087,0.0,13.895,-0.647,,,,SSE,3.478,2.377,11.880999999999998,FeatureRL,CoHgShSgPd
4,2006,joint,6,00110,StagHunt_Snowdrift,0,0,0,2.6069999999999998,2.6069999999999998,0.171,0.0,6.867999999999999,-6.029,,,,SSE,2.8819999999999997,8.377,-0.11900000000000001,FeatureRL,CoHgShSgPd
4,2006,joint,7,00111,StagHunt_Snowdrift_Prisoners,0,0,0,1.166,1.166,0.415,0.0,2.883,-2.53,-0.139,,,SSE,2.656,10.97,-1.146,FeatureRL,CoHgShSgPd
4,2006,joint,8,01000,Harmony,0,0,0,0.41100000000000003,0.41100000000000003,0.28,0.0,3.5469999999999997,,,,,SSE,3.8819999999999997,-1.131,14.738,FeatureRL,CoHgShSgPd
4,2006,joint,9,01001,Harmony_Prisoners,0,0,0,0.99,0.99,0.348,0.0,3.1839999999999997,-0.214,,,,SSE,3.71,0.318,16.0,FeatureRL,CoHgShSgPd
4,2006,joint,10,01010,Harmony_Snowdrift,0,0,0,3.1060000000000003,3.1060000000000003,0.095,0.0,11.37,-10.081,,,,SSE,3.095,6.093,4.45,FeatureRL,CoHgShSgPd
4,2006,joint,11,01011,Harmony_Snowdrift_Prisoners,0,0,0,0.8009999999999999,0.8009999999999999,0.48,0.0,2.363,-2.081,-0.146,,,SSE,2.892,8.248,4.298,FeatureRL,CoHgShSgPd
4,2006,joint,12,01100,Harmony_StagHunt,0,0,0,2.364,2.364,0.11599999999999999,0.0,9.185,9.293,,,,SSE,2.938,7.729,1.177,FeatureRL,CoHgShSgPd
4,2006,joint,13,01101,Harmony_StagHunt_Prisoners,0,0,0,0.922,0.922,0.40399999999999997,0.0,2.787,2.798,-0.177,,,SSE,2.739,9.979,0.836,FeatureRL,CoHgShSgPd
4,2006,joint,14,01110,Harmony_StagHunt_Snowdrift,0,0,0,1.76,1.76,0.193,0.0,5.732,5.768,-5.064,,,SSE,2.13,18.08,-15.366,FeatureRL,CoHgShSgPd
4,2006,joint,15,01111,Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,2.239,2.239,0.17600000000000002,0.0,6.462000000000001,6.478,-5.688,-0.391,,SSE,1.92,21.393,-17.832,FeatureRL,CoHgShSgPd
4,2006,joint,16,10000,Coop,0,0,0,0.10800000000000001,0.10800000000000001,0.10800000000000001,0.0,2.106,,,,,SSE,4.48,-5.723,23.923000000000002,FeatureRL,CoHgShSgPd
4,2006,joint,17,10001,Coop_Prisoners,0,0,0,1.795,1.795,0.209,0.0,2.457,-1.831,,,,SSE,4.188,-3.5639999999999996,23.764,FeatureRL,CoHgShSgPd
4,2006,joint,18,10010,Coop_Snowdrift,0,0,0,1.0,1.0,0.31,0.0,2.299,-4.769,,,,SSE,2.9339999999999997,7.827999999999999,0.9790000000000001,FeatureRL,CoHgShSgPd
4,2006,joint,19,10011,Coop_Snowdrift_Prisoners,0,0,0,3.468,3.468,0.172,0.0,7.405,-11.376,-5.728,,,SSE,1.944,21.004,-21.214000000000002,FeatureRL,CoHgShSgPd
4,2006,joint,20,10100,Coop_StagHunt,0,0,0,0.43700000000000006,0.43700000000000006,0.32899999999999996,0.0,0.182,3.1039999999999996,,,,SSE,3.795,-0.406,17.447,FeatureRL,CoHgShSgPd
4,2006,joint,21,10101,Coop_StagHunt_Prisoners,0,0,0,5.44,5.44,0.069,0.0,3.5439999999999996,15.142999999999999,-1.661,,,SSE,3.585,1.412,17.971,FeatureRL,CoHgShSgPd
4,2006,joint,22,10110,Coop_StagHunt_Snowdrift,0,0,0,1.3319999999999999,1.3319999999999999,0.22699999999999998,0.0,2.3890000000000002,2.935,-5.757999999999999,,,SSE,2.6710000000000003,10.829,-0.863,FeatureRL,CoHgShSgPd
4,2006,joint,23,10111,Coop_StagHunt_Snowdrift_Prisoners,0,0,0,0.304,0.304,1.5630000000000002,0.0,0.784,0.127,-1.2429999999999999,-0.6559999999999999,,SSE,1.874,22.176,-19.4,FeatureRL,CoHgShSgPd
4,2006,joint,24,11000,Coop_Harmony,0,0,0,0.141,0.141,1.1079999999999999,0.0,0.062,0.915,,,,SSE,3.866,-0.9990000000000001,18.634,FeatureRL,CoHgShSgPd
4,2006,joint,25,11001,Coop_Harmony_Prisoners,0,0,0,0.44299999999999995,0.44299999999999995,0.799,0.0,0.265,1.35,-0.113,,,SSE,3.6689999999999996,0.6709999999999999,19.452,FeatureRL,CoHgShSgPd
4,2006,joint,26,11010,Coop_Harmony_Snowdrift,0,0,0,2.18,2.18,0.16399999999999998,0.0,3.353,4.34,-7.9670000000000005,,,SSE,2.7260000000000004,10.177,0.44,FeatureRL,CoHgShSgPd
4,2006,joint,27,11011,Coop_Harmony_Snowdrift_Prisoners,0,0,0,1.087,1.087,0.409,0.0,2.873,0.5489999999999999,-4.629,-2.427,,SSE,1.992,20.223,-15.492,FeatureRL,CoHgShSgPd
4,2006,joint,28,11100,Coop_Harmony_StagHunt,0,0,0,1.005,1.005,0.231,0.0,-1.473,6.476,6.45,,,SSE,2.535,12.505999999999998,-4.217,FeatureRL,CoHgShSgPd
4,2006,joint,29,11101,Coop_Harmony_StagHunt_Prisoners,0,0,0,1.065,1.065,0.336,0.0,-1.9709999999999999,5.84,5.724,2.318,,SSE,2.077,18.882,-12.81,FeatureRL,CoHgShSgPd
4,2006,joint,30,11110,Coop_Harmony_StagHunt_Snowdrift,0,0,0,0.363,0.363,0.943,0.0,0.078,1.266,1.254,-0.88,,SSE,2.122,18.2,-11.446,FeatureRL,CoHgShSgPd
4,2006,joint,31,11111,Coop_Harmony_StagHunt_Snowdrift_Prisoners,0,0,0,2.251,2.251,0.183,0.0,4.044,3.412,3.248,-8.066,-3.198,SSE,1.8940000000000001,21.834,-14.555,FeatureRL,CoHgShSgPd
5,2008,joint,1,00001,Prisoners,0,0,0,0.69,0.69,1.186,0.0,-0.6809999999999999,,,,,SSE,8.954,-27.901999999999997,68.281,FeatureRL,CoHgShSgPd
5,2008,joint,2,00010,Snowdrift,0,0,0,2.415,2.415,0.28600000000000003,0.0,-1.8119999999999998,,,,,SSE,9.172,-28.656,69.788,FeatureRL,CoHgShSgPd
5,2008,joint,3,00011,Snowdrift_Prisoners,0,0,0,1.694,1.694,0.446,0.0,-1.179,-1.766,,,,SSE,8.484,-26.256,69.148,FeatureRL,CoHgShSgPd
5,2008,joint,4,00100,StagHunt,0,0,0,3.705,3.705,0.115,0.0,12.019,,,,,SSE,8.443,-25.999000000000002,64.47399999999999,FeatureRL,CoHgShSgPd
5,2008,joint,5,00101,StagHunt_Prisoners,0,0,0,2.716,2.716,0.225,0.0,6.955,-3.295,,,,SSE,7.7860000000000005,-23.404,63.443000000000005,FeatureRL,CoHgShSgPd
5,2008,joint,6,00110,StagHunt_Snowdrift,0,0,0,1.891,1.891,0.293,0.0,5.1370000000000005,-1.7169999999999999,,,,SSE,7.986000000000001,-24.218000000000004,65.072,FeatureRL,CoHgShSgPd
