,sub_ind,sub_ID,fit_to,comb_index,comb,feature_names,asymm_LR,bounded_weights,gaze,LR_up,LR_down,inv_temp,gaze_bias,feature_weight_1,feature_weight_2,feature_weight_3,feature_weight_4,feature_weight_5,feature_weight_6,feature_weight_7,feature_weight_8,feature_weight_9,feature_weight_10,feature_weight_11,feature_weight_12,feature_weight_13,feature_weight_14,feature_weight_15,feature_weight_16,feature_weight_17,cost_type,SSE,LL,BIC
53,54,2072,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.311,0.0,14.452,-10.897,18.559,-14.442,-14.437000000000001,-10.89,-10.897,19.82,-14.435,19.052,19.34,17.426,-17.965,18.287,19.114,-17.964000000000002,-17.977999999999998,NLL,-999.0,-21.825,122.669
54,55,2073,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,1.67,1.67,2.0540000000000003,0.0,1.163,-2.858,8.356,-3.3710000000000004,-11.148,-0.162,-0.221,-1.8659999999999999,-1.327,-0.069,7.6129999999999995,-7.093,-2.115,6.837000000000001,-0.35100000000000003,-0.568,-1.38,NLL,-999.0,-18.007,115.03299999999999
55,56,2074,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.012,0.012,1.251,0.0,1.295,-1.2919999999999998,-0.41700000000000004,-2.173,-2.173,-0.414,13.011,-0.408,-11.519,-0.41700000000000004,-0.41700000000000004,-13.243,-2.173,9.818999999999999,11.993,-1.295,-2.167,NLL,-999.0,-25.789,130.59799999999998
56,57,2075,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.456,0.0,-0.003,2.405,0.001,-0.002,-2.4090000000000003,-2.404,-0.002,-2.406,-2.406,2.412,2.407,-2.4090000000000003,-19.998,19.998,2.4,-0.002,0.003,NLL,-999.0,-34.116,147.251
57,58,2079,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,1.271,1.271,1.796,0.0,-0.698,10.061,0.966,0.045,-0.866,8.689,0.301,0.706,-9.793,1.781,1.024,-7.343999999999999,0.036000000000000004,9.251,1.3780000000000001,0.413,0.465,NLL,-999.0,-22.045,123.109
58,59,2080,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.302,0.302,1.851,0.0,-0.047,0.312,0.138,-8.252,-0.259,0.7,0.42200000000000004,-0.425,-0.315,8.85,8.674,0.862,-0.49200000000000005,0.745,0.835,0.257,0.773,NLL,-999.0,-30.955,140.928
59,60,2081,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.441,0.0,1.5759999999999998,19.988,0.925,0.912,-4.058,19.988,0.915,0.922,-4.053,0.925,19.988,-4.055,-1.564,19.988,-1.569,-19.997,-4.058,NLL,-999.0,-25.813000000000002,130.644
60,61,2082,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,1.6119999999999999,1.6119999999999999,0.087,0.0,-5.091,5.1770000000000005,3.272,4.717,3.883,5.159,-9.011000000000001,5.083,5.023,2.035,-6.195,3.372,4.746,4.145,-7.667000000000001,5.229,3.24,NLL,-999.0,-42.799,164.61599999999999
61,62,2083,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.066,0.066,1.415,0.0,1.8459999999999999,-1.0170000000000001,-1.051,-1.839,-2.575,-1.0,-2.571,-2.57,-0.9620000000000001,-1.811,-2.542,-1.033,-1.7480000000000002,8.763,-1.018,-12.07,-1.0659999999999998,NLL,-999.0,-33.005,145.028
62,63,2088,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.27,0.0,-15.493,11.424000000000001,11.423,-19.897000000000002,15.491,19.563,-19.897000000000002,15.498,11.421,15.493,19.565,19.573,19.567999999999998,19.567999999999998,19.573,19.565,19.565,NLL,-999.0,-33.067,145.153
63,64,2089,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.501,0.0,1.271,0.9359999999999999,-1.264,-19.962,-3.4530000000000003,19.89,0.934,-1.254,-1.2690000000000001,19.844,-1.2590000000000001,-1.264,0.9329999999999999,19.873,0.9329999999999999,0.9229999999999999,-1.261,NLL,-999.0,-30.139,139.296
64,65,2093,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.523,0.0,-0.836,19.92,2.935,-1.265,-1.258,0.8290000000000001,2.9330000000000003,-19.871,-1.26,19.942999999999998,19.909000000000002,-1.263,-19.815,2.938,2.9330000000000003,-19.485,-19.383,NLL,-999.0,-20.776999999999997,120.574
65,66,2094,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.509,0.509,2.1319999999999997,0.0,-0.013000000000000001,0.114,0.402,0.594,8.907,0.695,0.59,0.42,0.433,8.645,0.43,-7.497000000000001,0.8009999999999999,1.0,1.018,0.44799999999999995,-6.756,NLL,-999.0,-30.32,139.659
66,67,2095,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.435,0.0,-0.802,-19.998,-1.719,-1.719,0.797,0.795,-1.7209999999999999,-19.998,0.795,3.318,3.326,0.797,0.802,19.999000000000002,3.326,3.326,-1.7209999999999999,NLL,-999.0,-31.875999999999998,142.77
67,68,2096,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.21899999999999997,0.0,14.984000000000002,-19.996,-14.984000000000002,-14.984000000000002,-14.982000000000001,-19.995,-19.996,-14.984000000000002,-19.996,-14.984000000000002,-14.982000000000001,-9.972000000000001,-19.996,-9.972000000000001,19.999000000000002,-14.984000000000002,-14.984000000000002,NLL,-999.0,-37.944,154.908
68,69,2097,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.451,0.0,0.777,-0.77,-0.762,-0.772,-19.995,1.6580000000000001,-3.208,-0.77,-3.2,1.66,-0.78,1.663,1.66,19.99,1.665,19.99,1.67,NLL,-999.0,-31.871,142.762
69,70,2098,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.515,0.0,0.43799999999999994,1.7009999999999998,-0.428,-19.910999999999998,-19.910999999999998,19.863,19.858,-2.559,-19.910999999999998,19.865,-2.5669999999999997,19.861,-19.910999999999998,19.87,19.873,1.696,-2.559,NLL,-999.0,-14.035,107.089
70,71,2099,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.05,0.05,2.141,0.0,4.249,-3.662,8.261000000000001,-4.225,-4.186,5.358,4.947,-4.651,-4.2139999999999995,3.572,3.37,-4.212,-4.175,-4.209,-3.654,-4.713,-4.2010000000000005,NLL,-999.0,-28.378,135.775
71,72,2100,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.011000000000000001,0.011000000000000001,1.131,0.0,0.9109999999999999,0.064,0.05,0.061,-1.8769999999999998,11.565999999999999,-0.899,-1.871,-0.9079999999999999,12.075999999999999,0.061,-1.874,-13.554,-1.868,-0.914,-1.879,-12.786,NLL,-999.0,-28.561999999999998,136.143
72,73,2101,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.038,0.038,1.735,0.0,3.552,6.436,-2.8789999999999996,-4.145,-3.514,6.676,12.481,-3.486,-3.5060000000000002,-2.861,7.71,5.027,-3.477,-3.523,-3.467,-4.138,-13.306,NLL,-999.0,-25.625,130.268
73,74,2102,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.6,0.0,0.863,-0.855,0.9690000000000001,-0.855,-2.682,-2.682,0.9740000000000001,-0.855,-0.858,-0.855,19.277,-19.72,-0.853,19.508,19.333,-0.858,0.9690000000000001,NLL,-999.0,-30.656,140.332
74,75,2103,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.358,0.0,9.094,-9.09,19.617,-12.16,-9.088,19.167,-6.017,-9.089,-12.145,19.436,-6.02,-12.148,-9.091000000000001,19.557000000000002,-9.091000000000001,-12.152999999999999,-12.154000000000002,NLL,-999.0,-29.615,138.249
75,76,2104,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.099,0.099,2.06,0.0,1.625,-1.0659999999999998,-2.1590000000000003,-9.535,-2.1830000000000003,-1.09,-9.175,-10.022,-2.1319999999999997,12.677999999999999,6.053999999999999,-2.1109999999999998,-2.1319999999999997,12.140999999999998,-1.046,5.8020000000000005,-1.577,NLL,-999.0,-20.715999999999998,120.45200000000001
76,77,2105,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.021,0.021,0.309,0.0,0.821,-4.365,-0.8009999999999999,-0.795,2.7539999999999996,-0.795,2.759,-0.8109999999999999,-0.8059999999999999,-0.8109999999999999,2.7539999999999996,2.7539999999999996,-4.349,-0.8109999999999999,2.748,-0.8059999999999999,-4.359,NLL,-999.0,-40.175,159.37
77,78,2107,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.535,0.0,0.35100000000000003,19.805,1.6969999999999998,-19.945,-19.942,19.805999999999997,1.699,-2.397,-2.398,19.775,19.769000000000002,-19.878,-2.401,1.702,19.631,-19.917,-2.4,NLL,-999.0,-15.755999999999998,110.53
78,79,2108,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.245,0.0,15.332,-10.847000000000001,-10.85,-15.327,-19.803,-10.85,-15.327,-19.8,-19.803,19.963,-15.327,-15.327,-15.327,-10.847000000000001,-10.847000000000001,-19.803,-19.803,NLL,-999.0,-36.364000000000004,151.746
79,80,2109,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.6679999999999999,0.6679999999999999,1.359,0.0,2.195,-1.033,-2.702,-1.9340000000000002,-2.557,-1.093,-1.526,-1.814,-1.492,-2.575,10.14,-1.736,-1.952,-0.975,-1.0090000000000001,-2.498,-2.7560000000000002,NLL,-999.0,-35.891999999999996,150.803
80,81,2110,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.209,0.209,1.849,0.0,5.138999999999999,8.449,-4.157,-4.864,-5.381,-4.262,8.902999999999999,-4.762,-4.971,2.504,3.2110000000000003,4.387,-5.689,-4.191,4.345,-5.265,-12.825,NLL,-999.0,-21.51,122.038
81,82,2111,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.561,0.0,-0.7829999999999999,0.79,0.785,-1.172,2.741,2.7460000000000004,0.7829999999999999,0.7879999999999999,0.785,19.968,0.7879999999999999,-19.926,0.7879999999999999,0.7879999999999999,2.7439999999999998,0.787,0.785,NLL,-999.0,-36.725,152.468
82,83,2112,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.24600000000000002,0.0,15.235999999999999,-15.239,-15.235999999999999,-19.706,-19.708,-10.763,-15.234000000000002,-19.706,-19.706,-10.765,-10.763,-19.703,-10.765999999999998,19.954,-10.763,-19.706,-15.235999999999999,NLL,-999.0,-35.841,150.7
83,84,2113,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.22699999999999998,0.0,-15.145,10.300999999999998,15.142999999999999,10.300999999999998,15.142999999999999,19.977,-19.995,15.148,10.304,19.977,15.15,15.145,15.142999999999999,15.14,19.98,10.300999999999998,19.982,NLL,-999.0,-37.417,153.852
84,85,2114,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.34,0.0,13.700999999999999,-16.918,-16.915,-13.697000000000001,-10.472000000000001,-10.455,-13.68,-13.689,-16.934,-13.677,-13.693,19.154,-13.672,19.19,-10.44,18.813,-10.425999999999998,NLL,-999.0,-32.385999999999996,143.791
85,86,2115,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.402,0.402,2.7460000000000004,0.0,0.27399999999999997,0.248,-0.098,-0.551,-13.855,5.05,0.049,-0.19,-0.489,5.31,11.362,-0.531,-5.778,6.315,5.215,-0.29600000000000004,-0.515,NLL,-999.0,-21.28,121.58
86,87,2118,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.583,0.0,1.324,-1.32,-1.314,0.574,-19.499000000000002,18.714000000000002,0.568,-19.483,-3.196,18.707,18.495,0.565,-1.3159999999999998,18.397000000000002,-1.318,18.423,0.569,NLL,-999.0,-22.342,123.70299999999999
87,88,2119,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.644,0.0,0.24,1.474,18.279,-18.309,-0.233,1.4709999999999999,1.473,-1.936,-18.529,1.4709999999999999,17.975,-1.9409999999999998,-1.936,18.695,1.4709999999999999,-0.24,-1.939,NLL,-999.0,-25.791,130.601
88,89,2123,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.316,0.316,1.7619999999999998,0.0,-1.943,0.685,2.414,-7.335,-9.277000000000001,0.998,1.371,0.883,-6.792999999999999,2.454,1.3419999999999999,1.393,0.9740000000000001,1.551,13.927999999999999,0.877,-8.727,NLL,-999.0,-26.208000000000002,131.435
89,90,2124,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.263,0.0,-15.237,11.047,15.248,11.067,-19.917,15.238,15.25,19.422,15.232000000000001,19.434,19.43,15.232000000000001,19.425,19.417,19.414,19.422,15.251,NLL,-999.0,-36.884,152.787
90,91,2125,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,1.1059999999999999,1.1059999999999999,2.056,0.0,3.327,6.882000000000001,-1.3619999999999999,-2.4619999999999997,-1.768,5.246,-1.575,-2.331,-3.1010000000000004,5.55,11.265,-2.655,-12.794,-0.489,-1.974,-15.052,-3.002,NLL,-999.0,-18.419,115.85600000000001
91,92,2126,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.909,0.909,1.739,0.0,0.065,1.4780000000000002,2.271,0.809,-8.777000000000001,9.271,10.828,1.8219999999999998,-8.477,10.166,10.016,0.644,-0.516,1.141,8.82,-8.254,0.5329999999999999,NLL,-999.0,-14.448,107.914
92,93,2128,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.27899999999999997,0.0,14.389000000000001,-14.377,19.54,-18.326,-18.311,19.54,-10.444,-10.449000000000002,-14.382,-10.447000000000001,-10.446,-18.311,-18.317,-10.447000000000001,-10.447000000000001,-18.319000000000003,-18.311,NLL,-999.0,-32.544000000000004,144.107
93,94,2129,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,1.166,1.166,1.531,0.0,2.9189999999999996,-0.831,-1.097,-2.05,-2.8160000000000003,8.769,9.774,-2.008,-2.171,-1.06,-0.948,-1.5290000000000001,-11.808,-0.809,-0.993,-2.978,-11.83,NLL,-999.0,-25.648000000000003,130.315
94,95,2130,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.544,0.0,0.006999999999999999,2.005,-0.017,-19.846,-19.914,18.111,2.0069999999999997,-19.816,-0.013999999999999999,19.87,-2.029,-19.829,-19.839000000000002,19.410999999999998,-0.015,-2.0380000000000003,-2.035,NLL,-999.0,-19.573,118.166
95,96,2131,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,1.194,1.194,1.34,0.0,2.117,-1.012,-1.838,-3.0189999999999997,-2.483,-1.0390000000000001,-0.35200000000000004,-1.825,-3.0669999999999997,-1.659,9.077,-1.98,-1.9,-0.597,-0.467,-1.729,-2.162,NLL,-999.0,-33.905,146.828
96,97,2132,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.628,0.0,0.618,17.186,18.028,-19.093,-18.564,1.1340000000000001,17.801,-0.613,-0.615,17.65,1.131,-19.05,-18.909000000000002,18.814,1.1340000000000001,-18.915,-0.612,NLL,-999.0,-15.071,109.161
97,98,2133,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.055,0.0,-0.049,0.047,-19.735,0.052000000000000005,-19.741,19.825,0.043,0.047,-19.742,0.045,0.040999999999999995,0.047,0.047,19.826,0.046,0.048,0.046,NLL,-999.0,-41.748999999999995,162.516
98,99,2134,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.498,0.0,2.512,19.365,19.149,-4.706,-4.711,19.622,19.397000000000002,-4.706,-4.709,18.185,-0.31,-4.7139999999999995,-2.504,18.394000000000002,19.336,-19.908,-2.499,NLL,-999.0,-19.055,117.12899999999999
99,100,2135,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.606,0.0,2.7430000000000003,17.209,15.880999999999998,-0.924,-0.9259999999999999,-0.924,-0.919,-2.728,-4.539,17.76,-0.9259999999999999,-4.547,-19.646,16.304000000000002,17.255,-19.625999999999998,-4.542,NLL,-999.0,-20.772,120.56299999999999
100,101,2136,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.493,0.493,1.401,0.0,1.724,-0.841,-1.025,-2.45,-1.5330000000000001,-0.7709999999999999,-1.482,-2.3819999999999997,-1.6980000000000002,-0.6629999999999999,-0.872,-2.049,-2.594,-0.815,9.014,-0.8490000000000001,-11.540999999999999,NLL,-999.0,-32.797,144.613
101,102,2137,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.9740000000000001,0.9740000000000001,1.515,0.0,-0.114,0.941,0.7390000000000001,-0.937,0.188,10.235,0.46,-0.48100000000000004,-0.537,9.584,9.429,-0.672,-0.015,9.948,0.135,-0.723,-0.631,NLL,-999.0,-27.759,134.537
102,103,2138,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.475,0.475,1.635,0.0,5.507999999999999,-4.1930000000000005,3.92,-5.391,-5.685,7.414,10.015,-4.861000000000001,-5.02,5.263999999999999,-4.257,-14.622,5.808,-4.2989999999999995,-3.966,-4.673,-5.492000000000001,NLL,-999.0,-23.285999999999998,125.59200000000001
103,104,2139,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.233,0.233,1.02,0.0,7.004,-5.4670000000000005,-6.678,-6.704,-7.452000000000001,9.187999999999999,-5.263,-6.156000000000001,-5.7139999999999995,9.696,8.625,-5.425,10.77,-5.52,-5.2170000000000005,-5.524,-5.502000000000001,NLL,-999.0,-28.203000000000003,135.425
104,105,2140,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.442,0.0,1.581,0.907,-4.069,-4.072,-4.067,0.909,-1.584,-4.059,0.904,19.951,19.951,-1.574,-19.988,19.951,19.951,0.912,-4.072,NLL,-999.0,-25.813000000000002,130.644
105,106,2141,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.01,0.01,0.233,0.0,15.267999999999999,-19.963,19.994,-15.27,-15.255,-10.558,-10.554,-19.965999999999998,-15.26,-10.559000000000001,-15.257,-19.974,-19.965,-10.552999999999999,-15.265,-19.965999999999998,-15.261,NLL,-999.0,-36.891,152.8
106,107,2142,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,0.912,0.912,1.251,0.0,-0.9790000000000001,2.676,2.5069999999999997,1.442,1.2990000000000002,2.6689999999999996,3.072,1.034,14.25,2.432,3.017,1.107,1.6880000000000002,2.995,13.845999999999998,0.903,-10.918,NLL,-999.0,-29.968000000000004,138.955
107,108,2143,choice_only,131071,11111111111111111,Coop_S0T5_S0T8_S0T12_S0T15_S3T5_S3T8_S3T12_S3T15_S7T5_S7T8_S7T12_S7T15_S10T5_S10T8_S10T12_S10T15,0,0,0,9.713,9.713,3.003,0.0,9.073,12.001,16.653,-7.172999999999999,-1.694,7.704,5.534,2.227,-8.472000000000001,6.999,8.058,-2.784,-6.235,-1.1159999999999999,0.02,-9.6,-11.318,NLL,-999.0,-5.745,90.508
