sub_ind,sub_ID,fit_to,comb_index,comb,feature_names,asymm_LR,bounded_weights,gaze,LR_up,LR_down,inv_temp,gaze_bias,feature_weight_1,feature_weight_2,feature_weight_3,feature_weight_4,cost_type,SSE,LL,BIC,model_type,features
1,2003,joint,1,0001,Nash,0,0,0,1.169,1.169,0.248,0.0,2.571,,,,SSE,5.332999999999999,-11.414000000000001,35.305,FeatureRL,CoGrRiNa
1,2003,joint,2,0010,Risk,0,0,0,0.16899999999999998,0.16899999999999998,0.11,0.0,0.415,,,,SSE,6.374,-17.113,46.702,FeatureRL,CoGrRiNa
1,2003,joint,3,0011,Risk_Nash,0,0,0,0.544,0.544,0.113,0.0,-1.963,5.234,,,SSE,5.641,-13.229000000000001,43.093,FeatureRL,CoGrRiNa
1,2003,joint,4,0100,Greed,0,0,0,0.855,0.855,0.35,0.0,2.636,,,,SSE,3.5810000000000004,1.077,10.323,FeatureRL,CoGrRiNa
1,2003,joint,5,0101,Greed_Nash,0,0,0,0.878,0.878,0.261,0.0,3.418,0.48100000000000004,,,SSE,3.458,2.187,12.261,FeatureRL,CoGrRiNa
1,2003,joint,6,0110,Greed_Risk,0,0,0,1.044,1.044,0.155,0.0,5.322,0.389,,,SSE,3.952,-2.0140000000000002,20.664,FeatureRL,CoGrRiNa
1,2003,joint,7,0111,Greed_Risk_Nash,0,0,0,0.529,0.529,0.272,0.0,3.6439999999999997,0.8059999999999999,-0.747,,SSE,3.7910000000000004,-0.66,22.114,FeatureRL,CoGrRiNa
1,2003,joint,8,1000,Coop,0,0,0,0.01,0.01,0.02,0.0,19.964000000000002,,,,SSE,5.795,-13.953,40.383,FeatureRL,CoGrRiNa
1,2003,joint,9,1001,Coop_Nash,0,0,0,1.163,1.163,0.195,0.0,2.86,2.915,,,SSE,4.936,-8.821,34.277,FeatureRL,CoGrRiNa
1,2003,joint,10,1010,Coop_Risk,0,0,0,0.054000000000000006,0.054000000000000006,0.08900000000000001,0.0,4.474,0.516,,,SSE,5.7860000000000005,-13.905,44.446000000000005,FeatureRL,CoGrRiNa
1,2003,joint,11,1011,Coop_Risk_Nash,0,0,0,0.56,0.56,0.08800000000000001,0.0,4.89,-2.424,6.593999999999999,,SSE,5.125,-10.022,40.838,FeatureRL,CoGrRiNa
1,2003,joint,12,1100,Coop_Greed,0,0,0,1.867,1.867,0.154,0.0,4.247,6.232,,,SSE,3.055,6.53,3.576,FeatureRL,CoGrRiNa
1,2003,joint,13,1101,Coop_Greed_Nash,0,0,0,0.318,0.318,0.787,0.0,0.821,1.2,0.171,,SSE,2.87,8.527999999999999,3.739,FeatureRL,CoGrRiNa
1,2003,joint,14,1110,Coop_Greed_Risk,0,0,0,0.42100000000000004,0.42100000000000004,0.377,0.0,1.422,2.245,0.168,,SSE,3.423,2.891,15.013,FeatureRL,CoGrRiNa
1,2003,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.158,0.158,0.9059999999999999,0.0,0.573,1.104,0.252,-0.23,SSE,3.278,4.281000000000001,16.391,FeatureRL,CoGrRiNa
10,2015,joint,1,0001,Nash,0,0,0,0.899,0.899,0.191,0.0,3.022,,,,SSE,4.98,-9.104,30.685,FeatureRL,CoGrRiNa
10,2015,joint,2,0010,Risk,0,0,0,0.013999999999999999,0.013999999999999999,0.015,0.0,9.177,,,,SSE,5.928999999999999,-14.689,41.855,FeatureRL,CoGrRiNa
10,2015,joint,3,0011,Risk_Nash,0,0,0,0.201,0.201,0.209,0.0,-0.62,2.763,,,SSE,5.2410000000000005,-10.737,38.11,FeatureRL,CoGrRiNa
10,2015,joint,4,0100,Greed,0,0,0,0.617,0.617,0.253,0.0,2.353,,,,SSE,4.425,-5.3229999999999995,23.122,FeatureRL,CoGrRiNa
10,2015,joint,5,0101,Greed_Nash,0,0,0,0.474,0.474,0.27399999999999997,0.0,1.7790000000000001,0.8640000000000001,,,SSE,4.218,-3.795,24.225,FeatureRL,CoGrRiNa
10,2015,joint,6,0110,Greed_Risk,0,0,0,0.713,0.713,0.111,0.0,4.931,1.3119999999999998,,,SSE,4.632,-6.789,30.213,FeatureRL,CoGrRiNa
10,2015,joint,7,0111,Greed_Risk_Nash,0,0,0,0.327,0.327,0.221,0.0,2.324,0.583,0.43200000000000005,,SSE,4.503,-5.881,32.556,FeatureRL,CoGrRiNa
10,2015,joint,8,1000,Coop,0,0,0,0.542,0.542,1.0390000000000001,0.0,0.387,,,,SSE,5.94,-14.742,41.96,FeatureRL,CoGrRiNa
10,2015,joint,9,1001,Coop_Nash,0,0,0,0.639,0.639,0.311,0.0,0.45799999999999996,1.903,,,SSE,4.923,-8.736,34.108000000000004,FeatureRL,CoGrRiNa
10,2015,joint,10,1010,Coop_Risk,0,0,0,0.01,0.01,0.01,0.0,2.458,13.450999999999999,,,SSE,5.9270000000000005,-14.675999999999998,45.986999999999995,FeatureRL,CoGrRiNa
10,2015,joint,11,1011,Coop_Risk_Nash,0,0,0,0.213,0.213,0.214,0.0,0.272,-0.609,2.7089999999999996,,SSE,5.23,-10.67,42.13399999999999,FeatureRL,CoGrRiNa
10,2015,joint,12,1100,Coop_Greed,0,0,0,0.528,0.528,0.337,0.0,0.332,1.751,,,SSE,4.354,-4.802,26.239,FeatureRL,CoGrRiNa
10,2015,joint,13,1101,Coop_Greed_Nash,0,0,0,0.522,0.522,0.27699999999999997,0.0,0.34,1.751,0.855,,SSE,4.152,-3.283,27.359,FeatureRL,CoGrRiNa
10,2015,joint,14,1110,Coop_Greed_Risk,0,0,0,0.368,0.368,0.243,0.0,0.302,2.256,0.59,,SSE,4.593999999999999,-6.524,33.842,FeatureRL,CoGrRiNa
10,2015,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.33299999999999996,0.33299999999999996,0.235,0.0,0.26,2.173,0.542,0.4,SSE,4.468,-5.6370000000000005,36.227,FeatureRL,CoGrRiNa
100,2135,joint,1,0001,Nash,0,0,0,1.913,1.913,0.042,0.0,3.39,,,,SSE,1.725,24.73,-36.984,FeatureRL,CoGrRiNa
100,2135,joint,2,0010,Risk,0,0,0,0.07400000000000001,0.07400000000000001,0.073,0.0,-1.733,,,,SSE,1.8259999999999998,22.916999999999998,-33.357,FeatureRL,CoGrRiNa
100,2135,joint,3,0011,Risk_Nash,0,0,0,0.15,0.15,0.17600000000000002,0.0,-1.868,2.149,,,SSE,1.52,28.736,-40.836999999999996,FeatureRL,CoGrRiNa
100,2135,joint,4,0100,Greed,0,0,0,0.247,0.247,0.39299999999999996,0.0,1.165,,,,SSE,1.004,41.777,-71.077,FeatureRL,CoGrRiNa
100,2135,joint,5,0101,Greed_Nash,0,0,0,0.287,0.287,0.24600000000000002,0.0,2.056,-0.5770000000000001,,,SSE,0.965,42.98,-69.325,FeatureRL,CoGrRiNa
100,2135,joint,6,0110,Greed_Risk,0,0,0,0.27399999999999997,0.27399999999999997,0.218,0.0,2.017,-0.701,,,SSE,1.023,41.196000000000005,-65.757,FeatureRL,CoGrRiNa
100,2135,joint,7,0111,Greed_Risk_Nash,0,0,0,0.23,0.23,0.20600000000000002,0.0,2.0709999999999997,-0.7340000000000001,-0.0,,SSE,1.012,41.535,-62.276,FeatureRL,CoGrRiNa
100,2135,joint,8,1000,Coop,0,0,0,0.01,0.01,0.01,0.0,18.52,,,,SSE,1.74,24.546999999999997,-36.617,FeatureRL,CoGrRiNa
100,2135,joint,9,1001,Coop_Nash,0,0,0,0.39899999999999997,0.39899999999999997,0.209,0.0,1.099,0.688,,,SSE,1.57,27.837,-39.038000000000004,FeatureRL,CoGrRiNa
100,2135,joint,10,1010,Coop_Risk,0,0,0,0.062,0.062,0.067,0.0,2.937,-1.906,,,SSE,1.6769999999999998,25.729,-34.823,FeatureRL,CoGrRiNa
100,2135,joint,11,1011,Coop_Risk_Nash,0,0,0,0.152,0.152,0.183,0.0,1.16,-1.8419999999999999,2.127,,SSE,1.3619999999999999,32.371,-43.946999999999996,FeatureRL,CoGrRiNa
100,2135,joint,12,1100,Coop_Greed,0,0,0,0.424,0.424,0.256,0.0,0.968,1.811,,,SSE,0.823,48.511,-80.387,FeatureRL,CoGrRiNa
100,2135,joint,13,1101,Coop_Greed_Nash,0,0,0,0.305,0.305,0.256,0.0,0.9440000000000001,2.008,-0.5820000000000001,,SSE,0.782,50.141000000000005,-79.48899999999999,FeatureRL,CoGrRiNa
100,2135,joint,14,1110,Coop_Greed_Risk,0,0,0,0.782,0.782,0.084,0.0,2.75,5.327999999999999,-1.8880000000000001,,SSE,0.85,47.472,-74.149,FeatureRL,CoGrRiNa
100,2135,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.19399999999999998,0.19399999999999998,0.262,0.0,0.86,1.645,-0.596,0.006999999999999999,SSE,0.8420000000000001,47.76,-70.566,FeatureRL,CoGrRiNa
101,2136,joint,1,0001,Nash,0,0,0,0.737,0.737,0.424,0.0,2.591,,,,SSE,4.171,-3.502,19.480999999999998,FeatureRL,CoGrRiNa
101,2136,joint,2,0010,Risk,0,0,0,0.361,0.361,0.212,0.0,1.0390000000000001,,,,SSE,6.041,-15.293,43.063,FeatureRL,CoGrRiNa
101,2136,joint,3,0011,Risk_Nash,0,0,0,0.3,0.3,0.326,0.0,-1.1440000000000001,3.66,,,SSE,4.143,-3.255,23.146,FeatureRL,CoGrRiNa
101,2136,joint,4,0100,Greed,0,0,0,0.34700000000000003,0.34700000000000003,0.272,0.0,2.661,,,,SSE,4.641,-6.876,26.228,FeatureRL,CoGrRiNa
101,2136,joint,5,0101,Greed_Nash,0,0,0,0.359,0.359,0.306,0.0,1.6440000000000001,2.124,,,SSE,3.9219999999999997,-1.527,19.689,FeatureRL,CoGrRiNa
101,2136,joint,6,0110,Greed_Risk,0,0,0,0.384,0.384,0.255,0.0,2.8489999999999998,0.868,,,SSE,4.266,-4.188,25.011999999999997,FeatureRL,CoGrRiNa
101,2136,joint,7,0111,Greed_Risk_Nash,0,0,0,0.313,0.313,0.275,0.0,1.4040000000000001,-0.647,3.023,,SSE,3.786,-0.389,21.572,FeatureRL,CoGrRiNa
101,2136,joint,8,1000,Coop,0,0,0,0.095,0.095,0.10800000000000001,0.0,2.375,,,,SSE,6.14,-15.805,44.088,FeatureRL,CoGrRiNa
101,2136,joint,9,1001,Coop_Nash,0,0,0,1.359,1.359,0.45,0.0,1.689,3.4010000000000002,,,SSE,3.242,4.629,7.377000000000001,FeatureRL,CoGrRiNa
101,2136,joint,10,1010,Coop_Risk,0,0,0,0.937,0.937,0.092,0.0,3.199,2.541,,,SSE,5.768,-13.804,44.243,FeatureRL,CoGrRiNa
101,2136,joint,11,1011,Coop_Risk_Nash,0,0,0,0.7170000000000001,0.7170000000000001,0.18100000000000002,0.0,1.983,-2.222,6.986000000000001,,SSE,3.7539999999999996,-0.065,20.925,FeatureRL,CoGrRiNa
101,2136,joint,12,1100,Coop_Greed,0,0,0,0.13699999999999998,0.13699999999999998,0.838,0.0,0.435,0.905,,,SSE,4.305,-4.446000000000001,25.526999999999997,FeatureRL,CoGrRiNa
101,2136,joint,13,1101,Coop_Greed_Nash,0,0,0,0.449,0.449,0.34600000000000003,0.0,1.226,1.56,2.092,,SSE,3.446,2.677,15.440999999999999,FeatureRL,CoGrRiNa
101,2136,joint,14,1110,Coop_Greed_Risk,0,0,0,0.436,0.436,0.275,0.0,1.2890000000000001,2.738,0.797,,SSE,3.9,-1.287,23.369,FeatureRL,CoGrRiNa
101,2136,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.322,0.322,0.331,0.0,1.113,1.226,-0.5660000000000001,2.62,SSE,3.3739999999999997,3.355,18.244,FeatureRL,CoGrRiNa
102,2137,joint,1,0001,Nash,0,0,0,0.519,0.519,0.295,0.0,2.7439999999999998,,,,SSE,9.075,-28.307,69.09100000000001,FeatureRL,CoGrRiNa
102,2137,joint,2,0010,Risk,0,0,0,0.01,0.01,0.01,0.0,-0.9390000000000001,,,,SSE,10.398,-32.661,77.798,FeatureRL,CoGrRiNa
102,2137,joint,3,0011,Risk_Nash,0,0,0,0.01,0.01,0.057,0.0,-11.418,19.996,,,SSE,8.665,-26.831,70.298,FeatureRL,CoGrRiNa
102,2137,joint,4,0100,Greed,0,0,0,0.746,0.746,0.469,0.0,3.94,,,,SSE,4.658,-6.999,26.475,FeatureRL,CoGrRiNa
102,2137,joint,5,0101,Greed_Nash,0,0,0,0.10099999999999999,0.10099999999999999,2.2159999999999997,0.0,0.715,0.141,,,SSE,5.061,-9.648,35.931,FeatureRL,CoGrRiNa
102,2137,joint,6,0110,Greed_Risk,0,0,0,0.35700000000000004,0.35700000000000004,0.358,0.0,3.5980000000000003,-0.141,,,SSE,6.225,-16.258,49.151,FeatureRL,CoGrRiNa
102,2137,joint,7,0111,Greed_Risk_Nash,0,0,0,0.313,0.313,0.331,0.0,4.195,0.28,-0.39,,SSE,6.1770000000000005,-16.009,52.813,FeatureRL,CoGrRiNa
102,2137,joint,8,1000,Coop,0,0,0,0.01,0.01,0.013000000000000001,0.0,19.942,,,,SSE,10.115,-31.781999999999996,76.04,FeatureRL,CoGrRiNa
102,2137,joint,9,1001,Coop_Nash,0,0,0,0.48,0.48,0.301,0.0,1.172,2.701,,,SSE,8.824,-27.412,71.46,FeatureRL,CoGrRiNa
102,2137,joint,10,1010,Coop_Risk,0,0,0,0.01,0.01,0.013000000000000001,0.0,19.994,-0.716,,,SSE,10.116,-31.783,80.20100000000001,FeatureRL,CoGrRiNa
102,2137,joint,11,1011,Coop_Risk_Nash,0,0,0,0.01,0.01,0.055,0.0,4.8389999999999995,-11.295,19.996,,SSE,8.437000000000001,-25.976,72.747,FeatureRL,CoGrRiNa
102,2137,joint,12,1100,Coop_Greed,0,0,0,0.932,0.932,0.496,0.0,2.133,4.996,,,SSE,3.9010000000000002,-1.2890000000000001,19.214000000000002,FeatureRL,CoGrRiNa
102,2137,joint,13,1101,Coop_Greed_Nash,0,0,0,0.8540000000000001,0.8540000000000001,0.29,0.0,2.0380000000000003,6.001,0.992,,SSE,4.547,-6.195,33.184,FeatureRL,CoGrRiNa
102,2137,joint,14,1110,Coop_Greed_Risk,0,0,0,0.39299999999999996,0.39299999999999996,0.365,0.0,1.081,3.6689999999999996,-0.196,,SSE,5.867999999999999,-14.357999999999999,49.511,FeatureRL,CoGrRiNa
102,2137,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.294,0.294,0.386,0.0,1.0270000000000001,3.835,0.256,-0.525,SSE,5.825,-14.12,53.193000000000005,FeatureRL,CoGrRiNa
103,2138,joint,1,0001,Nash,0,0,0,0.040999999999999995,0.040999999999999995,0.612,0.0,0.597,,,,SSE,6.747999999999999,-19.049,50.574,FeatureRL,CoGrRiNa
103,2138,joint,2,0010,Risk,0,0,0,0.01,0.01,0.01,0.0,-3.1239999999999997,,,,SSE,7.141,-20.831999999999997,54.14,FeatureRL,CoGrRiNa
103,2138,joint,3,0011,Risk_Nash,0,0,0,0.01,0.01,0.033,0.0,-11.8,19.994,,,SSE,6.454,-17.647000000000002,51.928999999999995,FeatureRL,CoGrRiNa
103,2138,joint,4,0100,Greed,0,0,0,0.131,0.131,1.295,0.0,0.737,,,,SSE,4.263,-4.81,22.096,FeatureRL,CoGrRiNa
103,2138,joint,5,0101,Greed_Nash,0,0,0,0.294,0.294,0.304,0.0,3.2460000000000004,-0.78,,,SSE,4.484,-6.382999999999999,29.401999999999997,FeatureRL,CoGrRiNa
103,2138,joint,6,0110,Greed_Risk,0,0,0,0.23199999999999998,0.23199999999999998,0.272,0.0,3.093,-0.18600000000000003,,,SSE,4.7860000000000005,-8.374,33.384,FeatureRL,CoGrRiNa
103,2138,joint,7,0111,Greed_Risk_Nash,0,0,0,0.12300000000000001,0.12300000000000001,0.358,0.0,2.968,0.478,-1.2770000000000001,,SSE,4.718,-7.937,36.668,FeatureRL,CoGrRiNa
103,2138,joint,8,1000,Coop,0,0,0,0.187,0.187,0.51,0.0,1.08,,,,SSE,6.2989999999999995,-16.625999999999998,45.728,FeatureRL,CoGrRiNa
103,2138,joint,9,1001,Coop_Nash,0,0,0,0.45,0.45,0.109,0.0,4.7410000000000005,3.486,,,SSE,5.898,-14.517999999999999,45.67100000000001,FeatureRL,CoGrRiNa
103,2138,joint,10,1010,Coop_Risk,0,0,0,0.01,0.01,0.023,0.0,19.991,-1.421,,,SSE,6.309,-16.676,49.986999999999995,FeatureRL,CoGrRiNa
103,2138,joint,11,1011,Coop_Risk_Nash,0,0,0,0.01,0.01,0.031,0.0,15.145,-11.252,19.986,,SSE,5.692,-13.383,47.56,FeatureRL,CoGrRiNa
103,2138,joint,12,1100,Coop_Greed,0,0,0,1.537,1.537,0.141,0.0,5.694,7.6,,,SSE,3.259,4.461,7.7139999999999995,FeatureRL,CoGrRiNa
103,2138,joint,13,1101,Coop_Greed_Nash,0,0,0,0.31,0.31,0.345,0.0,1.851,3.045,-0.7829999999999999,,SSE,3.611,1.18,18.435,FeatureRL,CoGrRiNa
103,2138,joint,14,1110,Coop_Greed_Risk,0,0,0,0.261,0.261,0.289,0.0,2.074,3.0639999999999996,-0.192,,SSE,3.929,-1.5219999999999998,23.838,FeatureRL,CoGrRiNa
103,2138,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.146,0.146,0.299,0.0,1.8980000000000001,3.676,0.545,-1.53,SSE,3.903,-1.308,27.57,FeatureRL,CoGrRiNa
104,2139,joint,1,0001,Nash,0,0,0,0.49700000000000005,0.49700000000000005,0.271,0.0,1.8259999999999998,,,,SSE,5.775,-14.752,41.981,FeatureRL,CoGrRiNa
104,2139,joint,2,0010,Risk,0,0,0,0.01,0.01,0.013999999999999999,0.0,19.993,,,,SSE,6.18,-16.838,46.153,FeatureRL,CoGrRiNa
104,2139,joint,3,0011,Risk_Nash,0,0,0,0.01,0.01,0.017,0.0,7.336,19.985,,,SSE,5.962000000000001,-15.765999999999998,48.168,FeatureRL,CoGrRiNa
104,2139,joint,4,0100,Greed,0,0,0,0.235,0.235,0.147,0.0,1.676,,,,SSE,6.256,-17.218,46.913000000000004,FeatureRL,CoGrRiNa
104,2139,joint,5,0101,Greed_Nash,0,0,0,0.308,0.308,0.152,0.0,0.429,2.736,,,SSE,5.857,-15.243,47.122,FeatureRL,CoGrRiNa
104,2139,joint,6,0110,Greed_Risk,0,0,0,0.01,0.01,0.015,0.0,16.162,19.984,,,SSE,5.966,-15.786,48.208,FeatureRL,CoGrRiNa
104,2139,joint,7,0111,Greed_Risk_Nash,0,0,0,0.107,0.107,0.027999999999999997,0.0,5.0360000000000005,7.0329999999999995,7.176,,SSE,5.925,-15.581,51.956,FeatureRL,CoGrRiNa
104,2139,joint,8,1000,Coop,0,0,0,0.408,0.408,0.184,0.0,3.682,,,,SSE,5.206,-10.525,33.527,FeatureRL,CoGrRiNa
104,2139,joint,9,1001,Coop_Nash,0,0,0,0.61,0.61,0.271,0.0,3.037,2.1519999999999997,,,SSE,4.408,-5.2,27.035999999999998,FeatureRL,CoGrRiNa
104,2139,joint,10,1010,Coop_Risk,0,0,0,0.01,0.01,0.03,0.0,19.996,10.552,,,SSE,4.887,-8.5,33.635,FeatureRL,CoGrRiNa
104,2139,joint,11,1011,Coop_Risk_Nash,0,0,0,0.01,0.01,0.031,0.0,19.980999999999998,5.058,11.875,,SSE,4.648,-6.896,34.586,FeatureRL,CoGrRiNa
104,2139,joint,12,1100,Coop_Greed,0,0,0,0.23199999999999998,0.23199999999999998,0.243,0.0,2.753,1.207,,,SSE,4.919,-8.713,34.061,FeatureRL,CoGrRiNa
104,2139,joint,13,1101,Coop_Greed_Nash,0,0,0,0.242,0.242,0.268,0.0,2.605,0.318,1.787,,SSE,4.498,-5.847,32.488,FeatureRL,CoGrRiNa
104,2139,joint,14,1110,Coop_Greed_Risk,0,0,0,0.01,0.01,0.031,0.0,19.987000000000002,8.772,10.725,,SSE,4.654,-6.939,34.672,FeatureRL,CoGrRiNa
104,2139,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.081,0.081,0.158,0.0,4.026,1.04,1.514,1.4140000000000001,SSE,4.599,-6.556,38.065,FeatureRL,CoGrRiNa
105,2140,joint,1,0001,Nash,0,0,0,0.569,0.569,0.59,0.0,3.153,,,,SSE,6.968,-19.858,52.193000000000005,FeatureRL,CoGrRiNa
105,2140,joint,2,0010,Risk,0,0,0,0.312,0.312,0.19699999999999998,0.0,1.84,,,,SSE,10.497,-32.961999999999996,78.40100000000001,FeatureRL,CoGrRiNa
105,2140,joint,3,0011,Risk_Nash,0,0,0,0.244,0.244,0.38799999999999996,0.0,-0.992,4.239,,,SSE,7.148,-20.669,57.973,FeatureRL,CoGrRiNa
105,2140,joint,4,0100,Greed,0,0,0,0.284,0.284,1.117,0.0,1.101,,,,SSE,7.409,-21.816,56.108999999999995,FeatureRL,CoGrRiNa
105,2140,joint,5,0101,Greed_Nash,0,0,0,1.5819999999999999,1.5819999999999999,0.184,0.0,4.615,8.722000000000001,,,SSE,5.669,-13.259,43.153,FeatureRL,CoGrRiNa
105,2140,joint,6,0110,Greed_Risk,0,0,0,0.7959999999999999,0.7959999999999999,0.261,0.0,4.29,1.7169999999999999,,,SSE,7.058,-20.264,57.163000000000004,FeatureRL,CoGrRiNa
105,2140,joint,7,0111,Greed_Risk_Nash,0,0,0,0.36200000000000004,0.36200000000000004,0.409,0.0,1.033,-0.537,3.722,,SSE,6.1160000000000005,-15.683,52.161,FeatureRL,CoGrRiNa
105,2140,joint,8,1000,Coop,0,0,0,0.01,0.01,0.01,0.0,19.97,,,,SSE,10.93,-34.260999999999996,80.999,FeatureRL,CoGrRiNa
105,2140,joint,9,1001,Coop_Nash,0,0,0,0.526,0.526,0.478,0.0,0.612,3.4360000000000004,,,SSE,7.172999999999999,-20.784000000000002,58.203,FeatureRL,CoGrRiNa
105,2140,joint,10,1010,Coop_Risk,0,0,0,0.35,0.35,0.075,0.0,2.727,4.675,,,SSE,10.448,-32.817,82.27,FeatureRL,CoGrRiNa
105,2140,joint,11,1011,Coop_Risk_Nash,0,0,0,0.29600000000000004,0.29600000000000004,0.365,0.0,1.141,-1.4340000000000002,5.039,,SSE,6.931,-19.680999999999997,60.156000000000006,FeatureRL,CoGrRiNa
105,2140,joint,12,1100,Coop_Greed,0,0,0,0.625,0.625,0.386,0.0,0.478,2.889,,,SSE,7.716,-23.116,62.867,FeatureRL,CoGrRiNa
105,2140,joint,13,1101,Coop_Greed_Nash,0,0,0,0.645,0.645,0.377,0.0,0.501,1.8840000000000001,3.839,,SSE,5.843999999999999,-14.22,49.233999999999995,FeatureRL,CoGrRiNa
105,2140,joint,14,1110,Coop_Greed_Risk,0,0,0,0.518,0.518,0.39899999999999997,0.0,0.835,2.967,0.841,,SSE,7.081,-20.371,61.536,FeatureRL,CoGrRiNa
105,2140,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.34700000000000003,0.34700000000000003,0.439,0.0,0.988,0.887,-0.888,4.025,SSE,5.892,-14.485,53.923,FeatureRL,CoGrRiNa
106,2141,joint,1,0001,Nash,0,0,0,1.094,1.094,0.368,0.0,0.809,,,,SSE,4.928999999999999,-8.771,30.019000000000002,FeatureRL,CoGrRiNa
106,2141,joint,2,0010,Risk,0,0,0,0.995,0.995,0.09699999999999999,0.0,-1.1840000000000002,,,,SSE,5.9,-14.524000000000001,41.525,FeatureRL,CoGrRiNa
106,2141,joint,3,0011,Risk_Nash,0,0,0,0.691,0.691,0.237,0.0,-1.285,1.89,,,SSE,4.995,-9.196,35.028,FeatureRL,CoGrRiNa
106,2141,joint,4,0100,Greed,0,0,0,0.716,0.716,0.4,0.0,1.7280000000000002,,,,SSE,4.145,-3.2319999999999998,18.941,FeatureRL,CoGrRiNa
106,2141,joint,5,0101,Greed_Nash,0,0,0,1.063,1.063,0.35100000000000003,0.0,2.5380000000000003,-0.595,,,SSE,3.195,5.098,6.439,FeatureRL,CoGrRiNa
106,2141,joint,6,0110,Greed_Risk,0,0,0,2.0669999999999997,2.0669999999999997,0.105,0.0,6.695,-1.6969999999999998,,,SSE,3.6689999999999996,0.67,15.296,FeatureRL,CoGrRiNa
106,2141,joint,7,0111,Greed_Risk_Nash,0,0,0,0.6,0.6,0.33299999999999996,0.0,2.449,-0.057,-0.534,,SSE,3.3169999999999997,3.9010000000000002,12.993,FeatureRL,CoGrRiNa
106,2141,joint,8,1000,Coop,0,0,0,0.01,0.01,0.01,0.0,14.952,,,,SSE,6.15,-15.859000000000002,44.193999999999996,FeatureRL,CoGrRiNa
106,2141,joint,9,1001,Coop_Nash,0,0,0,0.96,0.96,0.41600000000000004,0.0,1.1320000000000001,0.741,,,SSE,4.829,-8.115,32.865,FeatureRL,CoGrRiNa
106,2141,joint,10,1010,Coop_Risk,0,0,0,0.431,0.431,0.225,0.0,0.9740000000000001,-0.502,,,SSE,5.829,-14.14,44.916000000000004,FeatureRL,CoGrRiNa
106,2141,joint,11,1011,Coop_Risk_Nash,0,0,0,0.836,0.836,0.22,0.0,1.396,-1.4140000000000001,2.083,,SSE,4.862,-8.339,37.473,FeatureRL,CoGrRiNa
106,2141,joint,12,1100,Coop_Greed,0,0,0,0.9079999999999999,0.9079999999999999,0.322,0.0,1.167,2.075,,,SSE,4.05,-2.491,21.618000000000002,FeatureRL,CoGrRiNa
106,2141,joint,13,1101,Coop_Greed_Nash,0,0,0,3.323,3.323,0.136,0.0,3.845,6.851,-1.37,,SSE,2.845,8.817,3.161,FeatureRL,CoGrRiNa
106,2141,joint,14,1110,Coop_Greed_Risk,0,0,0,0.643,0.643,0.389,0.0,0.9209999999999999,1.795,-0.505,,SSE,3.43,2.8280000000000003,15.138,FeatureRL,CoGrRiNa
106,2141,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.747,0.747,0.311,0.0,1.102,2.623,-0.14400000000000002,-0.531,SSE,3.055,6.531000000000001,11.892000000000001,FeatureRL,CoGrRiNa
107,2142,joint,1,0001,Nash,0,0,0,0.8079999999999999,0.8079999999999999,0.09699999999999999,0.0,2.597,,,,SSE,5.172999999999999,-10.338,33.152,FeatureRL,CoGrRiNa
107,2142,joint,2,0010,Risk,0,0,0,0.276,0.276,0.16399999999999998,0.0,-0.594,,,,SSE,5.331,-11.294,35.065,FeatureRL,CoGrRiNa
107,2142,joint,3,0011,Risk_Nash,0,0,0,0.151,0.151,0.307,0.0,-1.264,1.78,,,SSE,4.792,-7.898,32.431999999999995,FeatureRL,CoGrRiNa
107,2142,joint,4,0100,Greed,0,0,0,1.046,1.046,0.09699999999999999,0.0,6.531000000000001,,,,SSE,3.841,-0.835,14.145999999999999,FeatureRL,CoGrRiNa
107,2142,joint,5,0101,Greed_Nash,0,0,0,0.27699999999999997,0.27699999999999997,0.264,0.0,2.647,-0.698,,,SSE,3.82,-0.675,17.986,FeatureRL,CoGrRiNa
107,2142,joint,6,0110,Greed_Risk,0,0,0,0.38299999999999995,0.38299999999999995,0.22899999999999998,0.0,2.78,-0.491,,,SSE,3.7030000000000003,0.327,15.981,FeatureRL,CoGrRiNa
107,2142,joint,7,0111,Greed_Risk_Nash,0,0,0,0.245,0.245,0.247,0.0,2.653,-0.272,-0.373,,SSE,3.7760000000000002,-0.299,21.393,FeatureRL,CoGrRiNa
107,2142,joint,8,1000,Coop,0,0,0,0.01,0.01,0.012,0.0,19.828,,,,SSE,5.202000000000001,-10.503,33.484,FeatureRL,CoGrRiNa
107,2142,joint,9,1001,Coop_Nash,0,0,0,1.138,1.138,0.092,0.0,3.502,2.741,,,SSE,4.906000000000001,-8.627,33.889,FeatureRL,CoGrRiNa
107,2142,joint,10,1010,Coop_Risk,0,0,0,0.262,0.262,0.17300000000000001,0.0,1.547,-0.5529999999999999,,,SSE,5.0969999999999995,-9.851,36.336999999999996,FeatureRL,CoGrRiNa
