sub_ind,sub_ID,fit_to,comb_index,comb,feature_names,asymm_LR,bounded_weights,gaze,LR_up,LR_down,inv_temp,gaze_bias,feature_weight_1,feature_weight_2,feature_weight_3,feature_weight_4,cost_type,SSE,LL,BIC,model_type,features
119,2159,joint,5,0101,Greed_Nash,0,0,0,0.373,0.373,0.33,0.0,1.49,0.182,,,SSE,1.538,28.502,-40.369,FeatureRL,CoGrRiNa
119,2159,joint,6,0110,Greed_Risk,0,0,0,0.34700000000000003,0.34700000000000003,0.258,0.0,1.994,-0.177,,,SSE,1.755,24.274,-31.912,FeatureRL,CoGrRiNa
119,2159,joint,7,0111,Greed_Risk_Nash,0,0,0,1.139,1.139,0.057999999999999996,0.0,7.006,-2.146,3.335,,SSE,1.7830000000000001,23.764,-26.733,FeatureRL,CoGrRiNa
119,2159,joint,8,1000,Coop,0,0,0,0.01,0.01,0.01,0.0,7.468999999999999,,,,SSE,2.958,7.569,-2.661,FeatureRL,CoGrRiNa
119,2159,joint,9,1001,Coop_Nash,0,0,0,0.40299999999999997,0.40299999999999997,0.21899999999999997,0.0,0.46799999999999997,1.52,,,SSE,2.58,11.940999999999999,-7.246,FeatureRL,CoGrRiNa
119,2159,joint,10,1010,Coop_Risk,0,0,0,0.01,0.01,0.01,0.0,7.4879999999999995,-3.7460000000000004,,,SSE,2.952,7.629,1.3780000000000001,FeatureRL,CoGrRiNa
119,2159,joint,11,1011,Coop_Risk_Nash,0,0,0,0.085,0.085,0.12,0.0,0.6579999999999999,-2.668,4.61,,SSE,2.391,14.367,-7.94,FeatureRL,CoGrRiNa
119,2159,joint,12,1100,Coop_Greed,0,0,0,1.443,1.443,0.132,0.0,0.945,4.064,,,SSE,1.375,32.082,-47.528999999999996,FeatureRL,CoGrRiNa
119,2159,joint,13,1101,Coop_Greed_Nash,0,0,0,0.47200000000000003,0.47200000000000003,0.278,0.0,0.439,1.768,0.168,,SSE,1.5,29.296999999999997,-37.799,FeatureRL,CoGrRiNa
119,2159,joint,14,1110,Coop_Greed_Risk,0,0,0,0.379,0.379,0.25,0.0,0.42,2.048,-0.196,,SSE,1.724,24.845,-28.897,FeatureRL,CoGrRiNa
119,2159,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.34299999999999997,0.34299999999999997,0.20199999999999999,0.0,0.523,2.0140000000000002,-0.62,0.9359999999999999,SSE,1.7530000000000001,24.296999999999997,-23.642,FeatureRL,CoGrRiNa
12,2019,joint,1,0001,Nash,0,0,0,1.034,1.034,0.22899999999999998,0.0,0.7170000000000001,,,,SSE,3.79,-0.375,13.227,FeatureRL,CoGrRiNa
12,2019,joint,2,0010,Risk,0,0,0,0.054000000000000006,0.054000000000000006,0.067,0.0,-0.467,,,,SSE,4.371,-4.928999999999999,22.334,FeatureRL,CoGrRiNa
12,2019,joint,3,0011,Risk_Nash,0,0,0,0.26899999999999996,0.26899999999999996,0.177,0.0,-1.056,1.693,,,SSE,4.079,-2.72,22.076,FeatureRL,CoGrRiNa
12,2019,joint,4,0100,Greed,0,0,0,1.319,1.319,0.218,0.0,3.083,,,,SSE,2.3930000000000002,14.325,-16.174,FeatureRL,CoGrRiNa
12,2019,joint,5,0101,Greed_Nash,0,0,0,0.225,0.225,0.919,0.0,0.635,-0.046,,,SSE,2.397,14.27,-11.904000000000002,FeatureRL,CoGrRiNa
12,2019,joint,6,0110,Greed_Risk,0,0,0,0.983,0.983,0.127,0.0,3.9019999999999997,-0.488,,,SSE,3.032,6.763,3.109,FeatureRL,CoGrRiNa
12,2019,joint,7,0111,Greed_Risk_Nash,0,0,0,0.46799999999999997,0.46799999999999997,0.22,0.0,2.191,-0.18,-0.151,,SSE,2.964,7.485,5.824,FeatureRL,CoGrRiNa
12,2019,joint,8,1000,Coop,0,0,0,0.01,0.01,0.01,0.0,18.588,,,,SSE,4.234,-3.915,20.308,FeatureRL,CoGrRiNa
12,2019,joint,9,1001,Coop_Nash,0,0,0,0.846,0.846,0.27699999999999997,0.0,1.0590000000000002,0.623,,,SSE,3.6630000000000003,0.7240000000000001,15.187000000000001,FeatureRL,CoGrRiNa
12,2019,joint,10,1010,Coop_Risk,0,0,0,0.01,0.01,0.01,0.0,18.000999999999998,-3.017,,,SSE,4.23,-3.886,24.406999999999996,FeatureRL,CoGrRiNa
12,2019,joint,11,1011,Coop_Risk_Nash,0,0,0,1.1,1.1,0.043,0.0,4.8660000000000005,-4.474,7.17,,SSE,3.9410000000000003,-1.617,24.029,FeatureRL,CoGrRiNa
12,2019,joint,12,1100,Coop_Greed,0,0,0,0.544,0.544,0.5670000000000001,0.0,0.648,1.177,,,SSE,2.155,17.694000000000003,-18.752,FeatureRL,CoGrRiNa
12,2019,joint,13,1101,Coop_Greed_Nash,0,0,0,1.1340000000000001,1.1340000000000001,0.2,0.0,1.472,2.803,-0.054000000000000006,,SSE,2.186,17.247,-13.7,FeatureRL,CoGrRiNa
12,2019,joint,14,1110,Coop_Greed_Risk,0,0,0,0.474,0.474,0.284,0.0,0.84,1.73,-0.188,,SSE,2.858,8.664,3.466,FeatureRL,CoGrRiNa
12,2019,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.41,0.41,0.266,0.0,0.826,1.714,-0.191,0.013999999999999999,SSE,2.8110000000000004,9.192,6.569,FeatureRL,CoGrRiNa
120,2160,joint,1,0001,Nash,0,0,0,0.7659999999999999,0.7659999999999999,0.139,0.0,2.012,,,,SSE,2.8510000000000004,8.73,-4.984,FeatureRL,CoGrRiNa
120,2160,joint,2,0010,Risk,0,0,0,0.01,0.01,0.01,0.0,-6.421,,,,SSE,3.17,5.343999999999999,1.7890000000000001,FeatureRL,CoGrRiNa
120,2160,joint,3,0011,Risk_Nash,0,0,0,0.047,0.047,0.5429999999999999,0.0,-0.555,0.856,,,SSE,2.7489999999999997,9.901,-3.167,FeatureRL,CoGrRiNa
120,2160,joint,4,0100,Greed,0,0,0,0.259,0.259,0.645,0.0,0.9440000000000001,,,,SSE,1.837,22.776,-33.075,FeatureRL,CoGrRiNa
120,2160,joint,5,0101,Greed_Nash,0,0,0,0.7659999999999999,0.7659999999999999,0.16,0.0,3.4389999999999996,0.066,,,SSE,1.8769999999999998,22.078000000000003,-27.52,FeatureRL,CoGrRiNa
120,2160,joint,6,0110,Greed_Risk,0,0,0,0.565,0.565,0.154,0.0,3.383,-0.57,,,SSE,2.105,18.430999999999997,-20.227,FeatureRL,CoGrRiNa
120,2160,joint,7,0111,Greed_Risk_Nash,0,0,0,0.369,0.369,0.18100000000000002,0.0,2.483,-0.604,0.532,,SSE,2.1109999999999998,18.335,-15.876,FeatureRL,CoGrRiNa
120,2160,joint,8,1000,Coop,0,0,0,0.431,0.431,0.068,0.0,2.7030000000000003,,,,SSE,3.077,6.2989999999999995,-0.122,FeatureRL,CoGrRiNa
120,2160,joint,9,1001,Coop_Nash,0,0,0,1.197,1.197,0.095,0.0,2.4819999999999998,2.9530000000000003,,,SSE,2.727,10.17,-3.7039999999999997,FeatureRL,CoGrRiNa
120,2160,joint,10,1010,Coop_Risk,0,0,0,0.01,0.01,0.01,0.0,16.465999999999998,-6.547999999999999,,,SSE,3.0610000000000004,6.473,3.69,FeatureRL,CoGrRiNa
120,2160,joint,11,1011,Coop_Risk_Nash,0,0,0,0.37,0.37,0.075,0.0,2.421,-4.022,6.185,,SSE,2.638,11.222999999999999,-1.652,FeatureRL,CoGrRiNa
120,2160,joint,12,1100,Coop_Greed,0,0,0,1.953,1.953,0.091,0.0,3.2239999999999998,6.681,,,SSE,1.6780000000000002,25.706,-34.775999999999996,FeatureRL,CoGrRiNa
120,2160,joint,13,1101,Coop_Greed_Nash,0,0,0,0.253,0.253,0.517,0.0,0.495,1.053,0.032,,SSE,1.729,24.748,-28.701,FeatureRL,CoGrRiNa
120,2160,joint,14,1110,Coop_Greed_Risk,0,0,0,0.43200000000000005,0.43200000000000005,0.225,0.0,1.033,2.366,-0.42,,SSE,1.953,20.851999999999997,-20.91,FeatureRL,CoGrRiNa
120,2160,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.295,0.295,0.245,0.0,0.8759999999999999,1.8359999999999999,-0.491,0.44799999999999995,SSE,1.973,20.515,-16.077,FeatureRL,CoGrRiNa
121,2161,joint,1,0001,Nash,0,0,0,3.884,3.884,0.043,0.0,9.668,,,,SSE,6.066,-15.479000000000001,43.435,FeatureRL,CoGrRiNa
121,2161,joint,2,0010,Risk,0,0,0,0.053,0.053,0.064,0.0,-2.026,,,,SSE,6.671,-18.533,49.544,FeatureRL,CoGrRiNa
121,2161,joint,3,0011,Risk_Nash,0,0,0,0.45799999999999996,0.45799999999999996,0.078,0.0,-8.026,11.179,,,SSE,5.571000000000001,-12.797,42.229,FeatureRL,CoGrRiNa
121,2161,joint,4,0100,Greed,0,0,0,0.22699999999999998,0.22699999999999998,0.42700000000000005,0.0,2.5380000000000003,,,,SSE,3.585,1.056,10.365,FeatureRL,CoGrRiNa
121,2161,joint,5,0101,Greed_Nash,0,0,0,0.321,0.321,0.263,0.0,4.758,-1.232,,,SSE,3.333,3.392,9.851,FeatureRL,CoGrRiNa
121,2161,joint,6,0110,Greed_Risk,0,0,0,0.23199999999999998,0.23199999999999998,0.26,0.0,3.943,-0.708,,,SSE,3.59,1.0290000000000001,14.577,FeatureRL,CoGrRiNa
121,2161,joint,7,0111,Greed_Risk_Nash,0,0,0,0.184,0.184,0.28,0.0,4.377,0.033,-1.381,,SSE,3.437,2.4090000000000003,15.977,FeatureRL,CoGrRiNa
121,2161,joint,8,1000,Coop,0,0,0,0.156,0.156,0.325,0.0,1.242,,,,SSE,6.199,-16.113,44.703,FeatureRL,CoGrRiNa
121,2161,joint,9,1001,Coop_Nash,0,0,0,2.129,2.129,0.076,0.0,6.244,5.898,,,SSE,5.544,-12.538,41.711999999999996,FeatureRL,CoGrRiNa
121,2161,joint,10,1010,Coop_Risk,0,0,0,0.024,0.024,0.049,0.0,7.617999999999999,-2.725,,,SSE,6.1370000000000005,-15.790999999999999,48.217,FeatureRL,CoGrRiNa
121,2161,joint,11,1011,Coop_Risk_Nash,0,0,0,0.258,0.258,0.129,0.0,3.0589999999999997,-4.544,6.517,,SSE,5.093,-9.824,40.442,FeatureRL,CoGrRiNa
121,2161,joint,12,1100,Coop_Greed,0,0,0,0.34,0.34,0.35200000000000004,0.0,1.676,3.411,,,SSE,2.928,7.885,0.865,FeatureRL,CoGrRiNa
121,2161,joint,13,1101,Coop_Greed_Nash,0,0,0,0.254,0.254,0.381,0.0,1.574,3.699,-0.99,,SSE,2.654,11.035,-1.275,FeatureRL,CoGrRiNa
121,2161,joint,14,1110,Coop_Greed_Risk,0,0,0,0.092,0.092,0.8809999999999999,0.0,0.637,1.296,-0.213,,SSE,2.944,7.7139999999999995,5.3660000000000005,FeatureRL,CoGrRiNa
121,2161,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.18600000000000003,0.18600000000000003,0.359,0.0,1.6380000000000001,4.012,0.14400000000000002,-1.42,SSE,2.747,9.933,5.087,FeatureRL,CoGrRiNa
122,2162,joint,1,0001,Nash,0,0,0,0.01,0.01,0.01,0.0,11.243,,,,SSE,8.212,-25.108,62.693000000000005,FeatureRL,CoGrRiNa
122,2162,joint,2,0010,Risk,0,0,0,0.01,0.01,0.01,0.0,-10.005,,,,SSE,8.21,-25.101,62.678000000000004,FeatureRL,CoGrRiNa
122,2162,joint,3,0011,Risk_Nash,0,0,0,0.01,0.01,0.013999999999999999,0.0,-17.427,19.99,,,SSE,8.065,-24.53,65.695,FeatureRL,CoGrRiNa
122,2162,joint,4,0100,Greed,0,0,0,0.7879999999999999,0.7879999999999999,0.263,0.0,1.459,,,,SSE,7.355,-21.581,55.638000000000005,FeatureRL,CoGrRiNa
122,2162,joint,5,0101,Greed_Nash,0,0,0,0.331,0.331,0.19699999999999998,0.0,1.776,-0.39899999999999997,,,SSE,7.757000000000001,-23.285,63.205,FeatureRL,CoGrRiNa
122,2162,joint,6,0110,Greed_Risk,0,0,0,0.331,0.331,0.14800000000000002,0.0,1.95,-0.8590000000000001,,,SSE,7.8020000000000005,-23.467,63.568999999999996,FeatureRL,CoGrRiNa
122,2162,joint,7,0111,Greed_Risk_Nash,0,0,0,0.16,0.16,0.142,0.0,1.9240000000000002,-0.831,0.06,,SSE,7.8870000000000005,-23.815,68.42399999999999,FeatureRL,CoGrRiNa
122,2162,joint,8,1000,Coop,0,0,0,5.696000000000001,5.696000000000001,0.046,0.0,7.534,,,,SSE,8.0,-24.275,61.027,FeatureRL,CoGrRiNa
122,2162,joint,9,1001,Coop_Nash,0,0,0,0.01,0.01,0.01,0.0,19.957,10.912,,,SSE,8.042,-24.441999999999997,65.52,FeatureRL,CoGrRiNa
122,2162,joint,10,1010,Coop_Risk,0,0,0,0.01,0.01,0.01,0.0,19.979,-9.751,,,SSE,8.04,-24.434,65.503,FeatureRL,CoGrRiNa
122,2162,joint,11,1011,Coop_Risk_Nash,0,0,0,0.01,0.01,0.015,0.0,14.753,-17.469,19.992,,SSE,7.886,-23.815,68.42399999999999,FeatureRL,CoGrRiNa
122,2162,joint,12,1100,Coop_Greed,0,0,0,1.038,1.038,0.363,0.0,1.0659999999999998,1.432,,,SSE,6.876,-19.428,55.49100000000001,FeatureRL,CoGrRiNa
122,2162,joint,13,1101,Coop_Greed_Nash,0,0,0,0.375,0.375,0.222,0.0,1.093,1.6380000000000001,-0.318,,SSE,7.52,-22.295,65.385,FeatureRL,CoGrRiNa
122,2162,joint,14,1110,Coop_Greed_Risk,0,0,0,0.318,0.318,0.18899999999999997,0.0,1.199,1.588,-0.7170000000000001,,SSE,7.591,-22.595,65.985,FeatureRL,CoGrRiNa
122,2162,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.235,0.235,0.11199999999999999,0.0,1.9169999999999998,2.396,-1.187,0.263,SSE,7.707000000000001,-23.078000000000003,71.109,FeatureRL,CoGrRiNa
123,2163,joint,1,0001,Nash,0,0,0,0.01,0.01,0.017,0.0,19.965999999999998,,,,SSE,2.912,8.062999999999999,-3.6489999999999996,FeatureRL,CoGrRiNa
123,2163,joint,2,0010,Risk,0,0,0,0.01,0.01,0.01,0.0,-13.450999999999999,,,,SSE,3.1910000000000003,5.143,2.19,FeatureRL,CoGrRiNa
123,2163,joint,3,0011,Risk_Nash,0,0,0,0.01,0.01,0.037000000000000005,0.0,-14.435,20.0,,,SSE,2.329,15.218,-13.8,FeatureRL,CoGrRiNa
123,2163,joint,4,0100,Greed,0,0,0,0.501,0.501,0.22,0.0,3.7680000000000002,,,,SSE,1.219,35.945,-59.413000000000004,FeatureRL,CoGrRiNa
123,2163,joint,5,0101,Greed_Nash,0,0,0,0.204,0.204,0.262,0.0,3.16,-0.43700000000000006,,,SSE,1.3630000000000002,32.364000000000004,-48.093,FeatureRL,CoGrRiNa
123,2163,joint,6,0110,Greed_Risk,0,0,0,0.132,0.132,0.19899999999999998,0.0,3.5869999999999997,-0.763,,,SSE,1.4469999999999998,30.453000000000003,-44.27,FeatureRL,CoGrRiNa
123,2163,joint,7,0111,Greed_Risk_Nash,0,0,0,0.079,0.079,0.155,0.0,4.574,-0.883,-0.11199999999999999,,SSE,1.47,29.936999999999998,-39.08,FeatureRL,CoGrRiNa
123,2163,joint,8,1000,Coop,0,0,0,0.535,0.535,0.237,0.0,0.402,,,,SSE,3.2319999999999998,4.73,3.017,FeatureRL,CoGrRiNa
123,2163,joint,9,1001,Coop_Nash,0,0,0,0.01,0.01,0.017,0.0,3.867,19.948,,,SSE,2.895,8.25,0.136,FeatureRL,CoGrRiNa
123,2163,joint,10,1010,Coop_Risk,0,0,0,0.01,0.01,0.01,0.0,6.593,-13.467,,,SSE,3.173,5.314,6.007000000000001,FeatureRL,CoGrRiNa
123,2163,joint,11,1011,Coop_Risk_Nash,0,0,0,0.01,0.01,0.037000000000000005,0.0,1.9780000000000002,-14.444,20.0,,SSE,2.31,15.474,-10.154,FeatureRL,CoGrRiNa
123,2163,joint,12,1100,Coop_Greed,0,0,0,0.435,0.435,0.28800000000000003,0.0,0.304,2.9360000000000004,,,SSE,1.139,38.102,-59.568999999999996,FeatureRL,CoGrRiNa
123,2163,joint,13,1101,Coop_Greed_Nash,0,0,0,0.5710000000000001,0.5710000000000001,0.109,0.0,0.823,7.672000000000001,-1.008,,SSE,1.31,33.621,-46.446999999999996,FeatureRL,CoGrRiNa
123,2163,joint,14,1110,Coop_Greed_Risk,0,0,0,0.48200000000000004,0.48200000000000004,0.068,0.0,1.176,10.651,-2.295,,SSE,1.4140000000000001,31.171999999999997,-41.55,FeatureRL,CoGrRiNa
123,2163,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.11,0.11,0.141,0.0,0.5579999999999999,5.0680000000000005,-0.9740000000000001,-0.124,SSE,1.446,30.475,-35.997,FeatureRL,CoGrRiNa
124,2164,joint,1,0001,Nash,0,0,0,0.473,0.473,0.26,0.0,1.061,,,,SSE,2.112,18.207,-23.936999999999998,FeatureRL,CoGrRiNa
124,2164,joint,2,0010,Risk,0,0,0,0.179,0.179,0.14800000000000002,0.0,-0.675,,,,SSE,2.384,14.369000000000002,-16.261,FeatureRL,CoGrRiNa
124,2164,joint,3,0011,Risk_Nash,0,0,0,0.195,0.195,0.18,0.0,-1.859,2.565,,,SSE,1.95,20.723000000000003,-24.81,FeatureRL,CoGrRiNa
124,2164,joint,4,0100,Greed,0,0,0,0.466,0.466,0.23199999999999998,0.0,2.377,,,,SSE,1.265,34.11,-55.743,FeatureRL,CoGrRiNa
124,2164,joint,5,0101,Greed_Nash,0,0,0,0.371,0.371,0.264,0.0,2.346,-0.39799999999999996,,,SSE,1.131,37.556999999999995,-58.478,FeatureRL,CoGrRiNa
124,2164,joint,6,0110,Greed_Risk,0,0,0,0.669,0.669,0.111,0.0,4.72,-1.1159999999999999,,,SSE,1.258,34.256,-51.876000000000005,FeatureRL,CoGrRiNa
124,2164,joint,7,0111,Greed_Risk_Nash,0,0,0,0.609,0.609,0.105,0.0,5.5489999999999995,-0.515,-0.978,,SSE,1.203,35.632,-50.471000000000004,FeatureRL,CoGrRiNa
124,2164,joint,8,1000,Coop,0,0,0,0.594,0.594,0.213,0.0,1.349,,,,SSE,2.219,16.768,-21.059,FeatureRL,CoGrRiNa
124,2164,joint,9,1001,Coop_Nash,0,0,0,0.222,0.222,0.648,0.0,0.455,0.43,,,SSE,1.8630000000000002,22.355999999999998,-28.076999999999998,FeatureRL,CoGrRiNa
124,2164,joint,10,1010,Coop_Risk,0,0,0,0.215,0.215,0.154,0.0,1.6119999999999999,-0.664,,,SSE,2.1590000000000003,17.637999999999998,-18.641,FeatureRL,CoGrRiNa
124,2164,joint,11,1011,Coop_Risk_Nash,0,0,0,0.204,0.204,0.192,0.0,1.3119999999999998,-1.696,2.36,,SSE,1.732,24.697,-28.599,FeatureRL,CoGrRiNa
124,2164,joint,12,1100,Coop_Greed,0,0,0,0.7909999999999999,0.7909999999999999,0.166,0.0,1.989,3.4160000000000004,,,SSE,0.961,43.527,-70.418,FeatureRL,CoGrRiNa
124,2164,joint,13,1101,Coop_Greed_Nash,0,0,0,0.562,0.562,0.212,0.0,1.5290000000000001,3.045,-0.5720000000000001,,SSE,0.8140000000000001,48.838,-76.882,FeatureRL,CoGrRiNa
124,2164,joint,14,1110,Coop_Greed_Risk,0,0,0,0.355,0.355,0.257,0.0,1.2,2.1069999999999998,-0.491,,SSE,0.961,43.537,-66.279,FeatureRL,CoGrRiNa
124,2164,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.498,0.498,0.159,0.0,1.9480000000000002,4.002,-0.16399999999999998,-1.0290000000000001,SSE,0.897,45.762,-66.571,FeatureRL,CoGrRiNa
125,2165,joint,1,0001,Nash,0,0,0,0.35700000000000004,0.35700000000000004,0.475,0.0,0.9620000000000001,,,,SSE,5.699,-13.423,39.323,FeatureRL,CoGrRiNa
125,2165,joint,2,0010,Risk,0,0,0,0.01,0.01,0.01,0.0,0.938,,,,SSE,6.452999999999999,-17.395,47.266999999999996,FeatureRL,CoGrRiNa
125,2165,joint,3,0011,Risk_Nash,0,0,0,0.07,0.07,0.121,0.0,-2.19,4.38,,,SSE,5.954,-14.821,46.277,FeatureRL,CoGrRiNa
125,2165,joint,4,0100,Greed,0,0,0,1.483,1.483,0.327,0.0,2.806,,,,SSE,2.912,8.061,-3.6439999999999997,FeatureRL,CoGrRiNa
125,2165,joint,5,0101,Greed_Nash,0,0,0,0.774,0.774,0.385,0.0,1.849,0.757,,,SSE,3.241,4.636,7.3629999999999995,FeatureRL,CoGrRiNa
125,2165,joint,6,0110,Greed_Risk,0,0,0,0.45,0.45,0.309,0.0,1.9469999999999998,0.012,,,SSE,4.747,-7.574,31.783,FeatureRL,CoGrRiNa
125,2165,joint,7,0111,Greed_Risk_Nash,0,0,0,0.43799999999999994,0.43799999999999994,0.266,0.0,1.956,-0.235,0.76,,SSE,4.632,-6.787999999999999,34.37,FeatureRL,CoGrRiNa
125,2165,joint,8,1000,Coop,0,0,0,0.01,0.01,0.01,0.0,3.427,,,,SSE,6.4479999999999995,-17.372,47.22,FeatureRL,CoGrRiNa
125,2165,joint,9,1001,Coop_Nash,0,0,0,0.561,0.561,0.244,0.0,0.188,1.743,,,SSE,5.811,-14.043,44.721000000000004,FeatureRL,CoGrRiNa
125,2165,joint,10,1010,Coop_Risk,0,0,0,0.01,0.01,0.01,0.0,3.437,0.938,,,SSE,6.4479999999999995,-17.372,51.38,FeatureRL,CoGrRiNa
125,2165,joint,11,1011,Coop_Risk_Nash,0,0,0,0.03,0.03,0.076,0.0,0.529,-3.508,6.978,,SSE,5.952999999999999,-14.814,50.422,FeatureRL,CoGrRiNa
125,2165,joint,12,1100,Coop_Greed,0,0,0,2.156,2.156,0.22,0.0,0.406,4.044,,,SSE,2.841,8.852,-1.069,FeatureRL,CoGrRiNa
125,2165,joint,13,1101,Coop_Greed_Nash,0,0,0,1.419,1.419,0.217,0.0,0.373,3.2969999999999997,1.25,,SSE,3.181,5.242999999999999,10.308,FeatureRL,CoGrRiNa
125,2165,joint,14,1110,Coop_Greed_Risk,0,0,0,0.5720000000000001,0.5720000000000001,0.255,0.0,0.172,2.381,0.003,,SSE,4.726,-7.43,35.655,FeatureRL,CoGrRiNa
125,2165,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.597,0.597,0.201,0.0,0.175,2.617,-0.29600000000000004,0.9640000000000001,SSE,4.619,-6.7,38.354,FeatureRL,CoGrRiNa
126,2166,joint,1,0001,Nash,0,0,0,0.315,0.315,0.23199999999999998,0.0,2.351,,,,SSE,5.271,-10.975,34.427,FeatureRL,CoGrRiNa
126,2166,joint,2,0010,Risk,0,0,0,0.01,0.01,0.01,0.0,-8.129,,,,SSE,6.034,-15.28,43.037,FeatureRL,CoGrRiNa
126,2166,joint,3,0011,Risk_Nash,0,0,0,0.01,0.01,0.05,0.0,-12.747,19.998,,,SSE,4.626,-6.815,30.266,FeatureRL,CoGrRiNa
126,2166,joint,4,0100,Greed,0,0,0,0.633,0.633,0.564,0.0,2.572,,,,SSE,1.913,20.814,-29.151999999999997,FeatureRL,CoGrRiNa
126,2166,joint,5,0101,Greed_Nash,0,0,0,0.723,0.723,0.24600000000000002,0.0,4.624,0.281,,,SSE,2.53,12.189,-7.742999999999999,FeatureRL,CoGrRiNa
126,2166,joint,6,0110,Greed_Risk,0,0,0,0.294,0.294,0.327,0.0,3.105,-0.341,,,SSE,3.202,4.8180000000000005,7.0,FeatureRL,CoGrRiNa
126,2166,joint,7,0111,Greed_Risk_Nash,0,0,0,0.243,0.243,0.282,0.0,3.259,-0.389,0.39,,SSE,3.28,4.065,12.664000000000001,FeatureRL,CoGrRiNa
126,2166,joint,8,1000,Coop,0,0,0,0.426,0.426,0.187,0.0,1.882,,,,SSE,5.695,-13.395999999999999,39.268,FeatureRL,CoGrRiNa
126,2166,joint,9,1001,Coop_Nash,0,0,0,1.518,1.518,0.05,0.0,7.246,10.965,,,SSE,4.906000000000001,-8.627,33.889,FeatureRL,CoGrRiNa
126,2166,joint,10,1010,Coop_Risk,0,0,0,0.01,0.01,0.015,0.0,19.993,-5.497999999999999,,,SSE,5.675,-13.283,43.202,FeatureRL,CoGrRiNa
126,2166,joint,11,1011,Coop_Risk_Nash,0,0,0,0.01,0.01,0.051,0.0,6.662999999999999,-12.762,19.998,,SSE,4.249,-4.026,28.846,FeatureRL,CoGrRiNa
126,2166,joint,12,1100,Coop_Greed,0,0,0,0.682,0.682,0.519,0.0,1.1909999999999998,2.7230000000000003,,,SSE,1.483,29.654,-42.673,FeatureRL,CoGrRiNa
126,2166,joint,13,1101,Coop_Greed_Nash,0,0,0,0.456,0.456,0.413,0.0,1.216,2.7560000000000002,0.18600000000000003,,SSE,2.104,18.462,-16.129,FeatureRL,CoGrRiNa
126,2166,joint,14,1110,Coop_Greed_Risk,0,0,0,0.35200000000000004,0.35200000000000004,0.306,0.0,1.415,3.386,-0.375,,SSE,2.81,9.211,2.373,FeatureRL,CoGrRiNa
126,2166,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.27399999999999997,0.27399999999999997,0.275,0.0,1.515,3.372,-0.446,0.505,SSE,2.8930000000000002,8.277000000000001,8.399,FeatureRL,CoGrRiNa
127,2168,joint,1,0001,Nash,0,0,0,0.27399999999999997,0.27399999999999997,0.245,0.0,2.68,,,,SSE,5.254,-10.818,34.113,FeatureRL,CoGrRiNa
127,2168,joint,2,0010,Risk,0,0,0,0.01,0.01,0.01,0.0,7.81,,,,SSE,6.287999999999999,-16.569000000000003,45.614,FeatureRL,CoGrRiNa
127,2168,joint,3,0011,Risk_Nash,0,0,0,0.01,0.01,0.046,0.0,-9.077,19.995,,,SSE,4.987,-9.148,34.931,FeatureRL,CoGrRiNa
127,2168,joint,4,0100,Greed,0,0,0,0.303,0.303,0.491,0.0,2.148,,,,SSE,3.332,3.753,4.97,FeatureRL,CoGrRiNa
127,2168,joint,5,0101,Greed_Nash,0,0,0,0.406,0.406,0.256,0.0,3.662,0.785,,,SSE,3.397,3.138,10.36,FeatureRL,CoGrRiNa
127,2168,joint,6,0110,Greed_Risk,0,0,0,0.226,0.226,0.237,0.0,3.805,0.355,,,SSE,3.722,0.214,16.208,FeatureRL,CoGrRiNa
127,2168,joint,7,0111,Greed_Risk_Nash,0,0,0,0.172,0.172,0.257,0.0,3.511,0.374,0.049,,SSE,3.713,0.29100000000000004,20.213,FeatureRL,CoGrRiNa
127,2168,joint,8,1000,Coop,0,0,0,2.569,2.569,0.076,0.0,1.7480000000000002,,,,SSE,6.26,-16.424,45.324,FeatureRL,CoGrRiNa
127,2168,joint,9,1001,Coop_Nash,0,0,0,0.804,0.804,0.115,0.0,0.865,5.855,,,SSE,5.2,-10.491,37.617,FeatureRL,CoGrRiNa
127,2168,joint,10,1010,Coop_Risk,0,0,0,0.01,0.01,0.01,0.0,7.1979999999999995,7.821000000000001,,,SSE,6.268,-16.465,49.565,FeatureRL,CoGrRiNa
127,2168,joint,11,1011,Coop_Risk_Nash,0,0,0,0.01,0.01,0.046,0.0,1.69,-9.081,19.994,,SSE,4.967,-9.019,38.833,FeatureRL,CoGrRiNa
127,2168,joint,12,1100,Coop_Greed,0,0,0,0.434,0.434,0.377,0.0,0.39299999999999996,2.819,,,SSE,3.227,4.777,7.082000000000001,FeatureRL,CoGrRiNa
127,2168,joint,13,1101,Coop_Greed_Nash,0,0,0,0.35200000000000004,0.35200000000000004,0.332,0.0,0.446,2.841,0.684,,SSE,3.2960000000000003,4.101,12.592,FeatureRL,CoGrRiNa
