1,1,0.78125,0.6875,0.46875,0.5
1,2,0.78125,0.75,0.46875,0.5625
1,3,0.78125,0.5625,0.46875,0.4375
1,4,0.78125,0.53125,0.46875,0.4375
1,5,0.78125,0.625,0.46875,0.375
1,6,0.78125,0.53125,0.46875,0.4375
1,7,0.78125,0.75,0.46875,0.53125
1,8,0.78125,0.59375,0.46875,0.59375
1,9,0.78125,0.65625,0.46875,0.59375
1,10,0.78125,0.65625,0.46875,0.5625
1,11,0.78125,0.59375,0.46875,0.46875
1,12,0.78125,0.625,0.46875,0.5
1,13,0.78125,0.6875,0.46875,0.5625
1,14,0.78125,0.5625,0.46875,0.625
1,15,0.78125,0.71875,0.46875,0.53125
1,16,0.78125,0.5625,0.46875,0.4375
1,17,0.78125,0.65625,0.46875,0.46875
1,18,0.78125,0.59375,0.46875,0.5
1,19,0.78125,0.625,0.46875,0.5
1,20,0.78125,0.5625,0.46875,0.375
2,1,0.625,0.65625,0.375,0.40625
2,2,0.625,0.65625,0.375,0.4375
2,3,0.625,0.6875,0.375,0.4375
2,4,0.625,0.65625,0.375,0.375
2,5,0.625,0.625,0.375,0.53125
2,6,0.625,0.8125,0.375,0.40625
2,7,0.625,0.5,0.375,0.46875
2,8,0.625,0.6875,0.375,0.5
2,9,0.625,0.65625,0.375,0.46875
2,10,0.625,0.625,0.375,0.375
2,11,0.625,0.65625,0.375,0.5
2,12,0.625,0.6875,0.375,0.40625
2,13,0.625,0.53125,0.375,0.28125
2,14,0.625,0.65625,0.375,0.5
2,15,0.625,0.71875,0.375,0.4375
2,16,0.625,0.8125,0.375,0.40625
2,17,0.625,0.75,0.375,0.4375
2,18,0.625,0.65625,0.375,0.3125
2,19,0.625,0.71875,0.375,0.5
2,20,0.625,0.59375,0.375,0.34375
3,1,0.65625,0.6875,0.40625,0.34375
3,2,0.65625,0.6875,0.40625,0.46875
3,3,0.65625,0.46875,0.40625,0.3125
3,4,0.65625,0.71875,0.40625,0.4375
3,5,0.65625,0.84375,0.40625,0.5625
3,6,0.65625,0.6875,0.40625,0.46875
3,7,0.65625,0.65625,0.40625,0.28125
3,8,0.65625,0.65625,0.40625,0.4375
3,9,0.65625,0.71875,0.40625,0.3125
3,10,0.65625,0.71875,0.40625,0.46875
3,11,0.65625,0.6875,0.40625,0.4375
3,12,0.65625,0.65625,0.40625,0.40625
3,13,0.65625,0.59375,0.40625,0.34375
3,14,0.65625,0.625,0.40625,0.34375
3,15,0.65625,0.65625,0.40625,0.40625
3,16,0.65625,0.5625,0.40625,0.40625
3,17,0.65625,0.71875,0.40625,0.40625
3,18,0.65625,0.5625,0.40625,0.46875
3,19,0.65625,0.6875,0.40625,0.34375
3,20,0.65625,0.65625,0.40625,0.25
4,1,0.71875,0.5,0.40625,0.46875
4,2,0.71875,0.5,0.40625,0.375
4,3,0.71875,0.5625,0.40625,0.34375
4,4,0.71875,0.46875,0.40625,0.28125
4,5,0.71875,0.75,0.40625,0.46875
4,6,0.71875,0.65625,0.40625,0.5
4,7,0.71875,0.6875,0.40625,0.5
4,8,0.71875,0.5,0.40625,0.5
4,9,0.71875,0.71875,0.40625,0.5
4,10,0.71875,0.65625,0.40625,0.40625
4,11,0.71875,0.5625,0.40625,0.375
4,12,0.71875,0.8125,0.40625,0.5
4,13,0.71875,0.59375,0.40625,0.28125
4,14,0.71875,0.71875,0.40625,0.4375
4,15,0.71875,0.59375,0.40625,0.40625
4,16,0.71875,0.78125,0.40625,0.34375
4,17,0.71875,0.65625,0.40625,0.46875
4,18,0.71875,0.65625,0.40625,0.59375
4,19,0.71875,0.6875,0.40625,0.53125
4,20,0.71875,0.625,0.40625,0.4375
5,1,0.6875,0.59375,0.5,0.375
5,2,0.6875,0.6875,0.5,0.59375
5,3,0.6875,0.6875,0.5,0.59375
5,4,0.6875,0.46875,0.5,0.25
5,5,0.6875,0.5625,0.5,0.53125
