,BIC,LL,LR_down,LR_up,SSE,asymm_LR,best_model,bounded_weights,comb,comb_index,cost_type,feature_names,feature_weight_1,feature_weight_10,feature_weight_11,feature_weight_12,feature_weight_13,feature_weight_14,feature_weight_15,feature_weight_16,feature_weight_17,feature_weight_2,feature_weight_3,feature_weight_4,feature_weight_5,feature_weight_6,feature_weight_7,feature_weight_8,feature_weight_9,features,fit_to,gaze,gaze_bias,inv_temp,model_descr,model_type,sub_ID,sub_ind
102,49.529,-12.288,0.24,0.24,5.501,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,0.903,,,,,,,,,3.265,-0.314,0.648,,,,,,CoGrRiNa,joint,0,0.0,0.29100000000000004,All Motives,FeatureRL,2074,56
103,98.11,-36.578,0.527,0.527,11.752,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,-0.789,,,,,,,,,2.107,1.086,1.673,,,,,,CoGrRiNa,joint,0,0.0,0.38,All Motives,FeatureRL,2075,57
104,65.83,-20.439,0.098,0.098,7.096,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,-0.659,,,,,,,,,2.502,-0.096,1.793,,,,,,CoGrRiNa,joint,0,0.0,0.361,All Motives,FeatureRL,2079,58
105,11.91,6.522,0.436,0.436,3.056,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,0.723,,,,,,,,,1.743,1.589,1.476,,,,,,CoGrRiNa,joint,0,0.0,0.295,All Motives,FeatureRL,2080,59
106,0.024,12.465,0.368,0.368,2.5380000000000003,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,0.611,,,,,,,,,1.946,2.351,0.479,,,,,,CoGrRiNa,joint,0,0.0,0.243,All Motives,FeatureRL,2009,6
107,34.154,-4.6,0.833,0.833,4.3260000000000005,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,2.8480000000000003,,,,,,,,,8.285,-0.482,-3.036,,,,,,CoGrRiNa,joint,0,0.0,0.231,All Motives,FeatureRL,2081,60
108,52.948,-13.997,0.01,0.01,5.803,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,-12.838,,,,,,,,,-10.959,-4.052,-0.012,,,,,,CoGrRiNa,joint,0,0.0,0.01,All Motives,FeatureRL,2082,61
109,45.927,-10.487,0.5720000000000001,0.5720000000000001,5.2,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,0.726,,,,,,,,,2.193,1.012,-1.168,,,,,,CoGrRiNa,joint,0,0.0,0.343,All Motives,FeatureRL,2083,62
110,-2.32,13.636,0.768,0.768,2.447,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,0.41,,,,,,,,,0.8690000000000001,2.93,1.737,,,,,,CoGrRiNa,joint,0,0.0,0.522,All Motives,FeatureRL,2088,63
111,42.055,-8.551,0.34,0.34,4.894,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,1.349,,,,,,,,,2.526,1.043,0.8809999999999999,,,,,,CoGrRiNa,joint,0,0.0,0.277,All Motives,FeatureRL,2089,64
112,39.262,-7.155,0.275,0.275,4.685,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,-0.762,,,,,,,,,8.459,0.8240000000000001,-2.036,,,,,,CoGrRiNa,joint,0,0.0,0.177,All Motives,FeatureRL,2093,65
113,35.277,-5.162000000000001,0.14300000000000002,0.14300000000000002,4.4030000000000005,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,0.2,,,,,,,,,0.84,-0.108,-0.379,,,,,,CoGrRiNa,joint,0,0.0,0.398,All Motives,FeatureRL,2094,66
114,67.89699999999999,-21.472,0.38,0.38,7.329,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,-0.426,,,,,,,,,0.394,2.214,2.4730000000000003,,,,,,CoGrRiNa,joint,0,0.0,0.21,All Motives,FeatureRL,2095,67
115,-19.128,22.04,1.3119999999999998,1.3119999999999998,1.882,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,-0.631,,,,,,,,,0.134,2.256,0.934,,,,,,CoGrRiNa,joint,0,0.0,0.515,All Motives,FeatureRL,2096,68
116,1.147,11.903,0.7390000000000001,0.7390000000000001,2.583,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,0.51,,,,,,,,,0.657,2.35,2.228,,,,,,CoGrRiNa,joint,0,0.0,0.395,All Motives,FeatureRL,2097,69
117,29.122,-2.084,0.185,0.185,3.999,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,3.468,,,,,,,,,3.3760000000000003,-0.168,-2.069,,,,,,CoGrRiNa,joint,0,0.0,0.299,All Motives,FeatureRL,2011,7
118,34.403,-4.725,0.226,0.226,4.343,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,1.619,,,,,,,,,3.028,-0.152,5.811,,,,,,CoGrRiNa,joint,0,0.0,0.175,All Motives,FeatureRL,2098,70
119,22.678,1.138,0.033,0.033,3.616,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,3.739,,,,,,,,,6.233,-0.091,-1.327,,,,,,CoGrRiNa,joint,0,0.0,0.101,All Motives,FeatureRL,2099,71
120,29.738000000000003,-2.392,0.189,0.189,4.038,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,-0.005,,,,,,,,,1.75,-1.6909999999999998,0.932,,,,,,CoGrRiNa,joint,0,0.0,0.33,All Motives,FeatureRL,2100,72
121,13.072,5.941,0.778,0.778,3.112,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,2.186,,,,,,,,,5.6720000000000015,-1.192,-0.7559999999999999,,,,,,CoGrRiNa,joint,0,0.0,0.141,All Motives,FeatureRL,2101,73
122,77.324,-26.185,0.579,0.579,8.493,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,0.888,,,,,,,,,3.023,1.681,-1.003,,,,,,CoGrRiNa,joint,0,0.0,0.455,All Motives,FeatureRL,2102,74
123,62.142,-18.594,0.4270000000000001,0.4270000000000001,6.699,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,1.546,,,,,,,,,3.906,0.126,-0.252,,,,,,CoGrRiNa,joint,0,0.0,0.275,All Motives,FeatureRL,2103,75
124,-22.799,23.876,0.362,0.362,1.777,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,0.276,,,,,,,,,0.998,1.581,2.207,,,,,,CoGrRiNa,joint,0,0.0,0.348,All Motives,FeatureRL,2104,76
125,70.411,-22.729,1.028,1.028,7.622999999999998,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,1.287,,,,,,,,,0.385,-0.6459999999999999,2.123,,,,,,CoGrRiNa,joint,0,0.0,0.236,All Motives,FeatureRL,2105,77
127,30.709,-2.878,0.65,0.65,4.099,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,0.8109999999999999,,,,,,,,,3.213,0.933,-0.306,,,,,,CoGrRiNa,joint,0,0.0,0.236,All Motives,FeatureRL,2108,79
128,18.93,3.012,0.21,0.21,3.41,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,1.815,,,,,,,,,2.713,-0.6629999999999999,-0.336,,,,,,CoGrRiNa,joint,0,0.0,0.224,All Motives,FeatureRL,2013,8
129,51.043,-13.045,0.3,0.3,5.6320000000000014,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,0.354,,,,,,,,,1.329,-0.713,1.444,,,,,,CoGrRiNa,joint,0,0.0,0.201,All Motives,FeatureRL,2109,80
130,41.023,-8.035,0.361,0.361,4.816,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,2.198,,,,,,,,,3.033,-0.047,0.433,,,,,,CoGrRiNa,joint,0,0.0,0.364,All Motives,FeatureRL,2110,81
131,57.797,-16.422,1.2990000000000002,1.2990000000000002,6.259,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,0.18,,,,,,,,,2.071,-0.662,1.499,,,,,,CoGrRiNa,joint,0,0.0,0.305,All Motives,FeatureRL,2111,82
132,9.202,7.875,0.578,0.578,2.929,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,0.152,,,,,,,,,2.463,1.997,0.304,,,,,,CoGrRiNa,joint,0,0.0,0.506,All Motives,FeatureRL,2112,83
133,-21.363000000000003,23.158,0.426,0.426,1.817,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,-0.132,,,,,,,,,0.254,0.609,0.888,,,,,,CoGrRiNa,joint,0,0.0,1.332,All Motives,FeatureRL,2113,84
134,27.147,-1.097,0.933,0.933,3.877,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,3.63,,,,,,,,,-2.25,4.952,5.008,,,,,,CoGrRiNa,joint,0,0.0,0.108,All Motives,FeatureRL,2114,85
135,-31.98,28.467,0.304,0.304,1.539,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,0.915,,,,,,,,,2.103,-0.589,1.546,,,,,,CoGrRiNa,joint,0,0.0,0.2,All Motives,FeatureRL,2115,86
136,24.701,0.126,0.334,0.334,3.732,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,1.4680000000000002,,,,,,,,,0.32299999999999995,1.341,3.085,,,,,,CoGrRiNa,joint,0,0.0,0.278,All Motives,FeatureRL,2118,87
137,24.553,0.2,0.647,0.647,3.723,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,0.934,,,,,,,,,6.586,1.142,-0.039,,,,,,CoGrRiNa,joint,0,0.0,0.21600000000000005,All Motives,FeatureRL,2119,88
138,90.856,-32.951,0.165,0.165,10.492,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,-2.679,,,,,,,,,4.508,2.617,-1.89,,,,,,CoGrRiNa,joint,0,0.0,0.342,All Motives,FeatureRL,2123,89
139,24.086,0.434,1.5530000000000002,1.5530000000000002,3.696,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,-0.502,,,,,,,,,3.874,2.446,2.296,,,,,,CoGrRiNa,joint,0,0.0,0.275,All Motives,FeatureRL,2014,9
140,56.587,-15.817,0.865,0.865,6.142,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,0.725,,,,,,,,,0.7170000000000001,2.684,0.708,,,,,,CoGrRiNa,joint,0,0.0,0.425,All Motives,FeatureRL,2124,90
141,-14.569,19.761,0.07200000000000001,0.07200000000000001,2.021,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,0.471,,,,,,,,,1.52,-0.8859999999999999,0.405,,,,,,CoGrRiNa,joint,0,0.0,0.448,All Motives,FeatureRL,2125,91
142,66.153,-20.6,0.065,0.065,7.1320000000000014,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,1.991,,,,,,,,,6.178,-0.147,0.759,,,,,,CoGrRiNa,joint,0,0.0,0.231,All Motives,FeatureRL,2126,92
143,22.733,1.11,0.542,0.542,3.619,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,0.759,,,,,,,,,2.924,-0.309,-0.627,,,,,,CoGrRiNa,joint,0,0.0,0.362,All Motives,FeatureRL,2128,93
144,48.739,-11.893,0.258,0.258,5.433,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,1.043,,,,,,,,,2.069,-1.341,1.3730000000000002,,,,,,CoGrRiNa,joint,0,0.0,0.371,All Motives,FeatureRL,2129,94
145,54.577,-14.812,0.01,0.01,5.952000000000001,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,-8.802,,,,,,,,,19.408,-12.953,19.993,,,,,,CoGrRiNa,joint,0,0.0,0.04,All Motives,FeatureRL,2130,95
146,59.408,-17.227,0.37,0.37,6.419,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,0.27,,,,,,,,,2.432,0.759,0.8420000000000001,,,,,,CoGrRiNa,joint,0,0.0,0.289,All Motives,FeatureRL,2131,96
147,17.930999999999994,3.511,0.162,0.162,3.357,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,0.773,,,,,,,,,4.462,-0.192,-0.795,,,,,,CoGrRiNa,joint,0,0.0,0.326,All Motives,FeatureRL,2132,97
148,-46.114,35.534,0.415,0.415,1.234,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,-0.071,,,,,,,,,0.018000000000000002,0.256,0.455,,,,,,CoGrRiNa,joint,0,0.0,1.524,All Motives,FeatureRL,2133,98
149,5.6789999999999985,9.637,0.076,0.076,2.773,0,,0,1111,15,SSE,Coop_Greed_Risk_Nash,0.49,,,,,,,,,1.239,0.171,-0.237,,,,,,CoGrRiNa,joint,0,0.0,1.3130000000000002,All Motives,FeatureRL,2134,99
0,3.576,6.53,1.867,1.867,3.055,0,True,0,1100,12,SSE,Coop_Greed,4.247,,,,,,,,,6.232,,,,,,,,CoGrRiNa,joint,0,0.0,0.154,Best Motives,FeatureRL,2003,1
1,23.122,-5.323,0.617,0.617,4.425,0,True,0,0100,4,SSE,Greed,2.353,,,,,,,,,,,,,,,,,CoGrRiNa,joint,0,0.0,0.253,Best Motives,FeatureRL,2015,10
2,-80.387,48.511,0.424,0.424,0.823,0,True,0,1100,12,SSE,Coop_Greed,0.968,,,,,,,,,1.811,,,,,,,,CoGrRiNa,joint,0,0.0,0.256,Best Motives,FeatureRL,2135,100
3,7.377000000000002,4.629,1.359,1.359,3.242,0,True,0,1001,9,SSE,Coop_Nash,1.689,,,,,,,,,3.401,,,,,,,,CoGrRiNa,joint,0,0.0,0.45,Best Motives,FeatureRL,2136,101
4,19.214,-1.289,0.932,0.932,3.901,0,True,0,1100,12,SSE,Coop_Greed,2.133,,,,,,,,,4.996,,,,,,,,CoGrRiNa,joint,0,0.0,0.496,Best Motives,FeatureRL,2137,102
5,7.713999999999999,4.461,1.537,1.537,3.259,0,True,0,1100,12,SSE,Coop_Greed,5.694,,,,,,,,,7.6,,,,,,,,CoGrRiNa,joint,0,0.0,0.141,Best Motives,FeatureRL,2138,103
6,27.036,-5.2,0.61,0.61,4.408,0,True,0,1001,9,SSE,Coop_Nash,3.037,,,,,,,,,2.152,,,,,,,,CoGrRiNa,joint,0,0.0,0.271,Best Motives,FeatureRL,2139,104
7,43.153,-13.259,1.582,1.582,5.669,0,True,0,0101,5,SSE,Greed_Nash,4.615,,,,,,,,,8.722000000000001,,,,,,,,CoGrRiNa,joint,0,0.0,0.184,Best Motives,FeatureRL,2140,105
8,3.161,8.817,3.323,3.323,2.845,0,True,0,1101,13,SSE,Coop_Greed_Nash,3.845,,,,,,,,,6.851,-1.37,,,,,,,CoGrRiNa,joint,0,0.0,0.136,Best Motives,FeatureRL,2141,106
9,13.438,1.599,0.388,0.388,3.564,0,True,0,1100,12,SSE,Coop_Greed,1.148,,,,,,,,,2.148,,,,,,,,CoGrRiNa,joint,0,0.0,0.298,Best Motives,FeatureRL,2142,107
10,-20.185,20.49,0.777,0.777,1.975,0,True,0,1101,13,SSE,Coop_Greed_Nash,0.937,,,,,,,,,5.684,-0.238,,,,,,,CoGrRiNa,joint,0,0.0,0.246,Best Motives,FeatureRL,2143,108
11,47.438,-15.401,1.104,1.104,6.064,0,True,0,0101,5,SSE,Greed_Nash,-1.561,,,,,,,,,8.884,,,,,,,,CoGrRiNa,joint,0,0.0,0.198,Best Motives,FeatureRL,2144,109
12,-2.891,7.684,2.474,2.474,2.947,0,True,0,0100,4,SSE,Greed,7.633999999999999,,,,,,,,,,,,,,,,,CoGrRiNa,joint,0,0.0,0.149,Best Motives,FeatureRL,2016,11
13,34.129,-6.667000000000002,0.383,0.383,4.615,0,True,0,1101,13,SSE,Coop_Greed_Nash,3.734,,,,,,,,,2.388,2.36,,,,,,,CoGrRiNa,joint,0,0.0,0.376,Best Motives,FeatureRL,2145,110
14,9.267,3.684,0.555,0.555,3.339,0,True,0,1100,12,SSE,Coop_Greed,2.312,,,,,,,,,3.304,,,,,,,,CoGrRiNa,joint,0,0.0,0.4370000000000001,Best Motives,FeatureRL,2146,111
15,-32.01,26.402,1.362,1.362,1.642,0,True,0,1101,13,SSE,Coop_Greed_Nash,7.596,,,,,,,,,7.282999999999999,-1.818,,,,,,,CoGrRiNa,joint,0,0.0,0.154,Best Motives,FeatureRL,2147,112
16,-73.124,42.8,0.063,0.063,0.984,0,True,0,0100,4,SSE,Greed,7.2639999999999985,,,,,,,,,,,,,,,,,CoGrRiNa,joint,0,0.0,0.589,Best Motives,FeatureRL,2150,113
17,42.904,-13.134,0.696,0.696,5.649,0,True,0,0101,5,SSE,Greed_Nash,2.908,,,,,,,,,1.4,,,,,,,,CoGrRiNa,joint,0,0.0,0.332,Best Motives,FeatureRL,2152,114
18,15.09,0.773,0.01,0.01,3.657,0,True,0,1001,9,SSE,Coop_Nash,13.781,,,,,,,,,19.977,,,,,,,,CoGrRiNa,joint,0,0.0,0.044,Best Motives,FeatureRL,2154,115
19,43.115,-13.24,0.32299999999999995,0.32299999999999995,5.667000000000002,0,True,0,0110,6,SSE,Greed_Risk,3.282,,,,,,,,,0.723,,,,,,,,CoGrRiNa,joint,0,0.0,0.277,Best Motives,FeatureRL,2156,116
20,-29.916,21.196,0.5720000000000001,0.5720000000000001,1.932,0,True,0,0100,4,SSE,Greed,2.219,,,,,,,,,,,,,,,,,CoGrRiNa,joint,0,0.0,0.385,Best Motives,FeatureRL,2157,117
21,-25.107,18.792,1.001,1.001,2.083,0,True,0,0100,4,SSE,Greed,2.396,,,,,,,,,,,,,,,,,CoGrRiNa,joint,0,0.0,0.287,Best Motives,FeatureRL,2158,118
22,-50.782,31.629,0.56,0.56,1.395,0,True,0,0100,4,SSE,Greed,1.632,,,,,,,,,,,,,,,,,CoGrRiNa,joint,0,0.0,0.334,Best Motives,FeatureRL,2159,119
23,-18.752,17.694000000000006,0.544,0.544,2.155,0,True,0,1100,12,SSE,Coop_Greed,0.648,,,,,,,,,1.177,,,,,,,,CoGrRiNa,joint,0,0.0,0.5670000000000001,Best Motives,FeatureRL,2019,12
24,-34.776,25.706,1.953,1.953,1.6780000000000002,0,True,0,1100,12,SSE,Coop_Greed,3.224,,,,,,,,,6.681,,,,,,,,CoGrRiNa,joint,0,0.0,0.091,Best Motives,FeatureRL,2160,120
25,-1.275,11.035,0.254,0.254,2.654,0,True,0,1101,13,SSE,Coop_Greed_Nash,1.574,,,,,,,,,3.699,-0.99,,,,,,,CoGrRiNa,joint,0,0.0,0.381,Best Motives,FeatureRL,2161,121
26,55.49100000000001,-19.428,1.038,1.038,6.876,0,True,0,1100,12,SSE,Coop_Greed,1.0659999999999998,,,,,,,,,1.432,,,,,,,,CoGrRiNa,joint,0,0.0,0.363,Best Motives,FeatureRL,2162,122
27,-59.569,38.102,0.435,0.435,1.139,0,True,0,1100,12,SSE,Coop_Greed,0.304,,,,,,,,,2.9360000000000004,,,,,,,,CoGrRiNa,joint,0,0.0,0.28800000000000003,Best Motives,FeatureRL,2163,123
28,-76.882,48.838,0.562,0.562,0.8140000000000001,0,True,0,1101,13,SSE,Coop_Greed_Nash,1.529,,,,,,,,,3.045,-0.5720000000000001,,,,,,,CoGrRiNa,joint,0,0.0,0.212,Best Motives,FeatureRL,2164,124
29,-3.644,8.061,1.483,1.483,2.912,0,True,0,0100,4,SSE,Greed,2.806,,,,,,,,,,,,,,,,,CoGrRiNa,joint,0,0.0,0.327,Best Motives,FeatureRL,2165,125
30,-42.673,29.654,0.682,0.682,1.483,0,True,0,1100,12,SSE,Coop_Greed,1.1909999999999998,,,,,,,,,2.7230000000000003,,,,,,,,CoGrRiNa,joint,0,0.0,0.519,Best Motives,FeatureRL,2166,126
31,4.97,3.753,0.303,0.303,3.332,0,True,0,0100,4,SSE,Greed,2.148,,,,,,,,,,,,,,,,,CoGrRiNa,joint,0,0.0,0.491,Best Motives,FeatureRL,2168,127
32,40.891,-14.207,0.155,0.155,5.841,0,True,0,0001,1,SSE,Nash,8.998,,,,,,,,,,,,,,,,,CoGrRiNa,joint,0,0.0,0.123,Best Motives,FeatureRL,2169,128
33,-28.708,20.592,1.86,1.86,1.969,0,True,0,0100,4,SSE,Greed,3.049,,,,,,,,,,,,,,,,,CoGrRiNa,joint,0,0.0,0.199,Best Motives,FeatureRL,2170,129
34,4.147,6.244,0.287,0.287,3.083,0,True,0,1100,12,SSE,Coop_Greed,2.567,,,,,,,,,3.712,,,,,,,,CoGrRiNa,joint,0,0.0,0.471,Best Motives,FeatureRL,2020,13
35,-14.796,15.716,1.115,1.115,2.293,0,True,0,0101,5,SSE,Greed_Nash,4.706,,,,,,,,,8.756,,,,,,,,CoGrRiNa,joint,0,0.0,0.135,Best Motives,FeatureRL,2171,130
36,44.168,-13.765999999999998,1.148,1.148,5.761,0,True,0,1100,12,SSE,Coop_Greed,0.7609999999999999,,,,,,,,,3.406,,,,,,,,CoGrRiNa,joint,0,0.0,0.687,Best Motives,FeatureRL,2174,131
37,49.937,-18.73,0.782,0.782,6.728,0,True,0,0100,4,SSE,Greed,2.516,,,,,,,,,,,,,,,,,CoGrRiNa,joint,0,0.0,0.424,Best Motives,FeatureRL,3005,132
38,14.886,2.954,1.053,1.053,3.4160000000000004,0,True,0,1101,13,SSE,Coop_Greed_Nash,3.173,,,,,,,,,6.92,0.402,,,,,,,CoGrRiNa,joint,0,0.0,0.181,Best Motives,FeatureRL,3006,133
39,29.819000000000006,-6.5920000000000005,3.133,3.133,4.604,0,True,0,0101,5,SSE,Greed_Nash,5.088,,,,,,,,,5.3210000000000015,,,,,,,,CoGrRiNa,joint,0,0.0,0.115,Best Motives,FeatureRL,3008,134
40,28.652,-8.087,0.307,0.307,4.824,0,True,0,0100,4,SSE,Greed,3.816,,,,,,,,,,,,,,,,,CoGrRiNa,joint,0,0.0,0.411,Best Motives,FeatureRL,3009,135
41,-25.141,18.809,0.733,0.733,2.082,0,True,0,0100,4,SSE,Greed,2.629,,,,,,,,,,,,,,,,,CoGrRiNa,joint,0,0.0,0.196,Best Motives,FeatureRL,3011,136
42,8.009,4.313,0.627,0.627,3.274,0,True,0,1100,12,SSE,Coop_Greed,1.018,,,,,,,,,2.782,,,,,,,,CoGrRiNa,joint,0,0.0,0.444,Best Motives,FeatureRL,3012,137
43,20.901,-4.212,0.129,0.129,4.272,0,True,0,0100,4,SSE,Greed,2.486,,,,,,,,,,,,,,,,,CoGrRiNa,joint,0,0.0,0.141,Best Motives,FeatureRL,3013,138
44,29.316,-8.42,0.162,0.162,4.875,0,True,0,0100,4,SSE,Greed,2.806,,,,,,,,,,,,,,,,,CoGrRiNa,joint,0,0.0,0.18600000000000005,Best Motives,FeatureRL,3016,139
45,-42.75,29.693,2.007,2.007,1.481,0,True,0,0110,6,SSE,Greed_Risk,0.112,,,,,,,,,4.539,,,,,,,,CoGrRiNa,joint,0,0.0,0.068,Best Motives,FeatureRL,2021,14
46,54.082,-20.803,1.338,1.338,7.178,0,True,0,0001,1,SSE,Nash,0.997,,,,,,,,,,,,,,,,,CoGrRiNa,joint,0,0.0,0.355,Best Motives,FeatureRL,3017,140
47,-12.248,14.442,0.607,0.607,2.386,0,True,0,0110,6,SSE,Greed_Risk,1.121,,,,,,,,,2.253,,,,,,,,CoGrRiNa,joint,0,0.0,0.401,Best Motives,FeatureRL,3018,141
48,-53.00100000000001,36.898,1.227,1.227,1.183,0,True,0,0111,7,SSE,Greed_Risk_Nash,1.251,,,,,,,,,1.672,3.247,,,,,,,CoGrRiNa,joint,0,0.0,0.435,Best Motives,FeatureRL,3019,142
49,32.666,-10.095,0.426,0.426,5.1370000000000005,0,True,0,0100,4,SSE,Greed,2.197,,,,,,,,,,,,,,,,,CoGrRiNa,joint,0,0.0,0.302,Best Motives,FeatureRL,3020,143
50,41.767,-14.645,0.795,0.795,5.921,0,True,0,0100,4,SSE,Greed,5.487,,,,,,,,,,,,,,,,,CoGrRiNa,joint,0,0.0,0.125,Best Motives,FeatureRL,3021,144
51,11.115,0.6809999999999999,0.359,0.359,3.668,0,True,0,0100,4,SSE,Greed,3.177,,,,,,,,,,,,,,,,,CoGrRiNa,joint,0,0.0,0.333,Best Motives,FeatureRL,3022,145
52,68.098,-27.81,1.043,1.043,8.935,0,True,0,1000,8,SSE,Coop,1.607,,,,,,,,,,,,,,,,,CoGrRiNa,joint,0,0.0,0.448,Best Motives,FeatureRL,3023,146
53,4.877,7.959,0.322,0.322,2.922,0,True,0,1110,14,SSE,Coop_Greed_Risk,2.417,,,,,,,,,2.752,0.466,,,,,,,CoGrRiNa,joint,0,0.0,0.292,Best Motives,FeatureRL,3024,147
54,11.645,2.495,0.01,0.01,3.466,0,True,0,1100,12,SSE,Coop_Greed,12.186,,,,,,,,,19.995,,,,,,,,CoGrRiNa,joint,0,0.0,0.038,Best Motives,FeatureRL,3026,148
55,22.109,-0.657,0.252,0.252,3.825,0,True,0,0111,7,SSE,Greed_Risk_Nash,0.919,,,,,,,,,1.37,3.343,,,,,,,CoGrRiNa,joint,0,0.0,0.341,Best Motives,FeatureRL,4000,149
56,27.873,-5.619,0.311,0.311,4.466,0,True,0,1100,12,SSE,Coop_Greed,2.075,,,,,,,,,3.637,,,,,,,,CoGrRiNa,joint,0,0.0,0.374,Best Motives,FeatureRL,2022,15
57,2.989,6.823,0.545,0.545,3.027,0,True,0,1100,12,SSE,Coop_Greed,0.825,,,,,,,,,2.935,,,,,,,,CoGrRiNa,joint,0,0.0,0.408,Best Motives,FeatureRL,4001,150
58,11.662,2.487,0.887,0.887,3.467,0,True,0,1100,12,SSE,Coop_Greed,1.506,,,,,,,,,2.456,,,,,,,,CoGrRiNa,joint,0,0.0,0.32,Best Motives,FeatureRL,2023,16
59,11.069,2.783,0.431,0.431,3.435,0,True,0,1100,12,SSE,Coop_Greed,1.592,,,,,,,,,3.477,,,,,,,,CoGrRiNa,joint,0,0.0,0.465,Best Motives,FeatureRL,2024,17
60,7.086,4.775,0.42,0.42,3.228,0,True,0,0101,5,SSE,Greed_Nash,1.983,,,,,,,,,2.422,,,,,,,,CoGrRiNa,joint,0,0.0,0.383,Best Motives,FeatureRL,2025,18
61,-44.899,30.767,0.01,0.01,1.432,0,True,0,1100,12,SSE,Coop_Greed,20.0,,,,,,,,,7.782,,,,,,,,CoGrRiNa,joint,0,0.0,0.166,Best Motives,FeatureRL,2026,19
62,14.8,-1.162,0.643,0.643,3.88,0,True,0,0100,4,SSE,Greed,6.131,,,,,,,,,,,,,,,,,CoGrRiNa,joint,0,0.0,0.208,Best Motives,FeatureRL,2004,2
63,-13.970999999999998,15.303,0.6709999999999999,0.6709999999999999,2.323,0,True,0,1100,12,SSE,Coop_Greed,5.24,,,,,,,,,10.064,,,,,,,,CoGrRiNa,joint,0,0.0,0.068,Best Motives,FeatureRL,2027,20
64,-57.70399999999999,35.091,1.061,1.061,1.252,0,True,0,0100,4,SSE,Greed,3.403,,,,,,,,,,,,,,,,,CoGrRiNa,joint,0,0.0,0.166,Best Motives,FeatureRL,2029,21
65,7.338999999999999,4.648,0.584,0.584,3.241,0,True,0,0110,6,SSE,Greed_Risk,2.521,,,,,,,,,1.989,,,,,,,,CoGrRiNa,joint,0,0.0,0.397,Best Motives,FeatureRL,2030,22
66,12.337,2.149,0.373,0.373,3.503,0,True,0,1100,12,SSE,Coop_Greed,1.248,,,,,,,,,2.209,,,,,,,,CoGrRiNa,joint,0,0.0,0.28800000000000003,Best Motives,FeatureRL,2031,23
67,47.716,-17.62,1.4509999999999998,1.4509999999999998,6.499,0,True,0,0100,4,SSE,Greed,1.947,,,,,,,,,,,,,,,,,CoGrRiNa,joint,0,0.0,0.401,Best Motives,FeatureRL,2032,24
68,1.565,9.615,0.28300000000000003,0.28300000000000003,2.774,0,True,0,1110,14,SSE,Coop_Greed_Risk,1.594,,,,,,,,,2.439,-0.342,,,,,,,CoGrRiNa,joint,0,0.0,0.3670000000000001,Best Motives,FeatureRL,2033,25
69,-18.002,15.24,0.6709999999999999,0.6709999999999999,2.327,0,True,0,0100,4,SSE,Greed,6.0920000000000005,,,,,,,,,,,,,,,,,CoGrRiNa,joint,0,0.0,0.174,Best Motives,FeatureRL,2034,26
