sub_ind,sub_ID,fit_to,comb_index,comb,feature_names,asymm_LR,bounded_weights,gaze,LR_up,LR_down,inv_temp,gaze_bias,feature_weight_1,feature_weight_2,feature_weight_3,feature_weight_4,cost_type,SSE,LL,BIC
183,5037,joint,7,0111,Greed_Risk_Nash,0,0,0,0.124,0.124,0.33899999999999997,0.0,1.155,0.1,1.12,,SSE,2.531,69.479,-114.699
183,5037,joint,8,1000,Coop,0,0,0,0.01,0.01,0.01,0.0,7.449,,,,SSE,5.287000000000001,22.331,-30.107
183,5037,joint,9,1001,Coop_Nash,0,0,0,0.531,0.531,0.172,0.0,0.5329999999999999,3.883,,,SSE,3.1919999999999997,54.626999999999995,-89.846
183,5037,joint,10,1010,Coop_Risk,0,0,0,0.242,0.242,0.146,0.0,0.569,1.271,,,SSE,4.973,26.250999999999998,-33.094
183,5037,joint,11,1011,Coop_Risk_Nash,0,0,0,0.185,0.185,0.221,0.0,0.40700000000000003,-0.741,3.3810000000000002,,SSE,3.036,57.838,-91.417
183,5037,joint,12,1100,Coop_Greed,0,0,0,0.235,0.235,0.217,0.0,0.40399999999999997,2.573,,,SSE,3.1210000000000004,56.062,-92.715
183,5037,joint,13,1101,Coop_Greed_Nash,0,0,0,0.32,0.32,0.157,0.0,0.503,2.495,2.517,,SSE,2.569,68.53,-112.79899999999999
183,5037,joint,14,1110,Coop_Greed_Risk,0,0,0,0.239,0.239,0.225,0.0,0.39299999999999996,2.512,0.892,,SSE,2.7560000000000002,64.01899999999999,-103.777
183,5037,joint,15,1111,Coop_Greed_Risk_Nash,0,0,0,0.257,0.257,0.17,0.0,0.479,2.314,0.205,2.208,SSE,2.491,70.5,-111.88799999999999
184,5038,joint,1,0001,Nash,0,0,0,0.813,0.813,0.436,0.0,2.591,,,,SSE,6.7170000000000005,7.007999999999999,0.54
184,5038,joint,2,0010,Risk,0,0,0,0.33,0.33,0.195,0.0,2.044,,,,SSE,10.002,-18.476,51.508
