,sub,part,block,player_type,trial,num,num_S_T,dur_pct
347,5,1,3.0,pess_inv,39,S_2,S,0.0
348,5,1,3.0,pess_inv,39,T_1,T,0.0
349,5,1,3.0,pess_inv,39,T_2,T,0.14125749758549302
350,5,1,3.0,pess_inv,39,no_num,no_S_T,0.5847729876201804
351,5,1,3.0,pess_inv,40,10_1,no_S_T,0.055917573360522964
352,5,1,3.0,pess_inv,40,10_2,no_S_T,0.05036029216656385
353,5,1,3.0,pess_inv,40,5_1,no_S_T,0.10676225424801652
354,5,1,3.0,pess_inv,40,5_2,no_S_T,0.0
355,5,1,3.0,pess_inv,40,S_1,S,0.19013915330729303
356,5,1,3.0,pess_inv,40,S_2,S,0.0
357,5,1,3.0,pess_inv,40,T_1,T,0.0
358,5,1,3.0,pess_inv,40,T_2,T,0.0872059403513897
359,5,1,3.0,pess_inv,40,no_num,no_S_T,0.509614786566214
360,5,1,3.0,pess_inv,41,10_1,no_S_T,0.03572068199088824
361,5,1,3.0,pess_inv,41,10_2,no_S_T,0.0
362,5,1,3.0,pess_inv,41,5_1,no_S_T,0.23158439533323105
363,5,1,3.0,pess_inv,41,5_2,no_S_T,0.0
364,5,1,3.0,pess_inv,41,S_1,S,0.08386788275665646
365,5,1,3.0,pess_inv,41,S_2,S,0.0
366,5,1,3.0,pess_inv,41,T_1,T,0.0
367,5,1,3.0,pess_inv,41,T_2,T,0.18617031317554145
368,5,1,3.0,pess_inv,41,no_num,no_S_T,0.46265672674368274
369,5,1,3.0,pess_inv,42,10_1,no_S_T,0.07297169548219307
370,5,1,3.0,pess_inv,42,10_2,no_S_T,0.0
371,5,1,3.0,pess_inv,42,5_1,no_S_T,0.10712719491942702
372,5,1,3.0,pess_inv,42,5_2,no_S_T,0.0
373,5,1,3.0,pess_inv,42,S_1,S,0.09759686059762748
374,5,1,3.0,pess_inv,42,S_2,S,0.045085039155634644
375,5,1,3.0,pess_inv,42,T_1,T,0.0
376,5,1,3.0,pess_inv,42,T_2,T,0.2154239244181312
377,5,1,3.0,pess_inv,42,no_num,no_S_T,0.46179528542698656
378,5,1,3.0,pess_inv,43,10_1,no_S_T,0.30229936977274624
379,5,1,3.0,pess_inv,43,10_2,no_S_T,0.0
380,5,1,3.0,pess_inv,43,5_1,no_S_T,0.036714638419516984
381,5,1,3.0,pess_inv,43,5_2,no_S_T,0.0
382,5,1,3.0,pess_inv,43,S_1,S,0.19346224653987965
383,5,1,3.0,pess_inv,43,S_2,S,0.0
384,5,1,3.0,pess_inv,43,T_1,T,0.043311425670366555
385,5,1,3.0,pess_inv,43,T_2,T,0.061541511136118915
386,5,1,3.0,pess_inv,43,no_num,no_S_T,0.3626708084613717
387,5,1,3.0,pess_inv,44,10_1,no_S_T,0.27308661961148717
388,5,1,3.0,pess_inv,44,10_2,no_S_T,0.0
389,5,1,3.0,pess_inv,44,5_1,no_S_T,0.04630618953237258
390,5,1,3.0,pess_inv,44,5_2,no_S_T,0.0
391,5,1,3.0,pess_inv,44,S_1,S,0.04072724286484771
392,5,1,3.0,pess_inv,44,S_2,S,0.0
393,5,1,3.0,pess_inv,44,T_1,T,0.0
394,5,1,3.0,pess_inv,44,T_2,T,0.10148150194999304
395,5,1,3.0,pess_inv,44,no_num,no_S_T,0.5383984460412995
396,5,1,3.0,pess_inv,45,10_1,no_S_T,0.0
397,5,1,3.0,pess_inv,45,10_2,no_S_T,0.0
398,5,1,3.0,pess_inv,45,5_1,no_S_T,0.11628394324429153
399,5,1,3.0,pess_inv,45,5_2,no_S_T,0.0
400,5,1,3.0,pess_inv,45,S_1,S,0.031844443337207165
401,5,1,3.0,pess_inv,45,S_2,S,0.02996812503282435
402,5,1,3.0,pess_inv,45,T_1,T,0.0
403,5,1,3.0,pess_inv,45,T_2,T,0.08764875541795009
404,5,1,3.0,pess_inv,45,no_num,no_S_T,0.7342547329677269
405,5,1,3.0,pess_inv,46,10_1,no_S_T,0.09140622995133021
406,5,1,3.0,pess_inv,46,10_2,no_S_T,0.05784749880414723
407,5,1,3.0,pess_inv,46,5_1,no_S_T,0.07283523560294015
408,5,1,3.0,pess_inv,46,5_2,no_S_T,0.027181937724666996
409,5,1,3.0,pess_inv,46,S_1,S,0.04780660904698195
410,5,1,3.0,pess_inv,46,S_2,S,0.04073848581663478
411,5,1,3.0,pess_inv,46,T_1,T,0.0
412,5,1,3.0,pess_inv,46,T_2,T,0.108991833417064
